timestamp,scrip_code,company_name,quarter,filename,status,note
2026-03-26T14:45:00.818108,500520,MAHINDRA & MAHINDRA LTD.,March 2025,,failed,
2026-03-26T14:45:02.067774,500520,MAHINDRA & MAHINDRA LTD.,December 2024,,failed,
2026-03-26T14:45:03.230011,500520,MAHINDRA & MAHINDRA LTD.,December 2024,,failed,
2026-03-26T14:45:04.136167,500520,MAHINDRA & MAHINDRA LTD.,September 2024,,failed,
2026-03-26T14:45:25.122838,532281,HCL TECHNOLOGIES LTD.,December 2025,,failed,
2026-03-26T14:45:26.111864,532281,HCL TECHNOLOGIES LTD.,September 2025,,failed,
2026-03-26T14:45:27.011388,532281,HCL TECHNOLOGIES LTD.,June 2025,,failed,
2026-03-26T14:45:28.237555,532281,HCL TECHNOLOGIES LTD.,March 2025,,failed,
2026-03-26T14:45:29.444804,532281,HCL TECHNOLOGIES LTD.,December 2024,,failed,
2026-03-26T14:45:30.617503,532281,HCL TECHNOLOGIES LTD.,December 2024,,failed,
2026-03-26T14:45:31.799079,532281,HCL TECHNOLOGIES LTD.,September 2024,,failed,
2026-03-26T14:45:55.391029,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:45:56.630513,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:45:57.821406,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:45:58.983587,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:45:59.907100,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:46:00.737244,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:46:01.666486,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:46:02.555249,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:46:03.722762,500247,KOTAK MAHINDRA BANK LTD.,December 2025,,failed,
2026-03-26T14:46:04.648272,500247,KOTAK MAHINDRA BANK LTD.,September 2025,,failed,
2026-03-26T14:46:06.155184,500247,KOTAK MAHINDRA BANK LTD.,September 2025,,failed,
2026-03-26T14:46:07.342525,500247,KOTAK MAHINDRA BANK LTD.,September 2025,,failed,
2026-03-26T14:46:08.260133,500247,KOTAK MAHINDRA BANK LTD.,September 2025,,failed,
