BSE Code,Q_FY,id_resig_ct,id_unstated_flag,auditor_change_flag,credit_downgrade_ct
509930,Q1FY25,0,0,0,0
509930,Q2FY23,0,0,0,0
509930,Q2FY24,0,0,0,0
509930,Q2FY25,0,0,0,0
509930,Q3FY23,0,0,0,0
509930,Q3FY24,0,0,0,0
509930,Q3FY25,0,0,0,0
509930,Q4FY23,0,0,0,0
509930,Q4FY24,0,0,0,0
509930,Q4FY25,0,0,0,0
511243,Q1FY23,0,0,0,0
511243,Q1FY24,0,0,0,0
511243,Q1FY25,0,0,0,0
511243,Q2FY23,0,0,0,0
511243,Q2FY24,0,0,0,0
511243,Q2FY25,0,0,0,0
511243,Q3FY23,0,0,0,0
511243,Q3FY24,0,0,0,0
511243,Q3FY25,0,0,0,0
511243,Q4FY23,1,1,0,0
511243,Q4FY24,2,0,1,0
511243,Q4FY25,0,0,0,0
513683,Q1FY23,0,0,0,0
513683,Q1FY24,0,0,0,0
513683,Q1FY25,0,0,0,0
513683,Q2FY23,0,0,1,0
513683,Q2FY24,0,0,1,0
513683,Q2FY25,0,0,0,0
513683,Q3FY23,0,0,0,0
513683,Q3FY24,0,0,0,0
513683,Q3FY25,0,0,1,0
513683,Q4FY23,0,0,0,0
513683,Q4FY24,1,0,0,1
513683,Q4FY25,0,0,0,2
515055,Q1FY23,0,0,1,0
515055,Q1FY24,0,0,0,0
515055,Q1FY25,0,0,0,0
515055,Q2FY23,0,0,0,0
515055,Q2FY24,0,0,0,0
515055,Q2FY25,0,0,0,0
515055,Q3FY23,0,0,0,0
515055,Q3FY24,0,0,0,0
515055,Q3FY25,0,0,0,1
515055,Q4FY23,0,0,0,0
515055,Q4FY24,0,0,0,0
515055,Q4FY25,0,0,0,0
517174,Q1FY23,0,0,0,0
517174,Q1FY24,0,0,0,0
517174,Q1FY25,0,0,0,0
517174,Q2FY23,0,0,0,0
517174,Q2FY24,0,0,0,0
517174,Q2FY25,0,0,0,0
517174,Q3FY23,0,0,0,0
517174,Q3FY24,0,0,0,0
517174,Q3FY25,0,0,0,0
517174,Q4FY23,0,0,0,0
517174,Q4FY24,0,0,0,0
517174,Q4FY25,0,0,1,0
520056,Q1FY23,0,0,0,0
520056,Q1FY24,0,0,0,0
520056,Q1FY25,0,0,1,1
520056,Q2FY23,0,0,0,0
520056,Q2FY24,0,0,0,0
520056,Q2FY25,0,0,1,0
520056,Q3FY23,0,0,0,0
520056,Q3FY24,0,0,0,3
520056,Q3FY25,0,0,0,0
520056,Q4FY23,0,0,0,0
520056,Q4FY24,0,0,0,0
520056,Q4FY25,0,0,0,0
521064,Q1FY23,0,0,1,0
521064,Q1FY24,0,0,0,0
521064,Q1FY25,0,0,0,1
521064,Q2FY23,0,0,0,0
521064,Q2FY24,0,0,1,0
521064,Q2FY25,0,0,0,0
521064,Q3FY23,0,0,0,0
521064,Q3FY24,0,0,0,0
521064,Q3FY25,0,0,0,0
521064,Q4FY23,0,0,0,0
521064,Q4FY24,0,0,0,0
521064,Q4FY25,0,0,0,0
524715,Q1FY23,0,0,0,0
524715,Q1FY24,0,0,0,0
524715,Q1FY25,0,0,0,0
524715,Q2FY23,0,0,0,0
524715,Q2FY24,0,0,0,0
524715,Q2FY25,0,0,0,0
524715,Q3FY23,0,0,0,0
524715,Q3FY24,0,0,0,0
524715,Q3FY25,0,0,0,0
524715,Q4FY23,0,0,0,0
524715,Q4FY24,0,0,0,0
524715,Q4FY25,0,0,0,0
526299,Q1FY23,0,0,0,0
526299,Q1FY24,0,0,0,0
526299,Q1FY25,0,0,0,0
526299,Q2FY23,0,0,0,0
526299,Q2FY24,0,0,0,0
526299,Q2FY25,0,0,0,0
526299,Q3FY23,0,0,0,0
526299,Q3FY24,0,0,0,0
526299,Q3FY25,0,0,0,0
526299,Q4FY23,0,0,0,0
526299,Q4FY24,0,0,0,0
526299,Q4FY25,0,0,0,0
531531,Q1FY23,0,0,0,0
531531,Q1FY24,0,0,0,0
531531,Q1FY25,0,0,0,0
531531,Q2FY23,0,0,0,0
531531,Q2FY24,0,0,0,0
531531,Q2FY25,0,0,0,0
531531,Q3FY23,0,0,0,0
531531,Q3FY24,0,0,0,0
531531,Q3FY25,0,0,0,0
531531,Q4FY23,0,0,0,0
531531,Q4FY24,0,0,0,0
531531,Q4FY25,0,0,0,0
531642,Q1FY23,0,0,1,0
531642,Q1FY24,0,0,0,0
531642,Q1FY25,0,0,0,0
531642,Q2FY23,0,0,0,0
531642,Q2FY24,0,0,0,0
531642,Q2FY25,0,0,0,0
531642,Q3FY23,0,0,0,0
531642,Q3FY24,0,0,0,0
531642,Q3FY25,0,0,0,0
531642,Q4FY23,0,0,0,0
531642,Q4FY24,0,0,0,0
531642,Q4FY25,0,0,0,0
532181,Q1FY23,0,0,0,0
532181,Q1FY24,0,0,0,0
532181,Q1FY25,0,0,0,0
532181,Q2FY23,0,0,0,0
532181,Q2FY24,0,0,0,0
532181,Q2FY25,0,0,0,0
532181,Q3FY23,0,0,0,0
532181,Q3FY24,0,0,0,0
532181,Q3FY25,0,0,0,0
532181,Q4FY23,0,0,0,0
532181,Q4FY24,0,0,0,0
532181,Q4FY25,0,0,0,0
532286,Q1FY23,0,0,0,0
532286,Q1FY24,0,0,0,0
532286,Q1FY25,0,0,0,0
532286,Q2FY23,0,0,0,0
532286,Q2FY24,0,0,0,0
532286,Q2FY25,0,0,0,0
532286,Q3FY23,0,0,0,0
532286,Q3FY24,0,0,0,0
532286,Q3FY25,0,0,0,0
532286,Q4FY23,0,0,0,0
532286,Q4FY24,0,0,0,0
532286,Q4FY25,0,0,0,0
532300,Q1FY23,0,0,0,0
532300,Q1FY24,0,0,0,0
532300,Q1FY25,0,0,1,0
532300,Q2FY23,0,0,0,0
532300,Q2FY24,0,0,0,0
532300,Q2FY25,0,0,0,0
532300,Q3FY23,0,0,0,1
532300,Q3FY24,0,0,0,0
532300,Q3FY25,0,0,0,0
532300,Q4FY23,0,0,0,0
532300,Q4FY24,0,0,0,0
532300,Q4FY25,0,0,0,0
532477,Q1FY23,0,0,0,0
532477,Q1FY24,0,0,0,0
532477,Q1FY25,0,0,0,0
532477,Q2FY23,0,0,0,0
532477,Q2FY24,0,0,1,0
532477,Q2FY25,0,0,0,0
532477,Q3FY23,0,0,1,0
532477,Q3FY24,0,0,0,0
532477,Q3FY25,0,0,1,0
532477,Q4FY23,0,0,0,0
532477,Q4FY24,0,0,0,0
532477,Q4FY25,0,0,0,0
532497,Q1FY23,0,0,0,0
532497,Q1FY24,0,0,0,0
532497,Q1FY25,0,0,0,0
532497,Q2FY23,0,0,0,0
532497,Q2FY24,0,0,0,0
532497,Q2FY25,0,0,0,0
532497,Q3FY23,0,0,0,0
532497,Q3FY24,0,0,0,0
532497,Q3FY25,0,0,0,0
532497,Q4FY23,0,0,0,0
532497,Q4FY24,0,0,0,0
532497,Q4FY25,0,0,0,0
532522,Q1FY23,0,0,0,0
532522,Q1FY24,0,0,0,0
532522,Q1FY25,0,0,0,0
532522,Q2FY23,0,0,1,0
532522,Q2FY24,0,0,0,0
532522,Q2FY25,0,0,0,0
532522,Q3FY23,0,0,0,0
532522,Q3FY24,0,0,0,0
532522,Q3FY25,0,0,0,0
532522,Q4FY23,0,0,0,0
532522,Q4FY24,0,0,0,0
532522,Q4FY25,0,0,0,0
532541,Q1FY23,0,0,1,0
532541,Q1FY24,0,0,0,0
532541,Q1FY25,0,0,0,0
532541,Q2FY23,0,0,1,0
532541,Q2FY24,0,0,0,0
532541,Q2FY25,0,0,0,0
532541,Q3FY23,0,0,0,0
532541,Q3FY24,0,0,0,0
532541,Q3FY25,0,0,0,0
532541,Q4FY23,0,0,0,0
532541,Q4FY24,0,0,0,0
532541,Q4FY25,0,0,0,0
532636,Q1FY23,0,0,0,0
532636,Q1FY24,0,0,0,0
532636,Q1FY25,0,0,1,1
532636,Q2FY23,2,0,0,0
532636,Q2FY24,0,0,0,1
532636,Q2FY25,0,0,0,2
532636,Q3FY23,0,0,0,0
532636,Q3FY24,0,0,0,0
532636,Q3FY25,0,0,0,1
532636,Q4FY23,0,0,0,0
532636,Q4FY24,0,0,0,1
532636,Q4FY25,0,0,0,1
532648,Q1FY23,0,0,0,0
532648,Q1FY24,0,0,0,0
532648,Q1FY25,0,0,0,0
532648,Q2FY23,0,0,0,0
532648,Q2FY24,0,0,0,1
532648,Q2FY25,0,0,0,0
532648,Q3FY23,0,0,0,0
532648,Q3FY24,0,0,0,0
532648,Q3FY25,0,0,0,0
532648,Q4FY23,0,0,0,0
532648,Q4FY24,0,0,0,0
532648,Q4FY25,0,0,0,0
532809,Q1FY23,0,0,0,0
532809,Q1FY24,0,0,0,0
532809,Q1FY25,0,0,0,0
532809,Q2FY23,0,0,0,0
532809,Q2FY24,0,0,0,0
532809,Q2FY25,0,0,0,0
532809,Q3FY23,0,0,0,0
532809,Q3FY24,0,0,0,0
532809,Q3FY25,0,0,0,0
532809,Q4FY23,0,0,0,0
532809,Q4FY24,0,0,0,0
532809,Q4FY25,0,0,0,0
532927,Q1FY23,0,0,0,0
532927,Q1FY24,0,0,0,0
532927,Q1FY25,0,0,0,0
532927,Q2FY23,3,0,0,0
532927,Q2FY24,0,0,0,0
532927,Q2FY25,0,0,1,0
532927,Q3FY23,0,0,0,0
532927,Q3FY24,0,0,0,0
532927,Q3FY25,0,0,0,0
532927,Q4FY23,0,0,0,0
532927,Q4FY24,0,0,1,0
532927,Q4FY25,0,0,0,0
532929,Q1FY23,0,0,0,0
532929,Q1FY24,0,0,0,0
532929,Q1FY25,0,0,0,0
532929,Q2FY23,0,0,0,0
532929,Q2FY24,0,0,0,0
532929,Q2FY25,0,0,1,0
532929,Q3FY23,0,0,0,0
532929,Q3FY24,0,0,0,0
532929,Q3FY25,0,0,0,0
532929,Q4FY23,0,0,0,0
532929,Q4FY24,0,0,0,0
532929,Q4FY25,0,0,0,0
532939,Q1FY23,0,0,0,0
532939,Q1FY24,0,0,0,0
532939,Q1FY25,0,0,0,0
532939,Q2FY23,1,0,0,0
532939,Q2FY24,0,0,0,0
532939,Q2FY25,0,0,0,0
532939,Q3FY23,0,0,0,0
532939,Q3FY24,0,0,0,0
532939,Q3FY25,2,0,0,0
532939,Q4FY23,0,0,0,0
532939,Q4FY24,0,0,0,0
532939,Q4FY25,0,0,0,0
533098,Q1FY23,0,0,0,0
533098,Q1FY24,0,0,0,0
533098,Q1FY25,0,0,0,0
533098,Q2FY23,0,0,1,0
533098,Q2FY24,0,0,1,0
533098,Q2FY25,0,0,1,0
533098,Q3FY23,0,0,0,0
533098,Q3FY24,0,0,0,0
533098,Q3FY25,0,0,0,0
533098,Q4FY23,0,0,0,0
533098,Q4FY24,0,0,0,0
533098,Q4FY25,0,0,0,0
533106,Q1FY23,0,0,0,0
533106,Q1FY24,0,0,0,0
533106,Q1FY25,0,0,0,0
533106,Q2FY23,0,0,1,0
533106,Q2FY24,0,0,1,0
