NSE Symbol,Q_FY,FY,Filing_Date,Window_Start,Window_End,n_obs,alpha_daily,alpha_annual,t_alpha,p_alpha,r_squared,beta_Mkt_RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_MOM
BATAINDIA,Q4FY23,FY23,2023-07-20,2023-07-21,2024-08-01,252,-0.0007057351449925877,-0.16292805512220157,-0.6325235123018262,0.5276347165813314,0.04252806965229128,1.1169101219233908,0.5946626047538444,-0.8391545521251645,0.11133850898339143,0.02449856593753244,-0.5334309701250768
BATAINDIA,Q4FY24,FY24,2024-07-19,2024-07-22,2025-07-23,252,-0.0004354926792054812,-0.10393664084064339,-0.2552533521644003,0.7987415753861483,0.011739392062085519,0.28748235650212384,-0.016682543351773327,0.10789493132668726,0.09977623965771482,1.2395883721210852,0.26211314902956195
BEL,Q4FY22,FY22,2022-07-13,2022-07-14,2023-07-20,252,0.0011790352516204523,0.3459726121207536,0.6853439956734223,0.4937748012664143,0.04067421362047208,2.01548983917886,0.5750897164373368,-0.5445831649128914,0.5839032431623957,-3.2955674759676006,-0.12120719690231493
BEL,Q4FY23,FY23,2023-07-10,2023-07-11,2024-07-22,252,0.0014150700251964671,0.4284610077116558,0.6089557486125193,0.5431179954745451,0.017031776806839427,1.7593380019042837,-0.17382100872618794,-0.6749850727391287,0.06062369937111334,-0.09237005421601835,1.3553322079882173
BEL,Q4FY24,FY24,2024-07-11,2024-07-12,2025-07-16,252,0.0032034117979068454,1.2417566405721363,1.3905265512083613,0.1656308353951688,0.039383473483818765,1.223373868931426,-2.1031922046558833,-5.1543820018392275,-0.9669774251591512,-0.7840727510262868,0.23863404007383618
BLUESTARCO,Q4FY22,FY22,2022-07-14,2022-07-15,2023-07-21,252,-8.148061225968272e-05,-0.020323745345677276,-0.05741340189199814,0.9542626843848401,0.023173433494213636,0.30964858384448835,1.2018561078508991,0.7000154770243207,-0.9226212785432358,-4.053070654421886,0.1891349140940216
BLUESTARCO,Q4FY23,FY23,2023-07-14,2023-07-17,2024-07-26,252,0.0016906842292838484,0.5312010474375887,0.8150852805839492,0.4158151246280563,0.021310070897130662,-0.25246881656208453,-0.36981224351700337,1.7533625110051059,2.714300602966604,1.6040888911235522,1.084997565874616
BLUESTARCO,Q4FY24,FY24,2024-07-15,2024-07-16,2025-07-18,252,0.0009052217424056948,0.2562308878857477,0.32245414932869126,0.7473836610527221,0.04099133896238172,1.412129407847294,-1.3930139986332033,-2.2711137346690773,5.263369910713075,-1.7077693893386234,0.34518325456090726
CESC,Q4FY22,FY22,2022-07-15,2022-07-18,2023-07-24,252,-0.0007577057284145298,-0.17381936552180444,-0.5948923661739576,0.5524644408710281,0.01534412453634948,0.697022054980291,0.34831815167285796,0.2093551272054423,0.5562947997042683,1.4593835281497742,0.29239679358920867
CESC,Q4FY23,FY23,2023-07-17,2023-07-18,2024-07-29,252,-0.0017109708197705917,-0.35024807746594894,-0.6943726512087637,0.48810645049589124,0.03257691887905989,2.7339334673000675,1.4245148433017418,-0.14084668111039778,-1.8592655871526482,-1.9350567027051895,0.5523109010312515
CESC,Q4FY24,FY24,2024-07-19,2024-07-22,2025-07-23,252,0.0003458181109018369,0.09105614113651263,0.13768407949105813,0.8906031889496403,0.03748328288293079,1.8126845466738846,0.12519509260828693,-2.190311549894667,1.2954697216894298,-1.9442922728786276,0.0735907373839999
CHAMBLFERT,Q4FY22,FY22,2022-07-20,2022-07-21,2023-07-27,252,-0.0015788928405861772,-0.328258036998109,-0.8717022002144348,0.3842242711335576,0.010015506334193458,1.259604840967559,-0.28736691238106593,0.3398177454882412,0.7711791501576272,0.2899754145227784,-0.07307464438346067
CHAMBLFERT,Q4FY23,FY23,2023-07-19,2023-07-20,2024-07-31,252,-6.693746625706051e-05,-0.01672676929054091,-0.026742319056350466,0.978687028809321,0.030756323373457684,2.1431359280603752,1.7060821033258253,0.28098175160217054,-0.17274560440615527,-1.815704631443186,-0.8478208898070959
CHAMBLFERT,Q4FY24,FY24,2024-07-18,2024-07-19,2025-07-22,252,0.0014031069853045568,0.42416113088070784,0.5340549432054927,0.5937877585200798,0.030941141179464116,1.5604921064840174,-1.6405760803014329,3.334613279133132,2.5183343641946823,0.1098626327457437,1.24671464163586
CRISIL,Q4FY22,FY22,2022-07-19,2022-07-20,2023-07-26,252,-0.0004701605881453583,-0.11173083502817037,-0.3060712938270245,0.7598102871893458,0.013176162504092814,0.040127341974184716,1.090989018135266,0.3187312465841017,0.26225584595372164,-3.8698792461777503,0.20507371444633038
CRISIL,Q4FY23,FY23,2023-07-18,2023-07-19,2024-07-30,252,0.0017574602046886603,0.5571854166214822,1.0850235925265141,0.27897770269725536,0.033275723394115886,-0.02124304699571672,-1.6199346806025563,-1.0031442182875254,-1.5690563286327355,1.3218354921644426,-0.8534978584660733
CRISIL,Q4FY24,FY24,2024-07-19,2024-07-22,2025-07-23,252,0.00037500329041718894,0.09911007449834403,0.157143794640701,0.8752609477215966,0.06772028970311883,-0.6798041935463033,4.4852673560702145,3.0195080542894615,-3.0285600253129417,2.3401189193624448,1.3347204235055545
CGPOWER,Q4FY22,FY22,2022-07-20,2022-07-21,2023-07-27,252,0.0009569845190386088,0.2727247807053287,0.5193446187351707,0.6039892878077127,0.023709891184134135,1.4726602521161332,1.402402012104887,-0.6572418165770693,-0.6688517845431062,-2.1385689627971103,-1.196795827754902
CGPOWER,Q4FY23,FY23,2023-07-19,2023-07-20,2024-07-31,252,0.0016026370059010035,0.497601046442169,0.7254266042227475,0.4688826865295969,0.017839187873177398,1.2855345848624289,0.06739049984112554,0.4582065193064445,2.132980446430703,-1.717605453750765,0.6717847962208324
CGPOWER,Q4FY24,FY24,2024-07-16,2024-07-18,2025-07-21,252,-5.6650758707159e-06,-0.0014265805845416763,-0.002017407804789247,0.9983919842213497,0.017823207876507485,1.4443839717810647,-0.01991192604607428,-0.34577710696923547,1.623144079184499,0.41039883733744165,0.16086543948530385
IFCI,Q4FY22,FY22,2022-07-14,2022-07-15,2023-07-21,252,-0.001083211646080994,-0.23888387296010818,-0.3725748014414535,0.7097870281213633,0.03321667591295008,1.7932989879279115,-1.2773884912650932,1.7367832674908952,0.20752269138076107,1.9825690757529686,0.8373385915599714
