BSE Code,NSE Symbol,Q_FY,Filing_Date,overlapping,n_est_obs,CAR_m1p1,CAR_m3p3,CAR_m5p5,CAR_m10p10,CAR_0p5,AINDEX,BINDEX,CINDEX,DINDEX,OINDEX,TRINDEX
500043,BATAINDIA,Q2FY26,2026-01-29,False,230,0.025460390688883776,0.022489817518510015,0.011760594743238238,0.08060052445567047,0.03236243525455477,0.6130555555555556,0.724051724137931,0.6995766757207594,0.1769230769230769,0.62945,0.8247249999999999
500049,BEL,Q4FY23,2023-07-10,False,230,0.00994311544264908,0.0029641098238559066,-0.028073867166078396,-0.061055660264973055,0.003330680173246831,0.6388888888888888,0.8528344827586206,0.3,0.5,0.7992166666666667,0.729175
500049,BEL,Q1FY24,2023-10-11,False,230,0.02163810219063043,-0.002464978604186755,-0.001811360772629559,-0.050486425234153844,-0.01343707470459869,0.6388888888888888,0.8307310344827586,0.348343221173054,0.5,0.7992166666666667,0.729175
500049,BEL,Q2FY24,2024-01-05,False,230,0.01439999329492592,0.021167800994034203,0.022823176236473664,0.13442320436956523,-0.0032223877108248904,0.6695222222222222,0.8525689655172414,0.4923628811560153,0.5,0.7992166666666667,0.729175
500049,BEL,Q3FY24,2024-04-15,False,230,0.016164749883913882,0.03295177814694379,0.04652248890345775,0.1294229899112173,-0.004713455696790955,0.6259666666666667,0.8652689655172414,0.3390090842743222,0.5,0.7992166666666667,0.729175
500049,BEL,Q4FY24,2024-07-11,False,230,-0.017510211914581422,-0.022519812374878524,-0.07195821644402386,-0.06770612726629117,-0.11096643437573779,0.5525111111111111,0.8649793103448276,0.4289499074859588,0.5,0.7992166666666667,0.729175
500049,BEL,Q1FY25,2024-10-18,False,230,0.006600050407314284,-0.018198014133320624,0.016051960863117276,0.1558530736957264,-0.00667682129729158,0.4848888888888889,0.8467310344827585,0.3476591094883803,0.5,0.7992166666666667,0.68025
500049,BEL,Q2FY25,2025-02-07,False,230,-0.03573035153978283,-0.010990809932476454,-0.0849671037279787,0.09605068900665492,-0.07222701418733019,0.4800111111111111,0.7535413793103448,0.4108079625132261,0.5,0.7992166666666667,0.729175
500049,BEL,Q3FY25,2025-04-25,False,230,-0.013717821425606912,0.020198831775321377,0.03826349950771211,0.11995561014397563,0.01637528781882458,0.6815222222222223,0.7510103448275862,0.7129555603603379,0.5,0.7992166666666667,0.70815
500049,BEL,Q4FY25,2025-07-19,False,230,-0.013362711150379509,-0.051333932816557064,-0.08923091526400848,-0.17696198709785257,-0.03530593394162234,0.5310666666666667,0.8353413793103448,0.4840367616024634,0.5,0.7992166666666667,0.5631499999999999
500049,BEL,Q1FY26,2025-10-24,False,230,-0.022317585277911573,-0.05144457385454548,-0.016216063686498146,-0.06352721174865689,-0.014749077465238299,0.5999555555555555,0.7836172413793103,0.528254587173584,0.5,0.7992166666666667,0.3717
500049,BEL,Q2FY26,2026-01-14,False,230,0.019157684110657967,0.03837960760285458,0.04550079913839955,0.2535916680033973,0.011720836883774583,0.6259666666666667,0.741048275862069,0.5443430285837645,0.5,0.7992166666666667,0.729175
500067,BLUESTARCO,Q4FY23,2023-07-14,False,230,-0.007225676649921039,-0.03559388920767879,-0.054976968358262525,-0.11692869383275428,-0.032749313422981645,0.6758111111111111,0.7663517241379311,0.3,0.0769230769230769,0.7695,0.6763
500067,BLUESTARCO,Q1FY24,2023-10-12,False,230,0.01343766077205975,0.05372368693854783,0.08324935048532253,-0.018989634393049112,0.07661940517325116,0.6758111111111111,0.7482172413793103,0.3,0.0769230769230769,0.7695,0.8013
500067,BLUESTARCO,Q2FY24,2024-01-17,False,230,-0.058294133452499716,-0.03717884652993203,-0.07594356911185537,-0.08473187330518919,-0.08305884421691197,0.5557,0.7177931034482758,0.3,0.0769230769230769,0.7695,0.8013
500067,BLUESTARCO,Q3FY24,2024-04-18,False,230,0.030997780783769455,0.005931596393751675,0.00784288570822817,0.053631031977602064,0.03198194494054156,0.5557,0.7226448275862069,0.3,0.0769230769230769,0.7695,0.8013
500067,BLUESTARCO,Q4FY24,2024-07-15,False,230,-0.018242799708338708,-0.1279288153896642,-0.03229964520023573,0.014541006115521744,-0.024174431760214336,0.653888888888889,0.7626999999999999,0.3,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q1FY25,2024-10-16,False,230,-0.027712573826200813,-0.06034950158232369,-0.10063212038507242,-0.31312732610455185,-0.12708572710915683,0.6879333333333334,0.7920931034482759,0.3,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q2FY25,2025-02-14,False,230,-0.016836578594035374,-0.025621406323880283,-0.010958856434358519,0.1466309876600155,-0.028549425053893282,0.6879333333333334,0.7089931034482759,0.3,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q3FY25,2025-04-29,False,230,-0.011194046425474526,-0.12091350111039315,-0.1700919652090206,-0.1819454542707164,-0.03273664487351152,0.6879333333333334,0.7150655172413792,0.510373116481931,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q4FY25,2025-07-28,False,230,-0.014531674133158555,-0.023012873091736656,-0.07226505588208963,-0.042292236447247854,-0.011846102489571193,0.6686111111111112,0.7588448275862069,0.6213658062386404,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q1FY26,2025-10-28,False,230,-0.026557507600137944,-0.027028838132871144,-0.05393700703249857,-0.13787422609795835,-0.048158004453804,0.6301888888888889,0.7489137931034482,0.5963999617202193,0.0769230769230769,0.7695,0.9263
500067,BLUESTARCO,Q3FY26,2026-01-27,False,230,-0.020947692746137902,0.0005107478904646939,-0.06717237451742872,-0.08374009859382381,0.021777390694915445,0.6269111111111111,0.7107724137931035,0.6347062404844916,0.0769230769230769,0.7695,0.9263
500084,CESC,Q4FY23,2023-07-17,False,230,-0.004746147054173023,-0.005292766053836873,-0.0158497767259261,0.060687343787875894,-0.015477571024913362,0.5665333333333333,0.377251724137931,0.3280288416334526,0.0192307692307692,0.78705,0.710125
500084,CESC,Q1FY24,2023-10-19,False,230,-0.04290548985381296,-0.03770347677950255,-0.05543526946720675,-0.060013340450094224,-0.07146132945455291,0.5665333333333333,0.3686241379310344,0.3340594714493236,0.0192307692307692,0.78705,0.835125
500084,CESC,Q2FY24,2024-01-18,False,230,0.023660050961626586,-0.09247655917586008,-0.02228264847074416,0.029285175955935206,-0.015244416244077026,0.5665333333333333,0.4082862068965517,0.3338352990284326,0.0192307692307692,0.78705,0.960125
500084,CESC,Q3FY24,2024-04-19,False,230,-0.0017678317565564504,-0.04393795432946181,-0.06436179623791517,0.059527719647176576,-0.02991860442798018,0.5665333333333333,0.370351724137931,0.3457114926247831,0.0192307692307692,0.78705,0.835125
500084,CESC,Q4FY24,2024-07-19,False,230,-0.0704567085127623,-0.09909670010071484,-0.10279501015496505,0.1274040824686114,-0.047832136801631724,0.6221777777777778,0.408451724137931,0.3387249786663537,0.0192307692307692,0.78705,0.835125
500084,CESC,Q1FY25,2024-10-09,False,230,0.044337981316836,0.04386239546873573,0.07722187822091077,0.13488882938627872,0.08109564542164659,0.5832666666666667,0.4396724137931034,0.3048407648691109,0.0192307692307692,0.78705,0.960125
500084,CESC,Q2FY25,2025-02-12,False,230,-0.026464731794553074,-0.018399581257730946,0.07199797581178247,0.20225511284949443,0.0831013578781062,0.6072000000000001,0.4244137931034483,0.3274103634683775,0.0192307692307692,0.78705,0.960125
500084,CESC,Q3FY25,2025-04-29,False,230,0.033671029802231876,0.01713833548755278,-0.008386271289676485,0.05487279070069277,0.005718242974953806,0.6667555555555557,0.3755448275862069,0.6909456658181602,0.0192307692307692,0.78705,0.835125
500084,CESC,Q3FY26,2026-01-30,False,230,0.016322015381125307,0.1195354058557514,0.11378967206183489,0.06128459192296757,0.08479977547905791,0.6112555555555557,0.4092379310344828,0.5926052865912006,0.0192307692307692,0.78705,0.835125
500085,CHAMBLFERT,Q4FY23,2023-07-19,False,230,0.00948812177848579,0.01960960688528952,0.016125067904799596,0.021181188897525984,0.040679437413894015,0.6928,0.5789551724137931,0.3191354526481475,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q1FY24,2023-10-19,False,230,-0.011596972577088211,-0.03285440098457149,0.0168449500087864,0.10547595756021486,-0.03079351757899962,0.6543777777777777,0.6337310344827586,0.3179939872256859,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q2FY24,2024-01-18,False,230,-0.03362602847394527,-0.033814853972577365,-0.0029661075438814355,-0.09280765353884424,-0.03378679800887893,0.6451777777777778,0.598051724137931,0.3329356096322748,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q3FY24,2024-04-19,False,230,-0.006958527482345601,0.06539194700726011,0.10775221599314805,0.09265326855282256,0.13813840338514788,0.6839444444444445,0.632396551724138,0.3451647334369342,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q4FY24,2024-07-18,False,230,-0.052421784057507435,-0.06371417705951565,-0.11773511918245662,-0.10124361871377449,-0.07278781782076052,0.6746,0.6203344827586207,0.3318697477051616,0.5192307692307693,0.9015,0.6925500000000001
500085,CHAMBLFERT,Q1FY25,2024-10-18,False,230,-0.007214531845470314,-0.014995253725552169,-0.0017274897438226897,0.05552872110195004,-0.04318923342408557,0.6451777777777778,0.6099896551724138,0.3450875500922103,0.5192307692307693,0.9015,0.6925500000000001
500085,CHAMBLFERT,Q2FY25,2025-02-14,False,230,0.024980268941380997,-0.019850428488275146,0.05562531183512355,0.07076226164755874,0.02677378493065791,0.6929444444444444,0.5910172413793103,0.3450875500922103,0.5192307692307693,0.9015,0.6925500000000001
500085,CHAMBLFERT,Q3FY25,2025-04-30,False,230,-0.0045599982398866964,0.04183392031791562,-0.007586741778963152,-0.04199846298926047,0.011986145715563688,0.7223666666666667,0.5893,0.5054117902617402,0.5192307692307693,0.9015,0.6925500000000001
500085,CHAMBLFERT,Q4FY25,2025-07-28,False,230,-0.01901061293352601,-0.017291101460026326,0.03415831617386079,0.08882934910377761,0.01874766769857525,0.6777888888888889,0.5893,0.4130246617184863,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q1FY26,2025-10-30,False,230,-0.030912529019127985,-0.05757837997753327,-0.08912854557222033,-0.16871651246930244,-0.07387635160610727,0.6736666666666666,0.5910172413793103,0.4974836262077787,0.5192307692307693,0.9015,0.8175500000000001
500085,CHAMBLFERT,Q2FY26,2026-01-28,False,230,-0.0019186212579207062,0.014585125471448353,-0.02400865255294069,0.008056681507498428,-0.023894734739874454,0.6697333333333333,0.6043103448275862,0.4837067824467266,0.5192307692307693,0.9015,0.6925500000000001
500092,CRISIL,Q4FY23,2023-07-18,False,230,0.0006209653097685557,0.0007778288813104083,-0.03722541922885113,-0.04903309094706684,-0.03885416532367808,0.5216777777777778,0.8894758620689655,0.311344535203245,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q1FY24,2023-10-19,False,230,0.08840694101072087,0.03455005430823353,0.01882394168013629,0.14001023747842245,-0.01651425448381625,0.624588888888889,0.8959620689655172,0.4287960460530677,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q2FY24,2024-01-19,False,230,-0.03553326909535898,-0.05676787456047079,-0.0031452019095188494,0.06735323651572017,-0.010654457220720358,0.5864222222222222,0.8439689655172414,0.3131453575575315,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q3FY24,2024-04-19,False,230,-0.07172850680395594,-0.13041088126747277,-0.05049027355871176,-0.08455810224095207,0.008333854203641446,0.5351,0.8851724137931035,0.4092195369013535,0.4730769230769231,0.8021166666666667,0.618875
500092,CRISIL,Q4FY24,2024-07-19,False,230,-0.06302299048087665,-0.07519943720116301,-0.10779392876330983,-0.14276190671669273,-0.0669802998914361,0.6499,0.7694241379310344,0.3635450688555944,0.4730769230769231,0.8021166666666667,0.618875
500092,CRISIL,Q1FY25,2024-10-18,False,230,0.028089229571318625,0.05494818525431546,0.14284845839073845,0.2356340322864289,0.07561719313472545,0.6466666666666667,0.8189862068965517,0.3,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q2FY25,2025-02-09,False,230,0.030228463898551366,-0.07411573069596045,-0.1231253643289131,-0.14806521431320663,-0.06942860357354386,0.5824,0.7689896551724138,0.3103652533872221,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q3FY25,2025-04-29,False,230,-0.006229338630329095,-0.028943922538729704,-0.01042615442222049,0.15491332317954093,0.007505318030235862,0.5028777777777778,0.7710689655172414,0.5921739087992307,0.4730769230769231,0.8021166666666667,0.493875
500092,CRISIL,Q4FY25,2025-07-29,False,230,-0.0668755813096501,-0.12483070815284182,-0.08582694357704118,-0.14426453962301938,0.00696627701400368,0.5658888888888889,0.7521068965517241,0.6863845612165784,0.4730769230769231,0.8021166666666667,0.618875
500092,CRISIL,Q1FY26,2025-10-30,False,230,0.0075037029039429805,0.007246897038540666,0.020367014600185453,0.13672462276952596,-0.014208037463726318,0.5676666666666667,0.7532551724137931,0.7863845612165784,0.4730769230769231,0.8021166666666667,0.7438750000000001
500092,CRISIL,Q2FY26,2026-01-30,False,230,0.0783284762599005,0.12136478895712406,0.16506227785582178,0.16024592241494995,0.10592814359830093,0.5299666666666667,0.7395172413793103,0.5064561592876544,0.4730769230769231,0.8021166666666667,0.7438750000000001
