NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_obs,beta,total_vol,downside_vol
JINDALSTEL,532286,Steel,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.2795453650838384,0.01867990175771154,0.009948398791273766
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.7575649270973035,0.034418045071835,0.013193606384465659
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.8970760020041271,0.015198778566165118,0.009471794053102684
AJANTPHARM,532331,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.8127506823605077,0.021344896971773164,0.012235560305746858
OFSS,532466,Software - Infrastructure,Technology,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.3916981038598164,0.021487498741144445,0.01023739298736109
UNIONBANK,532477,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.4484236711834941,0.0218087202771921,0.01005948360366371
UBL,532478,Beverages - Brewers,Consumer Defensive,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.5620500223796376,0.013557400969406845,0.009221600144620489
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.7164876259062303,0.01992762109218027,0.012090239750495533
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.665142021520183,0.012781293596060192,0.0065049518070609
NAVINFLUOR,532504,Chemicals,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.7910861032536998,0.019055118352794973,0.00999709011580483
UCOBANK,532505,Banks - Regional,Financial Services,FY25,2024-10-05,2024-10-07,2025-10-13,252,1.4565953829161202,0.024977953055370823,0.013921555200828818
IGL,532514,Utilities - Regulated Gas,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.2607631728829993,0.026231907986273763,0.022366622844408292
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.9167849509145967,0.016763628846223542,0.010691915354597528
COFORGE,532541,Information Technology Services,Technology,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.3184476489568842,0.024146086416077704,0.014560696484168403
IIFL,532636,Credit Services,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.6736078621390653,0.02511563960608307,0.011707606783167193
YESBANK,532648,Banks - Regional,Financial Services,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.199684635766074,0.020485217545378055,0.011117218091964599
AIAENG,532683,Specialty Industrial Machinery,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.7495383647179943,0.01346520803029101,0.006769488310054358
KEC,532714,Engineering & Construction,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.4530764614516132,0.027827322490098276,0.013703223924008787
M&MFIN,532720,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.2095852437677181,0.018025572530735452,0.009225262923792447
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY25,2024-10-10,2024-10-11,2025-10-17,252,1.0948327953257848,0.02118668726479593,0.01235866199597428
GALLANTT,532726,Steel,Basic Materials,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.619394575207144,0.030723150717391134,0.016402040424707096
GPIL,532734,Steel,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.5309569699145396,0.02640566026596931,0.01180394287334266
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.1011319464709874,0.01695322271116866,0.008183525545659173
NAUKRI,532777,Internet Content & Information,Communication Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.5407278740758819,0.021471153132286442,0.009647127640016129
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY25,2024-10-17,2024-10-18,2025-10-27,248,1.5076332848768947,0.027821704674389908,0.01672383785859959
SOBHA,532784,Real Estate - Development,Real Estate,FY25,2024-10-10,2024-10-11,2025-10-17,252,1.4754782378189129,0.02430444946420047,0.013072402593321621
REDINGTON,532805,Information Technology Services,Technology,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.1692033483468702,0.032347741553724496,0.017668450070663824
FSL,532809,Information Technology Services,Technology,FY25,2024-10-04,2024-10-07,2025-10-13,252,1.3235512761293302,0.02786989208806846,0.01790462246460927
PFC,532810,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.775784938465901,0.021373861405091298,0.007378030037777601
INDIANB,532814,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.1056448138356085,0.019555584451147176,0.007467917026527912
IDEA,532822,Telecom Services,Communication Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.7787408424201052,0.03465505789960203,0.01668168671661992
ASTRAL,532830,Building Products & Equipment,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.1050309554068205,0.017323949525648266,0.010710747210961312
DLF,532868,Real Estate - Development,Real Estate,FY25,2024-10-04,2024-10-07,2025-10-13,252,1.6848537254055278,0.02013088388318934,0.007165318280654513
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.7423778695394467,0.02444894442369904,0.015741189449236526
ECLERX,532927,Information Technology Services,Technology,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.1765920358564184,0.025703974941507227,0.013121104485006327
BRIGADE,532929,Real Estate - Development,Real Estate,FY25,2024-10-20,2024-10-21,2025-10-28,252,1.3748128791347498,0.022483597381976386,0.010303864910951208
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,2.0664942119844185,0.03564935121650362,0.014525569420664693
IRB,532947,Infrastructure Operations,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.8101822964127647,0.021493032721239442,0.007875160455969511
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.6491208058849327,0.016301601184014695,0.009214302864342406
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.6141309279571943,0.021494282510232762,0.016282844621889007
ADANIPOWER,533096,Utilities - Independent Power Producers,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.3730747738616447,0.031475620996032336,0.014394137383700966
NHPC,533098,Utilities - Renewable,Utilities,FY25,2024-10-15,2024-10-16,2025-10-23,252,1.3449017245053776,0.019139288179282073,0.007941498632936174
OIL,533106,Oil & Gas Integrated,Energy,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.3762371881985112,0.022034976591978315,0.012167077391410609
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.0098294119126399,0.01842322206454363,0.009777769461605261
PERSISTENT,533179,Information Technology Services,Technology,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.3531448033961277,0.02382060889300373,0.014058174945012854
SJVN,533206,Utilities - Renewable,Utilities,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.6571629623697781,0.02203113753606346,0.010069150475241736
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.51408042716877,0.02111085926005092,0.010582688017254979
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.5299311526150734,0.023794139724097028,0.013269982248462011
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.5175716138426845,0.027081140967316335,0.011487620316302195
LTF,533519,Credit Services,Financial Services,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.4495700568764778,0.02007172459743708,0.009981664383452106
APLLTD,533573,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.7860126774931545,0.021667506911981386,0.011344332730534276
PGEL,533581,Electronic Components,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,2.035964106769249,0.03729471361754037,0.026610188528729303
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.410071677163362,0.029643250467897383,0.018471915039242857
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.7603613289437807,0.025350891853543275,0.013082550030017468
NBCC,534309,Engineering & Construction,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.992617809247234,0.025956984469225428,0.009971491455420246
INDUSTOWER,534816,Telecom Services,Communication Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.0612593365355076,0.01921916806252146,0.011413140558757418
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.9842487736804908,0.029163044375028323,0.013783728460309534
SYNGENE,539268,Diagnostics & Research,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.9728272654179752,0.018769912345335052,0.014705562906078086
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.1963313102778792,0.019163582182835936,0.009320153280447352
INDIGO,539448,Airlines,Industrials,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.9612269545283434,0.017317828398735143,0.011339480822276687
ALKEM,539523,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.6372620646679596,0.014563876373676416,0.008904417271773104
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.42998154679493233,0.017686734630070644,0.011023525090474356
NH,539551,Medical Care Facilities,Healthcare,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.6602612518194544,0.019960101221685806,0.011025958235909673
LTTS,540115,Information Technology Services,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.159475163288961,0.01901469095634388,0.010033676119079016
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.8542212882013607,0.02033681111809631,0.009863508183197459
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.3567154198085625,0.0248949346418532,0.018462069161424875
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.8962659957587196,0.020345352209408103,0.010742283041304639
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-08,2024-10-09,2025-10-15,252,1.448539786766438,0.02330421964605416,0.014064339018360954
DMART,540376,Discount Stores,Consumer Defensive,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.6624047638842582,0.017792989524143082,0.010933710434155627
HUDCO,540530,Credit Services,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.908321041782926,0.025031516340285796,0.010651999279983167
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.73084838035734,0.021286307280739634,0.012087227006217421
AUBANK,540611,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.8358064272300745,0.020647050587063308,0.011051307540610294
COCHINSHIP,540678,Aerospace & Defense,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.6178460855464611,0.029373404505963756,0.012588951300316106
DIXON,540699,Consumer Electronics,Technology,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.5902682944074655,0.025505431734248234,0.01764031981217647
GICRE,540755,Insurance - Reinsurance,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.4138868916346472,0.024016653837181143,0.01118539608257327
NIACL,540769,Insurance - Diversified,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.7465615538741712,0.026555003750088818,0.009953827264913543
AMBER,540902,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.5291850974242007,0.03222234581816751,0.0177063455275964
ASTERDM,540975,Medical Care Facilities,Healthcare,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.6097190467293152,0.02047779441516456,0.01047433752147679
BDL,541143,Aerospace & Defense,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.5710937915038654,0.028911304855691593,0.014046181204430899
HAL,541154,Aerospace & Defense,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.4302738215304986,0.020763246901575935,0.010544335709262598
ADANIGREEN,541450,Utilities - Renewable,Utilities,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.7043023043889851,0.03368307049305936,0.022227854202756345
FINEORG,541557,Specialty Chemicals,Basic Materials,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.9309976780902302,0.019731521851793853,0.009434125327263464
HDFCAMC,541729,Asset Management,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.46536315147477,0.018529126779367605,0.00616736303986422
CREDITACC,541770,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.3438290008361844,0.031073401512298447,0.017608575698115178
IRCON,541956,Engineering & Construction,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,2.1203804104098687,0.030031138460199426,0.010755140387568866
GRSE,542011,Aerospace & Defense,Industrials,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.9173290974231287,0.037564723118440425,0.017084348397766565
ATGL,542066,Utilities - Regulated Gas,Utilities,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.3951693697166627,0.03069662078960844,0.014466121338187126
TECHNOE,542141,Engineering & Construction,Industrials,FY25,2024-10-07,2024-10-08,2025-10-14,252,1.744248674945574,0.030970167283027934,0.013659403921524696
DALBHARAT,542216,Building Materials,Basic Materials,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.8478988801284226,0.01548638694543401,0.007881534025354651
CHALET,542399,Lodging,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.1017302799337387,0.02092045032773752,0.008339024882100934
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.295282123968755,0.0233197352303902,0.020251328502514435
AFFLE,542752,Advertising Agencies,Communication Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.2975038321886154,0.022103770059953967,0.008600907276093537
360ONE,542772,Asset Management,Financial Services,FY25,2024-10-19,2024-10-21,2025-10-28,252,1.2009177322700062,0.02538087235934715,0.014594412104757726
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.7669484421147668,0.019415858750937265,0.012956695305025339
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY25,2024-10-04,2024-10-07,2025-10-13,252,1.0575963551172487,0.02261363380453224,0.011098518896486963
SBICARD,543066,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.8665733500151168,0.01618251784828151,0.009392757479307816
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY25,2024-10-11,2024-10-14,2025-10-20,252,1.3349171602314671,0.032151387822300204,0.019713020544297487
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.9757887369758115,0.02184884581927485,0.0122455818793737
ANGELONE,543235,Capital Markets,Financial Services,FY25,2024-10-13,2024-10-14,2025-10-20,252,1.9082750665004184,0.03029776336412535,0.015463337015452657
MAZDOCK,543237,Aerospace & Defense,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.643909947244308,0.030044154857386658,0.015444528454384706
UTIAMC,543238,Asset Management,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.4025008999436537,0.024348038416368456,0.011872261526860552
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.8581804530935985,0.019189220395859248,0.010346775445473369
IRFC,543257,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,1.5980875590037829,0.021743439460802195,0.007985484031018597
CRAFTSMAN,543276,Auto Parts,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.8218728476969397,0.024542300910928433,0.01302758467793735
SHYAMMETL,543299,Steel,Basic Materials,FY25,2024-10-21,2024-10-22,2025-10-29,252,1.0067787292423689,0.020405001246032565,0.01101486610451602
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.191337954432008,0.022705041053261987,0.011132437903082696
KIMS,543308,Medical Care Facilities,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.7700447442177609,0.019183358825951492,0.010028296087698648
DEVYANI,543330,Restaurants,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.9938797885527224,0.0214798370298372,0.009890911041896745
NUVOCO,543334,Building Materials,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.8341183117456761,0.017880396575429256,0.010589786978984309
ABSLAMC,543374,Asset Management,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.3162949126490318,0.022559258818610893,0.011153503234514507
NYKAA,543384,Internet Retail,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.7694923504460061,0.01768419102603829,0.009385447302348596
POLICYBZR,543390,Insurance Brokers,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.6568526591902644,0.026455149898593232,0.012611890220684142
ANANDRATHI,543415,Asset Management,Financial Services,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.5735632159977,0.02137527778191314,0.011401470647892131
MANYAVAR,543463,Apparel Manufacturing,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.7569125163493647,0.02116433544600384,0.01402150271261462
RAINBOW,543524,Medical Care Facilities,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.4773465443353305,0.019897532031463,0.010675950763886524
DELHIVERY,543529,Integrated Freight & Logistics,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.9438872846311748,0.02215870456260803,0.012085183022903371
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.0375449098540837,0.03352578027914998,0.018348031762600612
SYRMA,543573,Electronic Components,Technology,FY25,2024-10-18,2024-10-21,2025-10-28,252,1.7686344766200577,0.03382968258793994,0.015398847727605785
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,1.302870653870479,0.02806443780524939,0.01384336193396403
BIKAJI,543653,Packaged Foods,Consumer Defensive,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.819341108894727,0.022606568785545792,0.013115302393815764
MEDANTA,543654,Medical Care Facilities,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.6258624450581465,0.019915634328178868,0.008990975509857224
FIVESTAR,543663,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.9019942547992654,0.02639469266388273,0.017910533231537226
KAYNES,543664,Electronic Components,Technology,FY25,2024-10-14,2024-10-15,2025-10-21,252,1.6754886504880575,0.030083354230447674,0.018211664130241337
KFINTECH,543720,Software - Application,Technology,FY25,2024-10-09,2024-10-10,2025-10-16,252,1.527680794114393,0.03169354971291089,0.019330672262115673
