sample,Index,measure,beta,t,p_raw,beta_lag,t_lag,p_lag,N
FY25,TRINDEX,total_vol,-0.000892592616038732,-2.3533961449507057,0.019583094252571036,-0.0005415627810197846,-1.4972610661979568,0.13591775924815694,199
FY25,TRINDEX,idio_vol,-0.0007360050721782221,-1.8940972298110308,0.05966990852740007,-0.0004806336737164018,-1.3553257306040172,0.17685787715828932,199
FY25,TRINDEX,downside_vol,-0.0003219267940087949,-1.393819821619043,0.16493437598157135,-0.0001413960996178265,-0.6943150223047493,0.4882985247050281,199
FY25,TRINDEX,max_drawdown,-0.0172642415283806,-3.0483133586939894,0.0026155553508067637,-0.012832542257036568,-2.1909010316838886,0.02962623606500404,199
FY25,OINDEX,total_vol,-0.0009195132488035215,-2.2373867620315004,0.0263756341139817,-0.0007392194244839208,-2.0786822203023756,0.03893534295577908,199
FY25,OINDEX,idio_vol,-0.0008543838118119079,-2.0545603640316465,0.04123489612789398,-0.0007111418801341888,-1.9582375080489878,0.051606810981728334,199
FY25,OINDEX,downside_vol,-0.00048167890543858964,-1.5024964330115897,0.13456213865613892,-0.0003818694618031592,-1.3383811375647856,0.182307068509747,199
FY25,OINDEX,max_drawdown,-0.007171693990658446,-1.050381044800685,0.29482327675353265,-0.004743087979199891,-0.6557843320462553,0.512724180334664,199
