BSE Code,Q_FY,Category,Avg_Score
500408.0,Q4FY25,AINDEX,0.4881125
500408.0,Q4FY25,BINDEX,0.5621170731707318
500408.0,Q4FY25,DINDEX,0.42058823529411765
500408.0,Q4FY25,OINDEX,0.7792166666666667
500408.0,Q4FY25,TRINDEX,0.40038
500410.0,Q1FY23,AINDEX,0.5780125
500410.0,Q1FY23,BINDEX,0.5536292682926829
500410.0,Q1FY23,DINDEX,0.5794117647058823
500410.0,Q1FY23,OINDEX,0.6347166666666667
500410.0,Q1FY23,TRINDEX,0.43601999999999996
500410.0,Q1FY24,AINDEX,0.6567125
500410.0,Q1FY24,BINDEX,0.7357365853658536
500410.0,Q1FY24,DINDEX,0.5794117647058823
500410.0,Q1FY24,OINDEX,0.6347166666666667
500410.0,Q1FY24,TRINDEX,0.43601999999999996
500410.0,Q1FY25,AINDEX,0.610425
500410.0,Q1FY25,BINDEX,0.5957463414634147
500410.0,Q1FY25,DINDEX,0.5794117647058823
500410.0,Q1FY25,OINDEX,0.6347166666666667
500410.0,Q1FY25,TRINDEX,0.43601999999999996
500410.0,Q1FY26,AINDEX,0.59375
500410.0,Q1FY26,BINDEX,0.3647707317073171
500410.0,Q1FY26,DINDEX,0.5794117647058823
500410.0,Q1FY26,OINDEX,0.6347166666666667
500410.0,Q1FY26,TRINDEX,0.43601999999999996
500410.0,Q2FY23,AINDEX,0.7078249999999999
500410.0,Q2FY23,BINDEX,0.5186926829268292
500410.0,Q2FY23,DINDEX,0.5794117647058823
500410.0,Q2FY23,OINDEX,0.6347166666666667
500410.0,Q2FY23,TRINDEX,0.43601999999999996
500410.0,Q2FY24,AINDEX,0.59375
500410.0,Q2FY24,BINDEX,0.6654829268292684
500410.0,Q2FY24,DINDEX,0.5794117647058823
500410.0,Q2FY24,OINDEX,0.6347166666666667
500410.0,Q2FY24,TRINDEX,0.43601999999999996
500410.0,Q2FY25,AINDEX,0.7288749999999999
500410.0,Q2FY25,BINDEX,0.5176195121951219
500410.0,Q2FY25,DINDEX,0.5794117647058823
500410.0,Q2FY25,OINDEX,0.6347166666666667
500410.0,Q2FY25,TRINDEX,0.43601999999999996
500410.0,Q2FY26,AINDEX,0.59375
500410.0,Q2FY26,BINDEX,0.36070243902439025
500410.0,Q2FY26,DINDEX,0.5794117647058823
500410.0,Q2FY26,OINDEX,0.6347166666666667
500410.0,Q2FY26,TRINDEX,0.43601999999999996
500410.0,Q3FY22,AINDEX,0.591125
500410.0,Q3FY22,BINDEX,0.6078829268292684
500410.0,Q3FY22,DINDEX,0.5794117647058823
500410.0,Q3FY22,OINDEX,0.6347166666666667
500410.0,Q3FY22,TRINDEX,0.43601999999999996
500410.0,Q3FY23,AINDEX,0.621125
500410.0,Q3FY23,BINDEX,0.697229268292683
500410.0,Q3FY23,DINDEX,0.5794117647058823
500410.0,Q3FY23,OINDEX,0.6347166666666667
500410.0,Q3FY23,TRINDEX,0.43601999999999996
500410.0,Q3FY24,AINDEX,0.7283875
500410.0,Q3FY24,BINDEX,0.545970731707317
500410.0,Q3FY24,DINDEX,0.5794117647058823
500410.0,Q3FY24,OINDEX,0.6347166666666667
500410.0,Q3FY24,TRINDEX,0.43601999999999996
500410.0,Q3FY26,AINDEX,0.59375
500410.0,Q3FY26,BINDEX,0.36424390243902444
500410.0,Q3FY26,DINDEX,0.5794117647058823
500410.0,Q3FY26,OINDEX,0.6347166666666667
500410.0,Q3FY26,TRINDEX,0.43601999999999996
500410.0,Q4FY22,AINDEX,0.6262624999999999
500410.0,Q4FY22,BINDEX,0.5999219512195122
500410.0,Q4FY22,DINDEX,0.5794117647058823
500410.0,Q4FY22,OINDEX,0.6347166666666667
500410.0,Q4FY22,TRINDEX,0.43601999999999996
500410.0,Q4FY23,AINDEX,0.621575
500410.0,Q4FY23,BINDEX,0.7036292682926829
500410.0,Q4FY23,DINDEX,0.5794117647058823
500410.0,Q4FY23,OINDEX,0.6347166666666667
500410.0,Q4FY23,TRINDEX,0.43601999999999996
500410.0,Q4FY24,AINDEX,0.77025
500410.0,Q4FY24,BINDEX,0.5394731707317073
500410.0,Q4FY24,DINDEX,0.5794117647058823
500410.0,Q4FY24,OINDEX,0.6347166666666667
500410.0,Q4FY24,TRINDEX,0.43601999999999996
500410.0,Q4FY25,AINDEX,0.59375
500410.0,Q4FY25,BINDEX,0.36314146341463416
500410.0,Q4FY25,DINDEX,0.5794117647058823
500410.0,Q4FY25,OINDEX,0.6347166666666667
500410.0,Q4FY25,TRINDEX,0.43601999999999996
500411.0,Q1FY23,AINDEX,0.6401625
500411.0,Q1FY23,BINDEX,0.6923609756097561
500411.0,Q1FY23,DINDEX,0.5
500411.0,Q1FY23,OINDEX,0.739
500411.0,Q1FY23,TRINDEX,0.58956
500411.0,Q1FY24,AINDEX,0.7655625
500411.0,Q1FY24,BINDEX,0.7261463414634146
500411.0,Q1FY24,DINDEX,0.5
500411.0,Q1FY24,OINDEX,0.739
500411.0,Q1FY24,TRINDEX,0.58956
500411.0,Q1FY25,AINDEX,0.6671
500411.0,Q1FY25,BINDEX,0.6354243902439024
500411.0,Q1FY25,DINDEX,0.5
500411.0,Q1FY25,OINDEX,0.739
500411.0,Q1FY25,TRINDEX,0.58956
500411.0,Q1FY26,AINDEX,0.6516500000000001
500411.0,Q1FY26,BINDEX,0.625980487804878
500411.0,Q1FY26,DINDEX,0.5
500411.0,Q1FY26,OINDEX,0.739
500411.0,Q1FY26,TRINDEX,0.58956
500411.0,Q2FY21,AINDEX,0.618425
500411.0,Q2FY21,BINDEX,0.6324975609756098
500411.0,Q2FY21,DINDEX,0.5
500411.0,Q2FY21,OINDEX,0.739
500411.0,Q2FY21,TRINDEX,0.38956
500411.0,Q2FY22,AINDEX,0.6454125
500411.0,Q2FY22,BINDEX,0.7297951219512194
500411.0,Q2FY22,DINDEX,0.5
500411.0,Q2FY22,OINDEX,0.739
500411.0,Q2FY22,TRINDEX,0.38956
500411.0,Q2FY23,AINDEX,0.7237750000000001
500411.0,Q2FY23,BINDEX,0.7191609756097561
500411.0,Q2FY23,DINDEX,0.5
500411.0,Q2FY23,OINDEX,0.739
500411.0,Q2FY23,TRINDEX,0.38956
500411.0,Q2FY24,AINDEX,0.8662375
500411.0,Q2FY24,BINDEX,0.7172000000000001
500411.0,Q2FY24,DINDEX,0.5
500411.0,Q2FY24,OINDEX,0.739
500411.0,Q2FY24,TRINDEX,0.38956
500411.0,Q2FY25,AINDEX,0.8096125
500411.0,Q2FY25,BINDEX,0.643219512195122
500411.0,Q2FY25,DINDEX,0.5
500411.0,Q2FY25,OINDEX,0.739
500411.0,Q2FY25,TRINDEX,0.58956
500411.0,Q2FY26,AINDEX,0.6896875
500411.0,Q2FY26,BINDEX,0.6353365853658537
500411.0,Q2FY26,DINDEX,0.5
500411.0,Q2FY26,OINDEX,0.739
500411.0,Q2FY26,TRINDEX,0.58956
500411.0,Q3FY22,AINDEX,0.586425
500411.0,Q3FY22,BINDEX,0.7500878048780487
500411.0,Q3FY22,DINDEX,0.5
500411.0,Q3FY22,OINDEX,0.739
500411.0,Q3FY22,TRINDEX,0.48956
500411.0,Q3FY23,AINDEX,0.679025
500411.0,Q3FY23,BINDEX,0.7264780487804878
500411.0,Q3FY23,DINDEX,0.5
500411.0,Q3FY23,OINDEX,0.739
500411.0,Q3FY23,TRINDEX,0.48956
500411.0,Q3FY24,AINDEX,0.8025125
500411.0,Q3FY24,BINDEX,0.692760975609756
500411.0,Q3FY24,DINDEX,0.5
500411.0,Q3FY24,OINDEX,0.739
500411.0,Q3FY24,TRINDEX,0.48956
500411.0,Q3FY25,AINDEX,0.687925
500411.0,Q3FY25,BINDEX,0.6399414634146342
500411.0,Q3FY25,DINDEX,0.5
500411.0,Q3FY25,OINDEX,0.739
500411.0,Q3FY25,TRINDEX,0.58956
500411.0,Q3FY26,AINDEX,0.67515
500411.0,Q3FY26,BINDEX,0.651590243902439
500411.0,Q3FY26,DINDEX,0.5
500411.0,Q3FY26,OINDEX,0.739
500411.0,Q3FY26,TRINDEX,0.38956
500411.0,Q4FY21,AINDEX,0.5326875
500411.0,Q4FY21,BINDEX,0.7159024390243902
500411.0,Q4FY21,DINDEX,0.5
500411.0,Q4FY21,OINDEX,0.739
500411.0,Q4FY21,TRINDEX,0.58956
500411.0,Q4FY22,AINDEX,0.5432
500411.0,Q4FY22,BINDEX,0.7378926829268292
500411.0,Q4FY22,DINDEX,0.5
500411.0,Q4FY22,OINDEX,0.739
500411.0,Q4FY22,TRINDEX,0.58956
500411.0,Q4FY23,AINDEX,0.6245875
500411.0,Q4FY23,BINDEX,0.7134048780487805
500411.0,Q4FY23,DINDEX,0.5
500411.0,Q4FY23,OINDEX,0.739
500411.0,Q4FY23,TRINDEX,0.58956
500411.0,Q4FY24,AINDEX,0.693375
500411.0,Q4FY24,BINDEX,0.6310829268292684
500411.0,Q4FY24,DINDEX,0.5
500411.0,Q4FY24,OINDEX,0.739
500411.0,Q4FY24,TRINDEX,0.58956
500411.0,Q4FY25,AINDEX,0.6269
500411.0,Q4FY25,BINDEX,0.6272
500411.0,Q4FY25,DINDEX,0.5
500411.0,Q4FY25,OINDEX,0.739
500411.0,Q4FY25,TRINDEX,0.58956
500420.0,Q1FY24,AINDEX,0.6004125
500420.0,Q1FY24,BINDEX,0.4766634146341463
500420.0,Q1FY24,DINDEX,0.029411764705882353
500420.0,Q1FY24,OINDEX,0.7038333333333333
500420.0,Q1FY24,TRINDEX,0.40716
500420.0,Q1FY25,AINDEX,0.47855
500420.0,Q1FY25,BINDEX,0.5848585365853658
500420.0,Q1FY25,DINDEX,0.029411764705882353
500420.0,Q1FY25,OINDEX,0.7038333333333333
500420.0,Q1FY25,TRINDEX,0.30716
500420.0,Q1FY26,AINDEX,0.52955
500420.0,Q1FY26,BINDEX,0.6463317073170732
500420.0,Q1FY26,DINDEX,0.029411764705882353
500420.0,Q1FY26,OINDEX,0.7038333333333333
500420.0,Q1FY26,TRINDEX,0.30716
500420.0,Q2FY23,AINDEX,0.66845
500420.0,Q2FY23,BINDEX,0.4582341463414634
500420.0,Q2FY23,DINDEX,0.029411764705882353
500420.0,Q2FY23,OINDEX,0.7038333333333333
500420.0,Q2FY23,TRINDEX,0.40716
500420.0,Q2FY24,AINDEX,0.6004125
500420.0,Q2FY24,BINDEX,0.4620292682926829
500420.0,Q2FY24,DINDEX,0.029411764705882353
500420.0,Q2FY24,OINDEX,0.7038333333333333
500420.0,Q2FY24,TRINDEX,0.40716
500420.0,Q2FY25,AINDEX,0.51095
500420.0,Q2FY25,BINDEX,0.5642634146341463
500420.0,Q2FY25,DINDEX,0.029411764705882353
500420.0,Q2FY25,OINDEX,0.7038333333333333
500420.0,Q2FY25,TRINDEX,0.40716
500420.0,Q2FY26,AINDEX,0.45225
500420.0,Q2FY26,BINDEX,0.721980487804878
500420.0,Q2FY26,DINDEX,0.029411764705882353
500420.0,Q2FY26,OINDEX,0.7038333333333333
500420.0,Q2FY26,TRINDEX,0.40716
500420.0,Q3FY23,AINDEX,0.6112875
500420.0,Q3FY23,BINDEX,0.4617658536585366
500420.0,Q3FY23,DINDEX,0.029411764705882353
500420.0,Q3FY23,OINDEX,0.7038333333333333
500420.0,Q3FY23,TRINDEX,0.30716
500420.0,Q3FY24,AINDEX,0.6254
500420.0,Q3FY24,BINDEX,0.434809756097561
500420.0,Q3FY24,DINDEX,0.029411764705882353
500420.0,Q3FY24,OINDEX,0.7038333333333333
500420.0,Q3FY24,TRINDEX,0.30716
500420.0,Q3FY25,AINDEX,0.5646875
500420.0,Q3FY25,BINDEX,0.5567707317073171
500420.0,Q3FY25,DINDEX,0.029411764705882353
500420.0,Q3FY25,OINDEX,0.7038333333333333
500420.0,Q3FY25,TRINDEX,0.30716
500420.0,Q3FY26,AINDEX,0.4753875
500420.0,Q3FY26,BINDEX,0.6157463414634147
500420.0,Q3FY26,DINDEX,0.029411764705882353
500420.0,Q3FY26,OINDEX,0.7038333333333333
500420.0,Q3FY26,TRINDEX,0.30716
500420.0,Q4FY23,AINDEX,0.537025
500420.0,Q4FY23,BINDEX,0.4352
500420.0,Q4FY23,DINDEX,0.029411764705882353
500420.0,Q4FY23,OINDEX,0.7038333333333333
500420.0,Q4FY23,TRINDEX,0.30716
500420.0,Q4FY24,AINDEX,0.593
500420.0,Q4FY24,BINDEX,0.3941560975609756
500420.0,Q4FY24,DINDEX,0.029411764705882353
500420.0,Q4FY24,OINDEX,0.7038333333333333
500420.0,Q4FY24,TRINDEX,0.20716
500420.0,Q4FY25,AINDEX,0.5646875
500420.0,Q4FY25,BINDEX,0.5616487804878049
500420.0,Q4FY25,DINDEX,0.029411764705882353
500420.0,Q4FY25,OINDEX,0.7038333333333333
500420.0,Q4FY25,TRINDEX,0.20716
500425.0,Q1FY24,AINDEX,0.683325
500425.0,Q1FY24,BINDEX,0.7339024390243902
500425.0,Q1FY24,DINDEX,0.5941176470588235
500425.0,Q1FY24,OINDEX,0.40066666666666667
500425.0,Q1FY24,TRINDEX,0.41495999999999994
500425.0,Q1FY25,AINDEX,0.564475
500425.0,Q1FY25,BINDEX,0.37284878048780484
500425.0,Q1FY25,DINDEX,0.5941176470588235
500425.0,Q1FY25,OINDEX,0.40066666666666667
500425.0,Q1FY25,TRINDEX,0.41495999999999994
500425.0,Q1FY26,AINDEX,0.59415
500425.0,Q1FY26,BINDEX,0.37036097560975606
500425.0,Q1FY26,DINDEX,0.5941176470588235
500425.0,Q1FY26,OINDEX,0.40066666666666667
500425.0,Q1FY26,TRINDEX,0.41495999999999994
500425.0,Q2FY23,AINDEX,0.718575
500425.0,Q2FY23,BINDEX,0.6070146341463415
500425.0,Q2FY23,DINDEX,0.5941176470588235
500425.0,Q2FY23,OINDEX,0.40066666666666667
500425.0,Q2FY23,TRINDEX,0.41495999999999994
500425.0,Q2FY24,AINDEX,0.6327125
500425.0,Q2FY24,BINDEX,0.6974634146341463
500425.0,Q2FY24,DINDEX,0.5941176470588235
500425.0,Q2FY24,OINDEX,0.40066666666666667
500425.0,Q2FY24,TRINDEX,0.41495999999999994
500425.0,Q2FY25,AINDEX,0.6448375
500425.0,Q2FY25,BINDEX,0.42078048780487803
500425.0,Q2FY25,DINDEX,0.5941176470588235
500425.0,Q2FY25,OINDEX,0.40066666666666667
500425.0,Q2FY25,TRINDEX,0.41495999999999994
500425.0,Q2FY26,AINDEX,0.59415
500425.0,Q2FY26,BINDEX,0.3389463414634146
500425.0,Q2FY26,DINDEX,0.5941176470588235
500425.0,Q2FY26,OINDEX,0.40066666666666667
500425.0,Q2FY26,TRINDEX,0.41495999999999994
500425.0,Q3FY23,AINDEX,0.683325
500425.0,Q3FY23,BINDEX,0.7173463414634147
500425.0,Q3FY23,DINDEX,0.5941176470588235
500425.0,Q3FY23,OINDEX,0.40066666666666667
500425.0,Q3FY23,TRINDEX,0.21495999999999998
500425.0,Q3FY24,AINDEX,0.7189125000000001
500425.0,Q3FY24,BINDEX,0.37497560975609756
500425.0,Q3FY24,DINDEX,0.5941176470588235
500425.0,Q3FY24,OINDEX,0.40066666666666667
500425.0,Q3FY24,TRINDEX,0.41495999999999994
500425.0,Q3FY25,AINDEX,0.6698
500425.0,Q3FY25,BINDEX,0.38122926829268294
500425.0,Q3FY25,DINDEX,0.5941176470588235
500425.0,Q3FY25,OINDEX,0.40066666666666667
500425.0,Q3FY25,TRINDEX,0.41495999999999994
500425.0,Q3FY26,AINDEX,0.59375
500425.0,Q3FY26,BINDEX,0.4044780487804878
500425.0,Q3FY26,DINDEX,0.5941176470588235
500425.0,Q3FY26,OINDEX,0.40066666666666667
500425.0,Q3FY26,TRINDEX,0.41495999999999994
500425.0,Q4FY23,AINDEX,0.683325
500425.0,Q4FY23,BINDEX,0.7363414634146341
500425.0,Q4FY23,DINDEX,0.5941176470588235
500425.0,Q4FY23,OINDEX,0.40066666666666667
500425.0,Q4FY23,TRINDEX,0.31496
500425.0,Q4FY24,AINDEX,0.7145125
500425.0,Q4FY24,BINDEX,0.40044878048780486
500425.0,Q4FY24,DINDEX,0.5941176470588235
500425.0,Q4FY24,OINDEX,0.40066666666666667
500425.0,Q4FY24,TRINDEX,0.41495999999999994
500425.0,Q4FY25,AINDEX,0.6298
500425.0,Q4FY25,BINDEX,0.45410731707317076
500425.0,Q4FY25,DINDEX,0.5941176470588235
500425.0,Q4FY25,OINDEX,0.40066666666666667
500425.0,Q4FY25,TRINDEX,0.41495999999999994
500459.0,Q1FY23,AINDEX,0.2714625
500459.0,Q1FY23,BINDEX,0.7391121951219513
500459.0,Q1FY23,DINDEX,0.5
500459.0,Q1FY23,OINDEX,0.5242166666666667
500459.0,Q1FY23,TRINDEX,0.73568
500459.0,Q1FY24,AINDEX,0.4376625
500459.0,Q1FY24,BINDEX,0.7024780487804878
500459.0,Q1FY24,DINDEX,0.5
500459.0,Q1FY24,OINDEX,0.5242166666666667
500459.0,Q1FY24,TRINDEX,0.5356799999999999
500459.0,Q1FY25,AINDEX,0.4529375
500459.0,Q1FY25,BINDEX,0.7642146341463414
500459.0,Q1FY25,DINDEX,0.5
500459.0,Q1FY25,OINDEX,0.5242166666666667
500459.0,Q1FY25,TRINDEX,0.73568
500459.0,Q1FY26,AINDEX,0.4173875
500459.0,Q1FY26,BINDEX,0.7863121951219512
500459.0,Q1FY26,DINDEX,0.5
500459.0,Q1FY26,OINDEX,0.5242166666666667
500459.0,Q1FY26,TRINDEX,0.73568
500459.0,Q2FY23,AINDEX,0.3964625
500459.0,Q2FY23,BINDEX,0.8395024390243903
500459.0,Q2FY23,DINDEX,0.5
500459.0,Q2FY23,OINDEX,0.5242166666666667
500459.0,Q2FY23,TRINDEX,0.73568
500459.0,Q2FY24,AINDEX,0.4376625
500459.0,Q2FY24,BINDEX,0.7630829268292683
500459.0,Q2FY24,DINDEX,0.5
500459.0,Q2FY24,OINDEX,0.5242166666666667
500459.0,Q2FY24,TRINDEX,0.63568
500459.0,Q2FY25,AINDEX,0.429025
500459.0,Q2FY25,BINDEX,0.8035219512195122
500459.0,Q2FY25,DINDEX,0.5
500459.0,Q2FY25,OINDEX,0.5242166666666667
500459.0,Q2FY25,TRINDEX,0.73568
500459.0,Q2FY26,AINDEX,0.429025
500459.0,Q2FY26,BINDEX,0.6840585365853659
500459.0,Q2FY26,DINDEX,0.5
500459.0,Q2FY26,OINDEX,0.5242166666666667
500459.0,Q2FY26,TRINDEX,0.73568
500459.0,Q3FY23,AINDEX,0.4396875
500459.0,Q3FY23,BINDEX,0.8264975609756098
500459.0,Q3FY23,DINDEX,0.5
500459.0,Q3FY23,OINDEX,0.5242166666666667
500459.0,Q3FY23,TRINDEX,0.5356799999999999
500459.0,Q3FY24,AINDEX,0.4376625
500459.0,Q3FY24,BINDEX,0.8395024390243903
500459.0,Q3FY24,DINDEX,0.5
500459.0,Q3FY24,OINDEX,0.5242166666666667
500459.0,Q3FY24,TRINDEX,0.63568
500459.0,Q3FY25,AINDEX,0.4173875
500459.0,Q3FY25,BINDEX,0.8011414634146342
500459.0,Q3FY25,DINDEX,0.5
500459.0,Q3FY25,OINDEX,0.5242166666666667
500459.0,Q3FY25,TRINDEX,0.63568
500459.0,Q3FY26,AINDEX,0.4930625
500459.0,Q3FY26,BINDEX,0.7326536585365854
500459.0,Q3FY26,DINDEX,0.5
500459.0,Q3FY26,OINDEX,0.5242166666666667
500459.0,Q3FY26,TRINDEX,0.73568
500459.0,Q4FY22,AINDEX,0.3146875
500459.0,Q4FY22,BINDEX,0.7853268292682927
500459.0,Q4FY22,DINDEX,0.5
500459.0,Q4FY22,OINDEX,0.5242166666666667
500459.0,Q4FY22,TRINDEX,0.5356799999999999
500459.0,Q4FY23,AINDEX,0.4396875
500459.0,Q4FY23,BINDEX,0.7171121951219512
500459.0,Q4FY23,DINDEX,0.5
500459.0,Q4FY23,OINDEX,0.5242166666666667
500459.0,Q4FY23,TRINDEX,0.63568
500459.0,Q4FY24,AINDEX,0.402525
500459.0,Q4FY24,BINDEX,0.8446536585365854
500459.0,Q4FY24,DINDEX,0.5
500459.0,Q4FY24,OINDEX,0.5242166666666667
500459.0,Q4FY24,TRINDEX,0.73568
500459.0,Q4FY25,AINDEX,0.4173875
500459.0,Q4FY25,BINDEX,0.7344780487804877
500459.0,Q4FY25,DINDEX,0.5
500459.0,Q4FY25,OINDEX,0.5242166666666667
500459.0,Q4FY25,TRINDEX,0.63568
500469.0,Q1FY23,AINDEX,0.55745
500469.0,Q1FY23,BINDEX,0.7012
500469.0,Q1FY23,DINDEX,0.04411764705882353
500469.0,Q1FY23,OINDEX,0.5
500469.0,Q1FY23,TRINDEX,0.68466
500469.0,Q1FY24,AINDEX,0.7564
500469.0,Q1FY24,BINDEX,0.6986439024390243
500469.0,Q1FY24,DINDEX,0.04411764705882353
500469.0,Q1FY24,OINDEX,0.5
500469.0,Q1FY24,TRINDEX,0.78466
500469.0,Q1FY25,AINDEX,0.7759125
500469.0,Q1FY25,BINDEX,0.7630439024390244
500469.0,Q1FY25,DINDEX,0.04411764705882353
500469.0,Q1FY25,OINDEX,0.5
500469.0,Q1FY25,TRINDEX,0.78466
500469.0,Q1FY26,AINDEX,0.71675
500469.0,Q1FY26,BINDEX,0.8247219512195122
500469.0,Q1FY26,DINDEX,0.04411764705882353
500469.0,Q1FY26,OINDEX,0.5
500469.0,Q1FY26,TRINDEX,0.78466
500469.0,Q2FY23,AINDEX,0.6917125
500469.0,Q2FY23,BINDEX,0.6814829268292683
500469.0,Q2FY23,DINDEX,0.04411764705882353
500469.0,Q2FY23,OINDEX,0.5
500469.0,Q2FY23,TRINDEX,0.78466
500469.0,Q2FY24,AINDEX,0.7216
500469.0,Q2FY24,BINDEX,0.681980487804878
500469.0,Q2FY24,DINDEX,0.04411764705882353
500469.0,Q2FY24,OINDEX,0.5
500469.0,Q2FY24,TRINDEX,0.78466
500469.0,Q2FY25,AINDEX,0.7661875
500469.0,Q2FY25,BINDEX,0.7618243902439025
500469.0,Q2FY25,DINDEX,0.04411764705882353
500469.0,Q2FY25,OINDEX,0.5
500469.0,Q2FY25,TRINDEX,0.78466
500469.0,Q2FY26,AINDEX,0.6803125
500469.0,Q2FY26,BINDEX,0.7706048780487804
500469.0,Q2FY26,DINDEX,0.04411764705882353
500469.0,Q2FY26,OINDEX,0.5
500469.0,Q2FY26,TRINDEX,0.78466
500469.0,Q3FY23,AINDEX,0.6746624999999999
500469.0,Q3FY23,BINDEX,0.6775024390243902
500469.0,Q3FY23,DINDEX,0.04411764705882353
500469.0,Q3FY23,OINDEX,0.5
500469.0,Q3FY23,TRINDEX,0.68466
500469.0,Q3FY24,AINDEX,0.6852875
500469.0,Q3FY24,BINDEX,0.6789170731707317
500469.0,Q3FY24,DINDEX,0.04411764705882353
500469.0,Q3FY24,OINDEX,0.5
500469.0,Q3FY24,TRINDEX,0.78466
500469.0,Q4FY22,AINDEX,0.563675
500469.0,Q4FY22,BINDEX,0.6990634146341463
500469.0,Q4FY22,DINDEX,0.04411764705882353
500469.0,Q4FY22,OINDEX,0.5
500469.0,Q4FY22,TRINDEX,0.5846600000000001
500469.0,Q4FY23,AINDEX,0.72415
500469.0,Q4FY23,BINDEX,0.6570829268292683
500469.0,Q4FY23,DINDEX,0.04411764705882353
500469.0,Q4FY23,OINDEX,0.5
500469.0,Q4FY23,TRINDEX,0.68466
500469.0,Q4FY24,AINDEX,0.69325
500469.0,Q4FY24,BINDEX,0.677619512195122
500469.0,Q4FY24,DINDEX,0.04411764705882353
500469.0,Q4FY24,OINDEX,0.5
500469.0,Q4FY24,TRINDEX,0.78466
500469.0,Q4FY25,AINDEX,0.866675
500469.0,Q4FY25,BINDEX,0.7938146341463415
500469.0,Q4FY25,DINDEX,0.04411764705882353
500469.0,Q4FY25,OINDEX,0.5
500469.0,Q4FY25,TRINDEX,0.78466
500470.0,Q1FY22,AINDEX,0.635925
500470.0,Q1FY22,BINDEX,0.3998341463414634
500470.0,Q1FY22,DINDEX,0.04411764705882353
500470.0,Q1FY22,OINDEX,0.7677166666666667
500470.0,Q1FY22,TRINDEX,0.6413800000000001
500470.0,Q1FY23,AINDEX,0.5494749999999999
500470.0,Q1FY23,BINDEX,0.34175609756097564
500470.0,Q1FY23,DINDEX,0.04411764705882353
500470.0,Q1FY23,OINDEX,0.7677166666666667
500470.0,Q1FY23,TRINDEX,0.6413800000000001
500470.0,Q1FY24,AINDEX,0.7795375
500470.0,Q1FY24,BINDEX,0.4562731707317073
500470.0,Q1FY24,DINDEX,0.04411764705882353
500470.0,Q1FY24,OINDEX,0.7677166666666667
500470.0,Q1FY24,TRINDEX,0.6413800000000001
500470.0,Q1FY25,AINDEX,0.709375
500470.0,Q1FY25,BINDEX,0.7709170731707317
500470.0,Q1FY25,DINDEX,0.04411764705882353
500470.0,Q1FY25,OINDEX,0.7677166666666667
500470.0,Q1FY25,TRINDEX,0.6413800000000001
500470.0,Q1FY26,AINDEX,0.6977875
500470.0,Q1FY26,BINDEX,0.7015414634146342
500470.0,Q1FY26,DINDEX,0.04411764705882353
500470.0,Q1FY26,OINDEX,0.7677166666666667
500470.0,Q1FY26,TRINDEX,0.6413800000000001
500470.0,Q2FY22,AINDEX,0.6565875
500470.0,Q2FY22,BINDEX,0.3877658536585366
500470.0,Q2FY22,DINDEX,0.04411764705882353
500470.0,Q2FY22,OINDEX,0.7677166666666667
500470.0,Q2FY22,TRINDEX,0.6413800000000001
500470.0,Q2FY23,AINDEX,0.5704125
500470.0,Q2FY23,BINDEX,0.40825365853658535
500470.0,Q2FY23,DINDEX,0.04411764705882353
500470.0,Q2FY23,OINDEX,0.7677166666666667
500470.0,Q2FY23,TRINDEX,0.54138
500470.0,Q2FY24,AINDEX,0.62765
500470.0,Q2FY24,BINDEX,0.47334634146341464
500470.0,Q2FY24,DINDEX,0.04411764705882353
500470.0,Q2FY24,OINDEX,0.7677166666666667
500470.0,Q2FY24,TRINDEX,0.6413800000000001
500470.0,Q2FY25,AINDEX,0.7190875
500470.0,Q2FY25,BINDEX,0.7704682926829268
500470.0,Q2FY25,DINDEX,0.04411764705882353
500470.0,Q2FY25,OINDEX,0.7677166666666667
500470.0,Q2FY25,TRINDEX,0.44138
500470.0,Q2FY26,AINDEX,0.6792
500470.0,Q2FY26,BINDEX,0.6816878048780488
500470.0,Q2FY26,DINDEX,0.04411764705882353
500470.0,Q2FY26,OINDEX,0.7677166666666667
500470.0,Q2FY26,TRINDEX,0.44138
500470.0,Q3FY22,AINDEX,0.55455
500470.0,Q3FY22,BINDEX,0.45019512195121947
500470.0,Q3FY22,DINDEX,0.04411764705882353
500470.0,Q3FY22,OINDEX,0.7677166666666667
500470.0,Q3FY22,TRINDEX,0.6413800000000001
500470.0,Q3FY23,AINDEX,0.5633375
500470.0,Q3FY23,BINDEX,0.4260195121951219
500470.0,Q3FY23,DINDEX,0.04411764705882353
500470.0,Q3FY23,OINDEX,0.7677166666666667
500470.0,Q3FY23,TRINDEX,0.44138
500470.0,Q3FY24,AINDEX,0.5214624999999999
500470.0,Q3FY24,BINDEX,0.46846829268292683
500470.0,Q3FY24,DINDEX,0.04411764705882353
500470.0,Q3FY24,OINDEX,0.7677166666666667
500470.0,Q3FY24,TRINDEX,0.54138
500470.0,Q3FY25,AINDEX,0.58765
500470.0,Q3FY25,BINDEX,0.7328682926829269
500470.0,Q3FY25,DINDEX,0.04411764705882353
500470.0,Q3FY25,OINDEX,0.7677166666666667
500470.0,Q3FY25,TRINDEX,0.44138
500470.0,Q3FY26,AINDEX,0.5192749999999999
500470.0,Q3FY26,BINDEX,0.7005951219512195
500470.0,Q3FY26,DINDEX,0.04411764705882353
500470.0,Q3FY26,OINDEX,0.7677166666666667
500470.0,Q3FY26,TRINDEX,0.44138
