NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_trading_days,cum_return,cum_mkt_return,mar_log,mar_pct,iar_pct,sar_pct
ABB,500002,Specialty Industrial Machinery,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.22141862117942016,0.11260975697957949,0.0933045993063051,0.09779607226816518,-0.04416220586556838,-0.1916484965490413
ATUL,500027,Specialty Chemicals,Basic Materials,FY23,2022-10-12,2022-10-13,2023-10-19,252,-0.22159827945018795,0.16726776356066703,-0.4051783107987111,-0.33314210770684427,-0.11993774155123782,-0.17704204259591383
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY23,2022-10-21,2022-10-24,2023-10-31,252,1.5982304266343992,0.11405148187926321,0.8468272541965749,1.3322355105632235,1.3927101119999847,1.3629064484832878
BAJFINANCE,500034,Credit Services,Financial Services,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.012119383242371108,0.11260975697957949,-0.09466185661261291,-0.0903195150921661,-0.5799076739707805,-0.44402514387488495
ABREL,500040,Real Estate Services,Real Estate,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.2802151667760618,0.09955274675446713,0.15212465958520943,0.1643053692102113,0.0,-0.012210963684202214
BASF,500042,Specialty Chemicals,Basic Materials,FY23,2022-10-10,2022-10-11,2023-10-17,252,-0.10166053789895013,0.16828052959837225,-0.2627402969727145,-0.23105843216450922,0.0,-0.05710430104467602
BATAINDIA,500043,Footwear & Accessories,Consumer Cyclical,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.16009646185974433,0.09955274675446713,-0.26937173254925223,-0.23614074848215694,0.0,-0.3954204400108558
BEL,500049,Aerospace & Defense,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.2357013217918232,0.11260975697957949,0.10493029264687014,0.11063318835743671,-0.2506868373415275,-0.17736579593663823
BLUESTARCO,500067,Building Products & Equipment,Industrials,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.506962923045591,0.12442329531197713,0.29282603835761123,0.34020962508383124,0.17988178672156613,0.09389580531712954
CESC,500084,Utilities - Regulated Electric,Utilities,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.11925067516332231,0.11260975697957949,0.005951033216043969,0.005968775792305675,-0.3977925193967784,0.026262371982352012
CHAMBLFERT,500085,Agricultural Inputs,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.15283371321781386,0.11342049025607434,-0.27329507909859363,-0.23913176181323256,0.008488859683199346,-0.10827747636353975
CRISIL,500092,Financial Data & Stock Exchanges,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.2979515643437804,0.12442329531197713,0.1435170241507362,0.1543264620675232,-0.19930408394885496,-0.15819296277347566
CGPOWER,500093,Electrical Equipment & Parts,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.4061683138465447,0.09955274675446713,0.2459649940890245,0.27885480528070167,0.0,-0.006898803881916715
IFCI,500106,Credit Services,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,1.0503896474001866,0.12442329531197713,0.6007595691622701,0.8235033514058382,0.45836259018703496,0.5942451202829305
SAIL,500113,Steel,Basic Materials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.06050261380667045,0.13996678584861416,-0.07225616704913013,-0.06970744501366238,-0.3970325204200423,0.10505885066094456
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.2559672974699052,0.09955274675446713,-0.39057379336452375,-0.3233315048084372,-0.094644724568892,-0.21141106061563109
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.6771826265071951,0.16726776356066703,0.36244960457856745,0.43684480876184667,0.1463577211951792,0.4304766243113143
GODREJIND,500164,Conglomerates,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.44667561455453186,0.11260975697957949,0.26255985644996493,0.3002542944453827,0.11454391603106923,0.03360849682607042
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.03215454063899218,0.11342049025607434,-0.14011965378889157,-0.13074578038489834,0.06950599725995796,0.012401696215281928
HDFCBANK,500180,Banks - Regional,Financial Services,FY23,2023-01-19,2023-01-20,2024-02-01,252,-0.09196235391192341,0.2826027327941948,-0.34536083918878274,-0.2920351540886827,-0.4426185975656213,-0.5481068810291795
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.23716493956183407,0.09955274675446713,0.11791891962702686,0.12515287985369936,0.03164462492741971,0.0018409614107225969
HSCL,500184,Specialty Chemicals,Basic Materials,FY23,2022-10-17,2022-10-18,2023-10-25,252,1.1350269274970306,0.12442329531197713,0.6412089811826379,0.8987750755418636,1.2366874653959807,1.1795831643513046
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.2854154836059796,0.13996678584861416,0.12008287287021518,0.1275902943515065,0.17118670833776783,0.32997172046025375
INFY,500209,Information Technology Services,Technology,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.05692454384358727,0.11405148187926321,-0.16661233639030887,-0.1534722842740047,-0.30331362254347555,-0.35978808786788374
KAJARIACER,500233,Building Products & Equipment,Industrials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.1162670527261855,0.16825679352699166,-0.04552258782240555,-0.0445019802913776,-0.21081408359783937,-0.29680006500227596
WHIRLPOOL,500238,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.020214869390061188,0.11342049025607434,-0.1278587857545109,-0.12002236425108441,0.0,-0.2555388475411727
LMW,500252,Specialty Industrial Machinery,Industrials,FY23,2022-10-11,2022-10-12,2023-10-18,252,0.11390681771965645,0.17811033560669026,-0.05603825291107686,-0.054497033042300747,-0.1516740093253321,-0.299160300008805
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.04245988986665585,0.09955274675446713,-0.0533203042604658,-0.05192370903199631,-0.4156732122376364,-0.41368463725060023
RAMCOCEM,500260,Building Materials,Basic Materials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.38877821696871134,0.16825679352699166,0.17291166230192428,0.18876108802753963,0.35305836550341546,0.43333445382298547
MAHSCOOTER,500266,Asset Management,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.6256327095962732,0.12442329531197713,0.3686268219232141,0.4457479815421583,0.41741566070367003,0.1694881824790171
MFSL,500271,Insurance - Life,Financial Services,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.23423316454871404,0.16726776356066703,0.05578408478280078,0.057369356953518386,0.0,-0.22191136256854202
MRF,500290,Auto Parts,Consumer Cyclical,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.28069332715034506,0.11260975697957949,0.14069320497085863,0.1510714508086509,-0.0568693850760435,0.04536934899923359
VEDL,500295,Other Industrial Metals & Mining,Basic Materials,FY23,2022-10-17,2022-10-18,2023-10-25,252,-0.056957933069556044,0.12442329531197713,-0.175914665490526,-0.16131045055519594,-0.17118670833776783,-0.012401696215281935
ONGC,500312,Oil & Gas Integrated,Energy,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.5579568436308846,0.11342049025607434,0.3359384472955417,0.39925289436030753,-0.07357756173522312,0.19933491071929466
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.0032380905321619377,0.11342049025607434,-0.11068014440980037,-0.10477495412483931,-0.09990864016806934,-0.3618600234437519
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.1515684355794701,0.09955274675446713,-0.2592693556020784,-0.22838484381505822,-0.3106803211033227,-0.39827443777535093
SHREECEM,500387,Building Materials,Basic Materials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.19330164991231102,0.09955274675446713,0.08182045777616687,0.08526094217358929,0.15758179844701514,0.23785788676658515
TATAPOWER,500400,Utilities - Independent Power Producers,Utilities,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.06672593119861829,0.11260975697957949,-0.04211430805820594,-0.0412398197059882,0.05943653020410969,-0.026262371982352012
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.4147506504169669,0.13996678584861416,0.21595417001879902,0.2410455006053515,0.07718793819057834,0.17942667226585543
TATAELXSI,500408,Software - Application,Technology,FY23,2022-10-19,2022-10-20,2023-10-27,252,-0.02208806318237822,0.11260975697957949,-0.12904404530635327,-0.12106474827941843,-0.8090113294563785,-0.3249516072066747
ACC,500410,Building Materials,Basic Materials,FY23,2022-10-13,2022-10-14,2023-10-20,252,-0.14244792849514792,0.16825679352699166,-0.3091860947113805,-0.26595584442022846,-0.1781677799604438,-0.09789169164087382
THERMAX,500411,Conglomerates,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.3136834962344223,0.11260975697957949,0.16612663245177428,0.18072261005574955,-0.018448202289040316,-0.09938362149403912
TORNTPHARM,500420,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.20088316166067813,0.16825679352699166,0.02754453644017682,0.02792739431472663,-0.0977283233160324,-0.11787970320161992
AMBUJACEM,500425,Building Materials,Basic Materials,FY23,2022-10-11,2022-10-12,2023-10-18,252,-0.16808222661937697,0.17811033560669026,-0.3479334174626839,-0.2938541083656556,-0.20380207808467282,-0.12352598976510286
PGHH,500459,Household & Personal Products,Consumer Defensive,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.2677890192059895,0.11405148187926321,0.12927109955867677,0.13799859326733324,0.11204812634437053,0.0210830170101087
FEDERALBNK,500469,Banks - Regional,Financial Services,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.017815624180972368,0.12442329531197713,-0.09961149184008938,-0.09481097694745456,-0.3328406194727255,-0.4383289029362837
TATASTEEL,500470,Steel,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.18747693198095924,0.11342049025607434,0.06439403112017322,0.06651255511550067,-0.2700582022457535,0.23203316883523334
BAJAJHLDNG,500490,Asset Management,Financial Services,FY23,2022-11-14,2022-11-15,2023-11-21,252,0.12413593384894275,0.12635125994459795,-0.0019687530924973884,-0.001966816369312858,-0.08408111504366036,-0.33200859326831333
BHARATFORG,500493,Auto Parts,Consumer Cyclical,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.26962605836383813,0.09955274675446713,0.1438189116176228,0.15467499136478333,-0.06793665386255043,0.034302080212726654
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.5266029651349163,0.11342049025607434,0.3156081827757151,0.3710929325396325,0.0,0.11353584740645489
LT,500510,Engineering & Construction,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.49000735755641056,0.09955274675446713,0.3038775546394451,0.35510311984071913,-0.32306944459031695,0.07694023982794912
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.19861114182243456,0.11342049025607434,0.07372670477819193,0.07651255955130419,-0.006909172811979808,-0.03671283632867692
BOSCHLTD,500530,Auto Parts,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.23532397815111147,0.11342049025607434,0.10389646624648496,0.10948557976241365,-0.10223873407527709,0.0
BPCL,500547,Oil & Gas Refining & Marketing,Energy,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.15928702219229524,0.11260975697957949,0.04109679195992828,0.04195295333327949,0.06261647255638783,-0.1993349107192947
VOLTAS,500575,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY23,2022-10-13,2022-10-14,2023-10-20,252,-0.0687840705565689,0.16825679352699166,-0.22677681350286555,-0.202901335902297,-0.04856920116650772,-0.3041080487076804
GESHIP,500620,Marine Shipping,Industrials,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.7377898753712322,0.16825679352699166,0.39710140157481183,0.48750675793188264,0.0,0.32472275764277075
DEEPAKFERT,500645,Chemicals,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.39865216581613183,0.11342049025607434,-0.6160185527395325,-0.45990949560703265,-0.22818904566773335,-0.3540959289618577
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY23,2022-10-12,2022-10-13,2023-10-19,252,-0.0006160214604655505,0.16726776356066703,-0.15528198433274992,-0.1438262841329697,-0.15635691432208454,-0.24732202365634637
AKZOINDIA,500710,Specialty Chemicals,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.15870404959028742,0.11342049025607434,0.03986538204006862,0.04067067179965257,0.2603645874892375,0.2032602864445615
TATACHEM,500770,Chemicals,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.1785868994946827,0.11342049025607434,-0.304165928508419,-0.26226155554546926,-0.008123779346284221,-0.13403066264040858
NESTLEIND,500790,Packaged Foods,Consumer Defensive,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.24670600219588082,0.11260975697957949,0.11379648667304555,0.1205240600984254,0.08759411667202821,0.0
TATACONSUM,500800,Packaged Foods,Consumer Defensive,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.15472965489436033,0.09955274675446713,0.04896274828668187,0.05018122896128269,-0.004382230629492279,-0.09197634730152049
COLPAL,500830,Household & Personal Products,Consumer Defensive,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.35240609003207923,0.11260975697957949,0.19517690681971067,0.2155260023096318,0.19666519717046024,0.10570008783619841
INDHOTEL,500850,Lodging,Consumer Cyclical,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.113934318011641,0.11260975697957949,0.0011897911235564385,0.0011904992058107667,-0.11468255923332543,-0.12138966013947047
CASTROLIND,500870,Oil & Gas Refining & Marketing,Energy,FY23,2023-04-19,2023-04-20,2024-05-02,252,0.701444663065703,0.41911159495147254,0.1814466535260757,0.19895057521807152,0.6047741134297956,0.342822730154113
ITC,500875,Tobacco,Consumer Defensive,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.38446718411683667,0.16726776356066703,0.17064958795961233,0.1860750612127061,-0.1463577211951792,0.13776118192095585
APOLLOTYRE,500877,Auto Parts,Consumer Cyclical,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.3157341967881892,0.11405148187926321,0.16639148040489815,0.1810353634364481,-0.02182851543819936,0.08041021863707773
CEATLTD,500878,Auto Parts,Consumer Cyclical,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.3755042015141957,0.11260975697957949,0.21211196776272012,0.23628630154053315,0.03794148928780716,0.14018022336308425
TATAINVEST,501301,Asset Management,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.25774146510088275,0.09955274675446713,0.13441412125617125,0.1438664209728354,0.04952441620827963,-0.1984030620163733
BALKRISIND,502355,Auto Parts,Consumer Cyclical,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.3593912276645879,0.12442329531197713,0.18976669498679855,0.20896750657181792,0.02182851543819936,0.12406724951347645
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.3046370941444662,0.11342049025607434,0.15848811340505584,0.17173799616748042,-0.18328684610919427,0.012210963684202214
SRF,503806,Conglomerates,Industrials,FY23,2022-10-13,2022-10-14,2023-10-20,252,-0.13127651489996162,0.16825679352699166,-0.2962431210297226,-0.2563933803651644,-0.46340821342342425,-0.544343632628423
SARDAEN,504614,Steel,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,1.4584735790425605,0.11342049025607434,0.7921038611150344,1.208036946111113,1.0009384448158478,1.5030298158968345
CHOLAHLDNG,504973,Credit Services,Financial Services,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.7985940350573628,0.16825679352699166,0.4314925503436447,0.5395536709248399,0.20656697784421119,0.34244950794010676
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.0842351360514077,0.11342049025607434,-0.1954324459244074,-0.1775210965104688,-0.2897554506858221,-0.31955911420251915
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY23,2022-10-14,2022-10-17,2023-10-23,252,-0.0893404721012162,0.13996678584861416,-0.22458531280871546,-0.2011525781245718,-0.42690318432760477,-0.3246644502523277
BAYERCROP,506285,Agricultural Inputs,Basic Materials,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.08313027982941469,0.12442329531197713,-0.03741502172723023,-0.0367237282033591,0.24445285273042788,0.1276865166836888
DEEPAKNTR,506401,Chemicals,Basic Materials,FY23,2022-10-18,2022-10-19,2023-10-26,252,-0.15811094021743394,0.09955274675446713,-0.2670105346616588,-0.2343349945988885,0.012352179930964546,-0.11355470336315983
ASTRAZEN,506820,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.518315123803645,0.09955274675446713,0.32269774560476483,0.3808479204706025,0.21970363882693444,0.19955225894134693
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.43453991151473453,0.11260975697957949,0.2541357904977253,0.2893468734348549,0.135928426538024,0.11577704665243649
WIPRO,507685,Information Technology Services,Technology,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.0037416097456155297,0.11342049025607434,-0.11118542699446504,-0.10522718148894843,-0.25013068844550385,-0.30660515376991204
APOLLOHOSP,508869,Medical Care Facilities,Healthcare,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.1275693563920013,0.11342049025607434,0.012627504014976004,0.01270756758991641,-0.21253777071400082,-0.19119350847029676
SUPREMEIND,509930,Building Products & Equipment,Industrials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.9794098532405578,0.11260975697957949,0.576090358209582,0.7790692925559948,0.652328716916533,0.5663427355120965
CHOLAFIN,511243,Credit Services,Financial Services,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.5741355177904296,0.11405148187926321,0.3457028900223472,0.41298274217548997,-0.017891539422722036,0.11799099067317353
UPL,512070,Agricultural Inputs,Basic Materials,FY23,2022-10-19,2022-10-20,2023-10-27,252,-0.16981143258421252,0.11260975697957949,-0.2928108024886347,-0.2538367004173014,-0.008488859683199318,-0.12525519572993843
ADANIENT,512599,Thermal Coal,Energy,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.32071817516343426,0.11405148187926321,-0.49472253284042245,-0.3902599333284817,-0.9304148329617038,-0.6793401080750242
HINDCOPPER,513599,Copper,Basic Materials,FY23,2022-10-10,2022-10-11,2023-10-17,252,0.3830316784073399,0.16828052959837225,0.16874492297497667,0.1838181356003546,0.0,0.42758791526161405
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.9148357139568791,0.11342049025607434,0.5421950299784979,0.7197776857119704,0.3977925193967784,0.8218474107759088
ANANTRAJ,515055,Real Estate - Development,Real Estate,FY23,2022-10-21,2022-10-24,2023-10-31,252,1.1645598801515875,0.11405148187926321,0.6642136982015141,0.9429621658958258,0.96066986207893,0.8721337496913235
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.05148342700410091,0.11405148187926321,-0.1608593708855914,-0.14858820402458223,-0.45765174085064564,-0.46455054473256235
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.36623945372547684,0.11342049025607434,0.20462524142162605,0.22706512560340697,0.028676741499088276,0.13091547557436536
KEI,517569,Electrical Equipment & Parts,Industrials,FY23,2022-10-14,2022-10-17,2023-10-23,252,0.679689402838044,0.13996678584861416,0.3876097702983694,0.47345468630267984,0.2735210889914993,0.2666222851095826
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.3867749558169176,0.09955274675446713,0.23207737243009863,0.26121730850133373,0.04921224359052906,0.15145097766580615
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY23,2022-10-21,2022-10-24,2023-10-31,252,-0.06664025590502344,0.11405148187926321,-0.17696792861611582,-0.16219334628906257,-0.2413447320971175,-0.30196423405613493
TIMKEN,522113,Tools & Accessories,Industrials,FY23,2022-10-12,2022-10-13,2023-10-19,252,-0.03430633041691008,0.16726776356066703,-0.18957438034626684,-0.17268882108308184,0.0,-0.4473734481453715
3MINDIA,523395,Conglomerates,Industrials,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.35057990081250295,0.11405148187926321,0.19253070240149067,0.21231372407875293,0.018448202289040316,-0.06248721691595849
JMFINANCIL,523405,Capital Markets,Financial Services,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.19601218836009357,0.11260975697957949,0.07228445826199141,0.0749610821380248,-0.07590227855286116,-0.26013233875716246
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY23,2022-10-13,2022-10-14,2023-10-20,252,-0.10455601782135183,0.16825679352699166,-0.265948331948379,-0.233521271059521,-0.002895479922401703,-0.059999780967077726
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.1518726825447064,0.11342049025607434,0.0339522376241197,0.03453519368930283,-0.14673880243200413,-0.16689018231759165
AUROPHARMA,524804,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-21,2022-10-24,2023-10-31,252,0.6311000098243317,0.11405148187926321,0.38125128588755763,0.464115470743662,0.33248852484762115,0.31233714496203363
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.360023735842444,0.09955274675446713,0.2125986491579348,0.2368881255190395,0.061412250865733486,0.04126087098014597
MPHASIS,526299,Information Technology Services,Technology,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.06922327138057857,0.16825679352699166,-0.08858024744001633,-0.0847703370484402,-0.17716580731930973,-0.23364027264371792
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.23719923411097707,0.11260975697957949,0.10614175462723811,0.11197949357340055,-0.06141225086573346,-0.08156363075132098
CONCOR,531344,Railroads,Industrials,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.08240209512424976,0.11342049025607434,-0.193432796352454,-0.17587478144513677,0.0,-0.49546921285271117
HATSUN,531531,Packaged Foods,Consumer Defensive,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.1591118855238526,0.13996678584861416,0.01665496919555512,0.016794436393150203,0.0,-0.08759411667202821
CGCL,531595,Credit Services,Financial Services,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.10135114361674463,0.09955274675446713,0.0016342351616508433,0.0016355712516619254,-0.490675913596407,-0.35479338350051143
MARICO,531642,Household & Personal Products,Consumer Defensive,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.04369276651724848,0.11260975697957949,-0.06394322694608347,-0.06194174554915025,-0.1120481263443705,-0.20301323567863233
BANKBARODA,532134,Banks - Regional,Financial Services,FY23,2022-10-13,2022-10-14,2023-10-20,252,0.5297002982000741,0.16825679352699166,0.2695591149746338,0.30938703431963527,0.17904405454637629,0.07355577108281808
GMDCLTD,532181,Thermal Coal,Energy,FY23,2022-10-19,2022-10-20,2023-10-27,252,1.5401114907599733,0.11260975697957949,0.8254995859160669,1.2830210456320794,0.9304148329617038,1.1814895578483835
CUB,532210,Banks - Regional,Financial Services,FY23,2022-10-14,2022-10-17,2023-10-23,252,-0.32831132179295663,0.13996678584861416,-0.5289594490437555,-0.41078223809211706,-0.6789675654466545,-0.7844558489102127
NATIONALUM,532234,Aluminum,Basic Materials,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.3409631629102811,0.11342049025607434,0.18595133413911583,0.2043636475576936,0.0,0.38551939976455524
APARINDS,532259,Electrical Equipment & Parts,Industrials,FY23,2022-10-18,2022-10-19,2023-10-26,252,2.4761764806151367,0.09955274675446713,1.151029474029397,2.161445861397475,2.070008166768592,2.0631093628866752
HCLTECH,532281,Information Technology Services,Technology,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.3028635440242965,0.12442329531197713,0.14729429036619912,0.1586949056074209,0.056474465324408196,0.0
JINDALSTEL,532286,Steel,Basic Materials,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.4575351342267127,0.11260975697957949,0.27003835661684183,0.3100146975014024,0.0,0.5020913710809868
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-20,2022-10-21,2023-10-30,252,-0.08085706005436435,0.11342049025607434,-0.1917504300690905,-0.1744871340258495,-0.37946854503107486,-0.39961992491666243
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-05,2022-10-06,2023-10-12,252,0.4261652760423004,0.16396866053605677,0.2031537921202542,0.2252608892283157,0.1275537910655899,0.10740241118000238
AJANTPHARM,532331,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2022-10-04,2022-10-06,2023-10-12,252,0.4794957697395755,0.16396866053605677,0.23986590859531137,0.27107869816546876,0.18088428476286494,0.16073290487727743
OFSS,532466,Software - Infrastructure,Technology,FY23,2022-10-12,2022-10-13,2023-10-19,252,0.4556071361438053,0.16726776356066703,0.2207573162352663,0.2470207621459361,0.0,0.15274359211950883
UNIONBANK,532477,Banks - Regional,Financial Services,FY23,2022-10-15,2022-10-17,2023-10-23,252,0.9178230470193666,0.13996678584861416,0.5201915863296709,0.6823499340743516,0.5671668033656687,0.4616785199021105
UBL,532478,Beverages - Brewers,Consumer Defensive,FY23,2023-04-10,2023-04-11,2024-04-23,252,0.30724950370147575,0.3963409517122648,-0.06592989483541667,-0.06380350579959755,0.0,0.06054350150559493
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.12774504425277752,0.09955274675446713,0.025316599666802928,0.025639786341787763,0.0,-0.1189609579431033
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY23,2022-10-19,2022-10-20,2023-10-27,252,0.20552031463441436,0.11260975697957949,0.0802028819714428,0.08350686938703535,0.0,-0.02980366351669711
NAVINFLUOR,532504,Chemicals,Basic Materials,FY23,2023-01-18,2023-01-19,2024-01-31,252,-0.1623393408021143,0.2803344104785952,-0.4242635037981763,-0.3457485385519209,0.008123779346284193,-0.11778310394784018
UCOBANK,532505,Banks - Regional,Financial Services,FY23,2022-10-11,2022-10-12,2023-10-18,252,2.1583010866241765,0.17811033560669026,0.9861225078620435,1.6808194369992941,1.8076448429704786,1.7021565595069204
IGL,532514,Utilities - Regulated Gas,Utilities,FY23,2022-10-17,2022-10-18,2023-10-25,252,0.060580638456943586,0.12442329531197713,-0.05845374754842163,-0.05677813428555841,0.44582123498946846,-0.032407664724026716
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY23,2022-10-20,2022-10-21,2023-10-30,252,0.03405407707951959,0.11342049025607434,-0.07394972628249982,-0.07128161720672246,-0.06261647255638782,-0.3245678558320704
COFORGE,532541,Information Technology Services,Technology,FY23,2022-10-18,2022-10-19,2023-10-26,252,0.28715494923961404,0.09955274675446713,0.15753081378353373,0.17061682855951155,0.040765870539725746,-0.01570859478468245
