NSE Symbol,BSE Code,Industry,Sector,FY,Filing_Date,Window_Start,Window_End,n_trading_days,cum_return,cum_mkt_return,mar_log,mar_pct,iar_pct,sar_pct
CHOLAFIN,511243,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.21128445703102364,0.029623994524626215,0.16248764958187237,0.1764337889097752,0.1044970504047139,0.06833638257691574
UPL,512070,Agricultural Inputs,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.2777023273779251,0.01586350129873997,0.22932441713533397,0.25775000848483576,0.13123556314227375,0.22589534277127699
ADANIENT,512599,Thermal Coal,Energy,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.1379754998104604,0.029623994524626215,-0.17766526796226728,-0.16277737817528884,-0.39993806985822544,-0.06807648232953106
HINDCOPPER,513599,Copper,Basic Materials,FY25,2024-10-08,2024-10-09,2025-10-15,252,0.08956159506727986,-0.00575017032957599,0.0915421751830725,0.09586299394031578,0.0,0.03775461046063174
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.03915683959737078,0.01586350129873997,0.022670662161441937,0.022929594644212757,0.025446356827389435,0.09318470518804563
ANANTRAJ,515055,Real Estate - Development,Real Estate,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.1884561067998552,0.029623994524626215,-0.2380104862526044,-0.21180557415541604,-0.05448438649414333,-0.05541303503078876
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.2561269908944168,0.029623994524626215,-0.32507862713729685,-0.27752945438200793,-0.16003745778949158,-0.156151590715602
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.22784377147669285,0.0005681212060113779,-0.2591363407638634,-0.22828220072351824,-0.24049877158050323,-0.26306837283922524
KEI,517569,Electrical Equipment & Parts,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,-0.069180375638385,-4.221067047317127e-06,-0.07168554337238847,-0.06917644656975674,0.026909157466540226,0.030795024540429816
TVSHLTD,520056,Auto Parts,Consumer Cyclical,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.2902334320713593,0.01586350129873997,0.23908416608203364,0.27008543019987297,0.27757843196754894,0.2550088307088269
TRIDENT,521064,Textile Manufacturing,Consumer Cyclical,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.17750059565648937,0.01586350129873997,-0.21114651156051695,-0.19034456569019484,-0.1490406674340483,-0.2127251970190218
TIMKEN,522113,Tools & Accessories,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.1848590403900877,0.0005681212060113779,-0.2049621840062147,-0.18532187630823052,0.0,-0.08488364021127287
KPIL,522287,Engineering & Construction,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,248,-0.030547428383389055,-0.002132362887917198,-0.028889086342644282,-0.028475786205180046,0.0559779561626112,0.06942797179542576
3MINDIA,523395,Conglomerates,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.11013942742603793,0.01586350129873997,-0.1324294795728977,-0.12403529466674243,-0.062431959492954776,-0.010164027247223109
JMFINANCIL,523405,Capital Markets,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.1618010687920695,0.029623994524626215,0.12077776478726748,0.12837412003832427,0.14806042587947404,0.018852994337961615
VINATIORGA,524200,Specialty Chemicals,Basic Materials,FY25,2024-10-10,2024-10-11,2025-10-17,252,-0.1707236608780347,-4.221067047317127e-06,-0.18719761800042423,-0.1707201604322309,0.0,-0.22253064548468282
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.09614822484667496,0.01984430810732826,-0.1207398741073189,-0.1137355300528835,-0.027439575582058978,-0.07540588084594063
AUROPHARMA,524804,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-15,2024-10-16,2025-10-23,252,-0.2460806952195726,0.0008510881305343116,-0.2833206656995587,-0.24672180135343094,-0.17737204595495662,-0.22533835121883827
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.4149749900326524,0.0005681212060113779,-0.5366686404694443,-0.4153071664304062,-0.3462663407680364,-0.3942326460319181
MPHASIS,526299,Information Technology Services,Technology,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.0009258394022937367,-0.0015169252325268464,0.0024434880057931374,0.002446475755625056,-0.020512104809919454,-0.03982131420530498
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-11,2024-10-14,2025-10-20,252,-0.020742344000734332,0.004440663216687299,-0.02539132080339168,-0.025071672364173212,0.047966305263881646,0.0
CONCOR,531344,Railroads,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.17922217563496726,0.01586350129873997,-0.21324181304495793,-0.19203926185387915,0.0,-0.07924677545615244
HATSUN,531531,Packaged Foods,Consumer Defensive,FY25,2024-10-15,2024-10-16,2025-10-23,252,-0.2269981341796586,0.0008510881305343116,-0.2583245428189018,-0.2276554674440001,-0.21401688625324217,-0.139948931984419
CGCL,531595,Credit Services,Financial Services,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.028598560645722998,0.0008510881305343116,0.02734652886396055,0.027723877052496914,-0.07818884598058674,-0.1143495138083849
MARICO,531642,Household & Personal Products,Consumer Defensive,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.04039801550830255,0.0005681212060113779,0.03903538727281848,0.03980727894297006,0.15187588805173668,0.12744721770354217
BANKBARODA,532134,Banks - Regional,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.166085152545798,0.01586350129873997,0.13791312387415533,0.1478758229378315,-0.029869073595814755,0.023137078091690105
GMDCLTD,532181,Thermal Coal,Energy,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.6619006399059906,0.01984430810732826,0.4883119346609063,0.6295630879091914,0.3999380698582255,0.7317996573869199
CUB,532210,Banks - Regional,Financial Services,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.45664777208870255,0.0005681212060113779,0.3755697893628541,0.4558206894828572,0.2606935459470898,0.31369969763459465
NATIONALUM,532234,Aluminum,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.08241214575223883,0.01586350129873997,0.06345302792729994,0.06550943543932737,0.0,0.03060516114559072
APARINDS,532259,Electrical Equipment & Parts,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.09302418096855201,0.01586350129873997,-0.11337848062191182,-0.10718731613852012,0.0030653521363732117,0.006951219210262802
HCLTECH,532281,Information Technology Services,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.09848127753220554,0.029623994524626215,-0.13286815015955059,-0.12441947034847173,-0.11991922174441873,-0.13922843113980427
JINDALSTEL,532286,Steel,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.06415408178118634,0.0005681212060113779,0.0616122342528273,0.06354985655402764,-0.03191022676134046,0.012347097174538225
WOCKPHARMA,532300,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.07253997884956029,0.01586350129873997,0.05429065642667076,0.05579143012654924,0.14124862811417627,0.09328232285029461
ZYDUSLIFE,532321,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-09,2024-10-10,2025-10-16,252,-0.07253077255606981,-0.0015169252325268464,-0.07377758608052842,-0.07112173367593705,-0.00382212329145383,-0.051788428555335476
AJANTPHARM,532331,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-09,2024-10-10,2025-10-16,252,-0.2866264758031969,-0.0015169252325268464,-0.33623204196110634,-0.2855426974934616,-0.2179178265385809,-0.26588413180246256
OFSS,532466,Software - Infrastructure,Technology,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.20660181221625157,0.0005681212060113779,-0.23199801490502853,-0.20705230261839194,0.0,-0.2473489658238503
UNIONBANK,532477,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.35004926000835557,0.01984430810732826,0.2804911041445301,0.3237797664565448,0.1540950338667428,0.20710118555424767
UBL,532478,Beverages - Brewers,Consumer Defensive,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.15315364488380556,0.0005681212060113779,-0.1668039595894184,-0.15363448308200345,0.0,-0.06610444268856593
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.3598198355136652,-4.221067047317127e-06,0.3073564381614654,0.3598255754285917,0.0,0.44686903770890485
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.23704683653982048,0.029623994524626215,0.1835332739671185,0.2014549419188319,0.0,0.20182223517728806
NAVINFLUOR,532504,Chemicals,Basic Materials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.45532817663373987,0.0005681212060113779,0.3746634662554327,0.45450184329238286,0.32757748836917744,0.40352119202709175
UCOBANK,532505,Banks - Regional,Financial Services,FY25,2024-10-05,2024-10-07,2025-10-13,252,-0.30073345807545665,-0.010203907187896858,-0.3474669665886282,-0.2935246491649994,-0.49668768421706944,-0.44368153252956455
IGL,532514,Utilities - Regulated Gas,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.09169199565279908,0.01984430810732826,-0.11582172259922979,-0.10936601094251465,0.018315150195546456,-0.037664130062124226
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.1607879607822421,0.01984430810732826,-0.1949418524731243,-0.1771174947525036,-0.10588490384480001,-0.09088894330131278
COFORGE,532541,Information Technology Services,Technology,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.21443772739015435,0.0008510881305343116,0.1934304677077703,0.21340501278624113,0.19299978317794114,0.17369057378255565
IIFL,532636,Credit Services,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.12311444631864618,0.01586350129873997,0.10036659078503339,0.10557613782047515,0.01632703969233644,-0.019833628135461717
YESBANK,532648,Banks - Regional,Financial Services,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.0668841754021036,0.004440663216687299,0.06031158222520075,0.062167447488080646,-0.12907005073950917,-0.0760638990520043
AIAENG,532683,Specialty Industrial Machinery,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.19488258236211026,0.01984430810732826,-0.23641712831561423,-0.21054869724962047,0.07257975198093153,-0.09490718218329544
KEC,532714,Engineering & Construction,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.14250334070861145,0.01586350129873997,-0.16947698683495777,-0.15589382018832837,-0.0559779561626112,-0.04252794052979664
M&MFIN,532720,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.0904603669339733,0.01984430810732826,0.0669499855244053,0.06924199925937462,-0.01632703969233644,-0.0524877075201346
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.2493428784793099,-4.221067047317127e-06,0.22262193694638607,0.2493481520616252,0.4200665393573446,0.19753589387266177
GALLANTT,532726,Steel,Basic Materials,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.42648818080057516,0.029623994524626215,0.32602192445001077,0.38544574367575785,0.33042387225804837,0.37468119619392704
GPIL,532734,Steel,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.33485900909594485,0.01586350129873997,0.273086684095649,0.31401414401578776,0.23879470055341806,0.2830520244892967
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.1033792092195164,0.029623994524626215,0.06918379747592318,0.07163315451767684,0.0,0.20335460939833122
NAUKRI,532777,Internet Content & Information,Communication Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.1532881843356891,0.01984430810732826,-0.18604486000683695,-0.16976365026179754,0.0,-0.1386923418958648
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY25,2024-10-17,2024-10-18,2025-10-27,248,-0.027980353472891097,0.001777924546179296,-0.030155608158705854,-0.02970546394556593,-0.014999105546474645,0.059068848722348535
SOBHA,532784,Real Estate - Development,Real Estate,FY25,2024-10-10,2024-10-11,2025-10-17,252,-0.13211442323242104,-4.221067047317127e-06,-0.1416911759358631,-0.13211075981374856,0.0018572970732908256,0.0009286485366453989
REDINGTON,532805,Information Technology Services,Technology,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.5467130673480112,0.01586350129873997,0.4203930865453485,0.522559935828585,0.5252751231357979,0.5059659137404124
FSL,532809,Information Technology Services,Technology,FY25,2024-10-04,2024-10-07,2025-10-13,252,0.041950049022132646,-0.010203907187896858,0.051350328507459575,0.05269161657514251,0.020512104809919454,0.0012028954145339305
PFC,532810,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.07987220233827944,0.01984430810732826,-0.1028926846195339,-0.09777620922419615,-0.18665960896458916,-0.22282027679238733
INDIANB,532814,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.7556667126381353,0.01984430810732826,0.543198701482582,0.7215046440729551,0.5597124864965226,0.6127186381840275
IDEA,532822,Telecom Services,Communication Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.022018295062079033,0.01586350129873997,-0.03800330674495918,-0.03729024254970148,-0.007422452622254725,-0.007422452622254725
ASTRAL,532830,Building Products & Equipment,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,-0.23911556252520788,0.0013549276644787519,-0.27462779937355614,-0.24014511093539095,-0.06670580597187731,-0.13914016234639306
DLF,532868,Real Estate - Development,Real Estate,FY25,2024-10-04,2024-10-07,2025-10-13,252,-0.13397172030571186,-0.010203907187896858,-0.13358139149270395,-0.12504374791597642,0.0,-0.0009286485366454267
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.12058073921160725,-4.221067047317127e-06,0.11385128915261233,0.12058546927800531,0.1490406674340483,0.08535613784907484
ECLERX,532927,Information Technology Services,Technology,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.3586943691603971,0.0008510881305343116,0.30567348979447145,0.35753898384450944,0.3372564249481839,0.31794721555279837
BRIGADE,532929,Real Estate - Development,Real Estate,FY25,2024-10-20,2024-10-21,2025-10-28,252,-0.1996007934647936,0.01586350129873997,-0.23838365862360034,-0.21209965166390096,-0.06562907315908173,-0.06655772169572716
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.04410564143209741,0.01984430810732826,0.023510696917195983,0.02378925207691201,0.0,0.09813350702277227
IRB,532947,Infrastructure Operations,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.22390085300541904,0.01586350129873997,-0.26921399123002565,-0.23602024681232278,0.0,-0.12392545282660422
VGUARD,532953,Electrical Equipment & Parts,Industrials,FY25,2024-10-10,2024-10-11,2025-10-17,252,-0.26090822600049707,-4.221067047317127e-06,-0.3023289579303502,-0.2609051062313961,-0.16481869289557183,-0.16093282582168225
ZFCVINDIA,533023,Auto Parts,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.08088202252514957,0.01586350129873997,-0.10007977995640417,-0.09523476697430742,-0.09353702262895996,-0.11610662388768199
ADANIPOWER,533096,Utilities - Independent Power Producers,Utilities,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.34194714931174325,0.01984430810732826,0.2744716792058366,0.31583530804048665,0.29784150787964586,0.3959750149024181
NHPC,533098,Utilities - Renewable,Utilities,FY25,2024-10-15,2024-10-16,2025-10-23,252,-0.016363735528550628,0.0008510881305343116,-0.017349826355043785,-0.0172001847859706,0.27387481997377683,0.037664130062124226
OIL,533106,Oil & Gas Integrated,Energy,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.19731461594785552,0.01586350129873997,-0.23553143350680356,-0.20984917459290148,-0.07685313241496157,-0.12741559846692618
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.09932412820072377,0.01984430810732826,-0.12425980536302389,-0.116849636126528,0.03779562186042458,-0.1345487295632562
PERSISTENT,533179,Information Technology Services,Technology,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.09651424156874247,0.004440663216687299,0.08770544443412814,0.09166651821640975,0.07507629735652928,0.055767087961143755
SJVN,533206,Utilities - Renewable,Utilities,FY25,2024-10-11,2024-10-14,2025-10-20,252,-0.29023855550232747,0.004440663216687299,-0.3472571916346634,-0.2933764327853021,0.0,-0.23621068991165262
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.08412788051863089,0.01984430810732826,-0.10752850814232144,-0.10194907967757871,0.04984383978708097,0.048915191250435544
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.025636343703210437,0.029623994524626215,-0.055164363001677603,-0.05367040640243641,-0.019166617931923167,0.107406728065856
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.09478823064899083,0.01586350129873997,-0.11532535438811582,-0.10892381880662814,0.17267410369405095,0.005187169529823982
LTF,533519,Credit Services,Financial Services,FY25,2024-10-11,2024-10-14,2025-10-20,252,0.6286601575373414,0.004440663216687299,0.48332685499525657,0.6214598006432877,0.5218727509110317,0.4857120830832335
APLLTD,533573,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.22670528172927207,0.01984430810732826,-0.27674501404239144,-0.24175218499199927,-0.1579966324646561,-0.20596293772853774
PGEL,533581,Electronic Components,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.08286121688543387,0.029623994524626215,-0.1156901551838086,-0.1092488248217196,-0.23844598299846703,-0.12360837049303258
TRITURBINE,533655,Specialty Industrial Machinery,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.34004208632397337,0.0005681212060113779,-0.41614717303866844,-0.3404168095216128,-0.07257975198093158,-0.24006668614515855
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.36796376344153015,0.029623994524626215,0.2841296484036175,0.32860517112668325,0.12686604573946703,0.22501568898742225
NBCC,534309,Engineering & Construction,Industrials,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.18790568625866394,0.029623994524626215,0.1429981473842702,0.1537276642500118,0.2744310708046642,0.2878810864374788
INDUSTOWER,534816,Telecom Services,Communication Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.007173389817569585,0.029623994524626215,-0.03639292401929536,-0.03573866240285612,0.007422452622254724,0.007422452622254724
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.3466509257488875,0.01586350129873997,-0.44138271348964847,-0.3568534813822601,-0.07918859140584572,-0.2466755255700727
SYNGENE,539268,Diagnostics & Research,Healthcare,FY25,2024-10-17,2024-10-18,2025-10-27,252,-0.25735508628536247,0.01984430810732826,-0.31718723389760517,-0.27180560031474754,-0.080777569414263,-0.23661274228462814
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.11481043861793885,0.01586350129873997,0.09294538923535596,0.09740180368002124,-0.0811437875236739,-0.028137635836169045
INDIGO,539448,Airlines,Industrials,FY25,2024-10-15,2024-10-16,2025-10-23,252,0.16295139757611693,0.0008510881305343116,0.15011035594064348,0.16196246511393206,0.0,0.2629267977549318
ALKEM,539523,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.06488652597316216,0.0005681212060113779,-0.06765535434800114,-0.0654174821203371,0.003822123291453816,-0.04414418197242783
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.09579994745683644,0.0005681212060113779,-0.10127260589777722,-0.09631335100571944,0.08077756941426302,-0.0750576034561021
NH,539551,Medical Care Facilities,Healthcare,FY25,2024-10-10,2024-10-11,2025-10-17,252,0.43037002959868104,-4.221067047317127e-06,0.3579373938317906,0.43037606731196404,0.22929970582213247,0.45111237359941536
LTTS,540115,Information Technology Services,Technology,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.194628068278323,0.029623994524626215,-0.24564476301530327,-0.21779995803855132,-0.2160660124905362,-0.2353752218859217
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.17819245234646003,-0.0015169252325268464,0.16549952092481784,0.17998239741904248,0.16553745224264965,0.1429678509839276
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,-0.021315480645720714,0.029623994524626215,-0.050739617968782735,-0.04947386176044344,-0.0017633726679601343,-0.16426355509982862
VBL,540180,Beverages - Non-Alcoholic,Consumer Defensive,FY25,2024-10-11,2024-10-14,2025-10-20,252,-0.27533646206115486,0.004440663216687299,-0.32647865001422627,-0.27854022195981726,0.0,-0.1882872598659152
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-08,2024-10-09,2025-10-15,252,0.9171478589762108,-0.00575017032957599,0.6566053576977906,0.9282355417769707,0.9858565082408267,0.9378902029769451
DMART,540376,Discount Stores,Consumer Defensive,FY25,2024-10-11,2024-10-14,2025-10-20,252,-0.14827574987914716,0.004440663216687299,-0.16492328719583096,-0.15204124911347705,0.0,-0.06122654768390752
HUDCO,540530,Credit Services,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.1240950801161463,0.01586350129873997,0.10123934772933312,0.10654145825599273,0.017307673489836556,-0.0188529943379616
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.24447474701928554,0.01586350129873997,0.20297455993649466,0.22504130272253647,0.3131833962839015,0.2652170910200199
AUBANK,540611,Banks - Regional,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.23843432020039146,0.01984430810732826,0.19419796027424485,0.21433664958010318,0.0424800940587787,0.09548624574628356
COCHINSHIP,540678,Aerospace & Defense,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,0.18453991715467155,0.0005681212060113779,0.16878648374445424,0.1838673370154089,-0.1832452670741488,0.28451531733348634
DIXON,540699,Consumer Electronics,Technology,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.040747153607598716,0.01984430810732826,0.020288895610569693,0.020496114293232535,0.0,0.0
GICRE,540755,Insurance - Reinsurance,Financial Services,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.00216307063338085,0.01586350129873997,-0.013578256451012363,-0.013486487749430587,0.0,-0.14078500382072706
NIACL,540769,Insurance - Diversified,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,-0.12723555271395315,0.0013549276644787519,-0.13744358996144965,-0.1284164853298833,0.0,-0.27018362716806105
AMBER,540902,"Furnishings, Fixtures & Appliances",Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.49302240731637015,0.01586350129873997,0.38506353567861545,0.4697076973506795,0.774525623897814,0.45779780595383773
ASTERDM,540975,Medical Care Facilities,Healthcare,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.6841301433807302,0.029623994524626215,0.4920555133930303,0.6356749185495499,0.48305981960418165,0.7048724873814646
BDL,541143,Aerospace & Defense,Industrials,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.3420651559063785,0.0013549276644787519,0.29285557813865865,0.34024921516745216,-0.025720028322441857,0.4420405560851933
HAL,541154,Aerospace & Defense,Industrials,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.111697290242366,0.01984430810732826,0.08623796122927804,0.09006569081657428,-0.2560878939864543,0.2116726904211808
ADANIGREEN,541450,Utilities - Renewable,Utilities,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.42410522449887755,0.01586350129873997,-0.5675693074114175,-0.4330982708160452,-0.1338666689965501,-0.3700773589082027
FINEORG,541557,Specialty Chemicals,Basic Materials,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.1319079198524616,0.01586350129873997,-0.15719647784414514,-0.14546385509695137,0.038815741025573086,-0.18371490445910973
HDFCAMC,541729,Asset Management,Financial Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.2958942281791894,0.0013549276644787519,0.25784696996191936,0.29414076106029924,0.03785594671564979,0.15294615372508152
CREDITACC,541770,Credit Services,Financial Services,FY25,2024-10-17,2024-10-18,2025-10-27,252,0.47822984306851796,0.01984430810732826,0.371195343419094,0.4494661894146192,0.3714424364422082,0.33528176861441006
IRCON,541956,Engineering & Construction,Industrials,FY25,2024-10-16,2024-10-17,2025-10-24,252,-0.15981380466320558,0.0005681212060113779,-0.17469971047899716,-0.16029086123182135,-0.07328842011720532,-0.05983840448439076
GRSE,542011,Aerospace & Defense,Industrials,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.6039619214252607,-0.0015169252325268464,0.4739948463311635,0.606398708159166,0.2361767371964404,0.7039373216040755
ATGL,542066,Utilities - Regulated Gas,Utilities,FY25,2024-10-19,2024-10-21,2025-10-28,252,-0.12832229604389198,0.01586350129873997,-0.15307451996427351,-0.14193422360218308,-0.018315150195546442,-0.07429443045321713
TECHNOE,542141,Engineering & Construction,Industrials,FY25,2024-10-07,2024-10-08,2025-10-14,252,-0.16296956306402097,9.065512482045053e-05,-0.17798549584955442,-0.16304543728437298,-0.07644417851802071,-0.06299416288520615
DALBHARAT,542216,Building Materials,Basic Materials,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.1786539362621899,0.01586350129873997,0.1486340643512024,0.16024833528848023,0.009240838613739505,0.12684695165554177
CHALET,542399,Lodging,Consumer Cyclical,FY25,2024-10-18,2024-10-21,2025-10-28,252,0.010393184973289716,0.01586350129873997,-0.005399443863787143,-0.00538489306728382,-0.013973409718777568,-0.0248314163892427
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY25,2024-10-09,2024-10-10,2025-10-16,252,0.05412460677110623,-0.0015169252325268464,0.05422874280284368,0.05572606427664373,0.15021413987603147,0.15410000694992104
AFFLE,542752,Advertising Agencies,Communication Services,FY25,2024-10-14,2024-10-15,2025-10-21,252,0.16453418585966756,0.0013549276644787519,0.15096715601805916,0.1629584612678561,0.0,0.17913002829949187
360ONE,542772,Asset Management,Financial Services,FY25,2024-10-19,2024-10-21,2025-10-28,252,0.07231164973180026,0.01586350129873997,0.05407774741648104,0.055566666546138975,-0.18572663173173937,-0.07063642472230763
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY25,2024-10-18,2024-10-21,2025-10-28,252,-0.2424261778899711,0.01586350129873997,-0.29337328243153077,-0.2542562842926222,-0.07170251701193639,-0.2942331624966192
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY25,2024-10-04,2024-10-07,2025-10-13,252,-0.03797779994931429,-0.010203907187896858,-0.028461427682886224,-0.028060216607351127,-0.18444456418496566,-0.08978478455596241
SBICARD,543066,Credit Services,Financial Services,FY25,2024-10-21,2024-10-22,2025-10-29,252,0.17414965934131132,0.029623994524626215,0.13135050969189668,0.1403674211025085,0.06736225271500158,0.031201584887203426
