BSE Code,NSE Symbol,FY,Industry,n_obs,mar_pct,capm_alpha,ff5_alpha,total_vol,idio_vol,downside_vol,roe
543299.0,SHYAMMETL,FY23,Steel,250,0.34972308515316386,0.17026706702886615,-0.2292934524084518,0.02446081578083102,0.02052772135618057,0.010980215547543668,0.1072691405427987
543300.0,SONACOMS,FY23,Auto Parts,250,-0.15065382748595646,-0.12305961918351717,0.05264844406940135,0.021169247078517528,0.019718335956799515,0.010673795549672925,0.1951709373330395
543308.0,KIMS,FY23,Medical Care Facilities,250,-0.17416194483423947,-0.0266147462812962,-0.13710984780482896,0.014796278145290817,0.014457951168634362,0.008291792135964784,0.169565693031397
543330.0,DEVYANI,FY23,Restaurants,250,-0.37289123144653297,-0.3234410580388979,-0.5829551547738646,0.019102878650698343,0.018086240375085782,0.011719256126813158,0.0447666758543347
543334.0,NUVOCO,FY23,Building Materials,250,-0.30780706298335303,-0.3304474230807109,-0.5663083758586961,0.017314758980568334,0.014221085915251105,0.007284371038020517,0.0164044828753094
543374.0,ABSLAMC,FY23,Asset Management,250,0.3148017676505787,0.2839879278540917,0.33339007301006834,0.0188768615718173,0.01630296192411439,0.008394331276832728,0.2462573527555477
543384.0,NYKAA,FY23,Internet Retail,250,0.001797748926035107,0.03214625547180458,-0.32316568445815064,0.021214073994511994,0.019762402095932448,0.012287851228888303,0.0255579411042361
543390.0,POLICYBZR,FY23,Insurance Brokers,250,0.24247830558773026,0.2670941799473424,-0.04358435417690977,0.02472553584023252,0.023375362132724283,0.0126814352277508,0.0114085603377942
543415.0,ANANDRATHI,FY23,Asset Management,250,1.5484868586322416,1.9194228624528704,0.7310154535167296,0.02282362181562432,0.022542672193782545,0.012848592677287583,0.3467257657346645
543463.0,MANYAVAR,FY23,Apparel Manufacturing,250,-0.36707891455312364,-0.2912787729252964,-0.19383708150416964,0.018104865911371646,0.0174415321375933,0.010451061004603074,0.2585536994032012
543524.0,RAINBOW,FY23,Medical Care Facilities,250,-0.24785502569127735,-0.07349791918201384,-0.236296555488118,0.02388340719218087,0.023826397750588958,0.016379961883230255,0.1723696668911963
543529.0,DELHIVERY,FY23,Integrated Freight & Logistics,250,-0.24929272201391417,-0.24764821679016627,-0.12893869263640678,0.022117297828466068,0.02025348407676353,0.016259411306777397,-0.0272493872370783
543530.0,PARADEEP,FY23,Agricultural Inputs,250,-0.03441270139093611,-0.0682916841451959,-0.2874830858880208,0.026708477729823505,0.02481433811442712,0.012307716964836131,0.0280297377390377
543573.0,SYRMA,FY23,Electronic Components,250,-0.24784563209640886,-0.2723754582762915,-0.3388168130105657,0.028274767695278293,0.02651261873218852,0.022832510164025883,0.0665555423264674
543635.0,PPLPHARMA,FY23,Drug Manufacturers - Specialty & Generic,250,0.34927442533156994,0.4300138378066579,-0.18082996113804736,0.02173394192730746,0.020667756125331085,0.010287372638109277,0.0022524629203143
543653.0,BIKAJI,FY23,Packaged Foods,250,0.20868611083165003,0.3340495806961632,-0.12497426717439221,0.019530515882085944,0.018761485066055305,0.010967890832923165,0.2180808413845667
543654.0,MEDANTA,FY23,Medical Care Facilities,250,0.32897238227058073,0.4575725050394837,0.09836525207851501,0.021639228968547336,0.0208808829946283,0.013681022583598684,0.1645751502171476
543663.0,FIVESTAR,FY23,Credit Services,250,-0.09639056371074797,0.0017257395945738012,0.09010526036668438,0.021563298592106397,0.02092689874126752,0.011840375911027747,0.1608720964370056
543664.0,KAYNES,FY23,Electronic Components,250,0.6472810012101634,0.4003307433983848,1.8195252422806665,0.03071770705245933,0.02729135215791474,0.016250173981538187,0.0737021234160431
543720.0,KFINTECH,FY23,Software - Application,250,0.5194969071755994,0.46910632245046135,0.021246081646338937,0.02455849254814123,0.02249815473029789,0.013789020845744569,0.2156443088896484
500002.0,ABB,FY24,Specialty Industrial Machinery,250,-0.21509908082040255,-0.20526641268746465,-0.2669357210028167,0.020866970948747735,0.016797172893445886,0.011870658510427958,0.2645278005483789
500008.0,ARE&M,FY24,Electrical Equipment & Parts,250,-0.3917234855676484,-0.385082667662847,-0.3473867814201853,0.020713897002294934,0.017378984019743887,0.009202730170155009,0.1278459033742808
500027.0,ATUL,FY24,Specialty Chemicals,250,0.0035361746940151,0.004127569516240026,-0.13442979529627036,0.019835598357706322,0.017383127236044415,0.00975298303957288,0.0864384528136749
500033.0,FORCEMOT,FY24,Auto Manufacturers,250,0.8902154508828614,0.9425784964561623,1.4808403542122057,0.03311033853596992,0.030162827097980776,0.014946479895614779,0.2639718074918492
500034.0,BAJFINANCE,FY24,Credit Services,250,0.3293459728468035,0.3228005945233563,0.2071302794445671,0.01600961787621031,0.013720904147870945,0.008390458492394637,0.1720687368158583
500040.0,ABREL,FY24,Real Estate Services,250,-0.005927787550847649,0.03252697601966546,-0.6369637713633989,0.028777556489231734,0.024381192476028882,0.013105235624930468,-0.0419971564425325
500042.0,BASF,FY24,Specialty Chemicals,250,-0.06412415950052032,-0.07511406706267058,-0.7463984326741091,0.029102317788968338,0.02809351249942824,0.018365992934986915,0.131817031158854
500043.0,BATAINDIA,FY24,Footwear & Accessories,250,-0.2716824596212786,-0.2832982805520739,-0.11786462973246131,0.014798278674771544,0.01337530971825458,0.00902677477902295,0.2099452495074487
500049.0,BEL,FY24,Aerospace & Defense,250,0.2497932232592855,0.2758449029394658,1.1902587089308077,0.020301667710766635,0.01531930947659008,0.009009415558289394,0.2664198110633431
500067.0,BLUESTARCO,FY24,Building Products & Equipment,250,-0.12271546170663812,-0.11628908029656697,0.05604510070431382,0.023671488371731924,0.021125349326758722,0.011852046524694999,0.1928992306738618
500084.0,CESC,FY24,Utilities - Regulated Electric,250,0.09137095770792433,0.1133873486341251,0.024283430218380468,0.022842078147158766,0.018593046900438576,0.010103924814159908,0.113986004669551
500085.0,CHAMBLFERT,FY24,Agricultural Inputs,250,0.13680841169039784,0.15149683895152183,0.49166155876675305,0.02352754226307439,0.019949051925213377,0.014347928998148825,0.1889901718831991
500092.0,CRISIL,FY24,Financial Data & Stock Exchanges,250,0.3968244954464381,0.3623192135032499,0.11763431971590733,0.02197218269188195,0.021482649511973668,0.011866671136665652,0.2667126737938725
500093.0,CGPOWER,FY24,Electrical Equipment & Parts,250,0.008202536893563551,0.040492479403585,0.005025977983650321,0.024679025306999676,0.01999366084443967,0.011075504285955993,0.2535412791529546
