NSE Symbol,BSE Code,Industry,Sector,FY,FY_End,net_income,equity,roe,CG_Filing_Date
DIXON,540699,Consumer Electronics,Technology,FY24,2024-03-31,3677500000.0,16948500000.0,0.21698085376286988,2023-10-17
DIXON,540699,Consumer Electronics,Technology,FY25,2025-03-31,10955400000.0,30102000000.0,0.36394259517640026,2024-10-17
DLF,532868,Real Estate - Development,Real Estate,FY23,2023-03-31,20358252000.0,376875344000.0,0.05401852979801194,2022-10-07
DLF,532868,Real Estate - Development,Real Estate,FY24,2024-03-31,27271051000.0,394308144000.0,0.06916177465510324,2023-10-04
DLF,532868,Real Estate - Development,Real Estate,FY25,2025-03-31,43676215000.0,425502201000.0,0.10264627279801074,2024-10-04
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY23,2023-03-31,2388480000.0,16662980000.0,0.14334050692013073,2022-10-12
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY24,2024-03-31,3577350000.0,18492830000.0,0.19344524337270175,2023-10-18
LALPATHLAB,539524,Diagnostics & Research,Healthcare,FY25,2025-03-31,4871380000.0,21727150000.0,0.22420704050001955,2024-10-16
DEEPAKFERT,500645,Chemicals,Basic Materials,FY23,2023-03-31,12101000000.0,50670000000.0,0.2388198144858891,2022-10-20
DEEPAKFERT,500645,Chemicals,Basic Materials,FY24,2024-03-31,4528400000.0,55418700000.0,0.08171249054921895,2023-10-20
DEEPAKFERT,500645,Chemicals,Basic Materials,FY25,2025-03-31,9335900000.0,62366200000.0,0.1496948667707829,2024-10-21
DEEPAKNTR,506401,Chemicals,Basic Materials,FY23,2023-03-31,8520000000.0,40899600000.0,0.20831499574567966,2022-10-18
DEEPAKNTR,506401,Chemicals,Basic Materials,FY24,2024-03-31,8108900000.0,47966200000.0,0.16905445918167375,2023-10-17
DEEPAKNTR,506401,Chemicals,Basic Materials,FY25,2025-03-31,6972400000.0,53886700000.0,0.12938999790300762,2024-10-15
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY23,2023-03-31,9474800000.0,60848400000.0,0.15571157170936295,2022-10-18
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY24,2024-03-31,8996700000.0,70582500000.0,0.12746360641802146,2023-10-17
EIDPARRY,500125,Agricultural Inputs,Basic Materials,FY25,2025-03-31,8783500000.0,79357300000.0,0.11068294914267497,2024-10-18
ECLERX,532927,Information Technology Services,Technology,FY23,2023-03-31,4888200000.0,17148710000.0,0.2850476799712631,2022-10-18
ECLERX,532927,Information Technology Services,Technology,FY24,2024-03-31,5114560000.0,22475010000.0,0.2275665283352488,2023-10-16
ECLERX,532927,Information Technology Services,Technology,FY25,2025-03-31,5410920000.0,23057620000.0,0.2346694932087527,2024-10-15
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY23,2023-03-31,29139400000.0,149902800000.0,0.19438863049923016,2022-10-20
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,40010100000.0,180455300000.0,0.2217175112063763,2023-10-21
EICHERMOT,505200,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,47344400000.0,212964900000.0,0.22231081272078168,2024-10-18
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY23,2023-03-31,6367800000.0,81867100000.0,0.07778216157650632,2022-10-20
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY24,2024-03-31,10766500000.0,93885100000.0,0.11467740887531674,2023-10-18
ESCORTS,500495,Farm & Heavy Construction Machinery,Industrials,FY25,2025-03-31,12649400000.0,103668000000.0,0.12201836632326273,2024-10-17
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY23,2023-03-31,4795750000.0,44121290000.0,0.10869469138368348,2022-10-18
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY24,2024-03-31,6804880000.0,49774410000.0,0.13671442815695856,2023-10-13
ENDURANCE,540153,Auto Parts,Consumer Cyclical,FY25,2025-03-31,8363530000.0,57174160000.0,0.1462816419165581,2024-10-09
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,3821580000.0,21959880000.0,0.17402554112317553,2022-10-20
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,3920500000.0,25861800000.0,0.15159424324679643,2023-10-17
ERIS,540596,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,3518400000.0,28543600000.0,0.12326405919365462,2024-10-18
FSL,532809,Information Technology Services,Technology,FY23,2023-03-31,5137200000.0,33668450000.0,0.15258201669515525,2022-10-13
FSL,532809,Information Technology Services,Technology,FY24,2024-03-31,5147290000.0,37004030000.0,0.13910079523770788,2023-10-12
FSL,532809,Information Technology Services,Technology,FY25,2025-03-31,5944550000.0,40976300000.0,0.14507288359368709,2024-10-04
NYKAA,543384,Internet Retail,Consumer Cyclical,FY23,2023-03-31,192620000.0,13780100000.0,0.013978127880058925,2022-10-20
NYKAA,543384,Internet Retail,Consumer Cyclical,FY24,2024-03-31,322600000.0,12622300000.0,0.025557941104236155,2023-10-18
NYKAA,543384,Internet Retail,Consumer Cyclical,FY25,2025-03-31,660800000.0,13012800000.0,0.05078076970367638,2024-10-18
FINEORG,541557,Specialty Chemicals,Basic Materials,FY23,2023-03-31,6181023000.0,15412489000.0,0.4010398969303401,2022-10-14
FINEORG,541557,Specialty Chemicals,Basic Materials,FY24,2024-03-31,4118941000.0,19210491000.0,0.21441102156108346,2023-10-20
FINEORG,541557,Specialty Chemicals,Basic Materials,FY25,2025-03-31,4104964000.0,22952303000.0,0.17884758666701114,2024-10-19
FIVESTAR,543663,Credit Services,Financial Services,FY23,2023-03-31,6034961000.0,43395347000.0,0.1390693108180469,2023-04-21
FIVESTAR,543663,Credit Services,Financial Services,FY24,2024-03-31,8359163000.0,51961547000.0,0.16087209643700562,2023-10-20
FIVESTAR,543663,Credit Services,Financial Services,FY25,2025-03-31,10724899000.0,63046067000.0,0.1701121023140111,2024-10-21
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY23,2023-03-31,1336400000.0,18750300000.0,0.07127352629024603,2022-10-21
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,3880900000.0,22551400000.0,0.17209131140417003,2023-10-13
FORCEMOT,500033,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,8007400000.0,30334300000.0,0.2639718074918492,2024-10-11
GICRE,540755,Insurance - Reinsurance,Financial Services,FY23,2023-03-31,69073065000.0,451847377000.0,0.15286813317055065,2022-10-21
GICRE,540755,Insurance - Reinsurance,Financial Services,FY24,2024-03-31,66858300000.0,552565500000.0,0.12099615339719906,2023-10-13
GICRE,540755,Insurance - Reinsurance,Financial Services,FY25,2025-03-31,74318500000.0,614997000000.0,0.12084367891225485,2024-10-18
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,7810430000.0,79587220000.0,0.09813673602369828,2022-10-19
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,7724600000.0,87238430000.0,0.08854583925914301,2023-10-17
GLAND,543245,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,6985260000.0,91507410000.0,0.07633545742361192,2024-10-16
MEDANTA,543654,Medical Care Facilities,Healthcare,FY23,2023-03-31,3260790000.0,24282080000.0,0.13428791932157377,2023-04-20
MEDANTA,543654,Medical Care Facilities,Healthcare,FY24,2024-03-31,4781940000.0,29056270000.0,0.16457515021714764,2023-10-18
MEDANTA,543654,Medical Care Facilities,Healthcare,FY25,2025-03-31,4814370000.0,33864100000.0,0.14216736898367296,2024-10-15
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY23,2023-03-31,-1792600000.0,-7927800000.0,-0.22611569413960997,2022-10-21
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY24,2024-03-31,-5592700000.0,-21641600000.0,-0.25842359160136036,2023-10-20
GMRAIRPORT,532754,Airports & Air Services,Industrials,FY25,2025-03-31,-3928500000.0,-25034200000.0,-0.15692532615382157,2024-10-21
GPIL,532734,Steel,Basic Materials,FY23,2023-03-31,7934019000.0,39054524000.0,0.2031523671879857,2022-10-20
GPIL,532734,Steel,Basic Materials,FY24,2024-03-31,9353421000.0,44958846000.0,0.20804406323062652,2023-10-16
GPIL,532734,Steel,Basic Materials,FY25,2025-03-31,8116675000.0,49059846000.0,0.16544436360440268,2024-10-18
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY23,2023-03-31,6904669000.0,35479321000.0,0.19461108063482951,2022-10-12
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY24,2024-03-31,8830429000.0,42321142000.0,0.2086528997728842,2023-10-18
GODFRYPHLP,500163,Tobacco,Consumer Defensive,FY25,2025-03-31,10720328000.0,52458160000.0,0.20435958867028503,2024-10-18
GMDCLTD,532181,Thermal Coal,Energy,FY23,2023-03-31,12044468000.0,57851691000.0,0.20819560831851916,2022-10-19
GMDCLTD,532181,Thermal Coal,Energy,FY24,2024-03-31,5973600000.0,60997400000.0,0.0979320430051117,2023-10-14
GMDCLTD,532181,Thermal Coal,Energy,FY25,2025-03-31,6857900000.0,64117400000.0,0.10695848552810937,2024-10-17
GALLANTT,532726,Steel,Basic Materials,FY23,2023-03-31,1409109000.0,22250316000.0,0.06332984214696097,2022-10-19
GALLANTT,532726,Steel,Basic Materials,FY24,2024-03-31,2253486000.0,24507268000.0,0.09195174264222353,2023-10-19
GALLANTT,532726,Steel,Basic Materials,FY25,2025-03-31,4007424000.0,28425597000.0,0.140979413730519,2024-10-21
GRSE,542011,Aerospace & Defense,Industrials,FY23,2023-03-31,2281240000.0,14138175000.0,0.16135321567316857,2022-10-13
GRSE,542011,Aerospace & Defense,Industrials,FY24,2024-03-31,3572677000.0,16734389000.0,0.2134931248460879,2023-10-13
GRSE,542011,Aerospace & Defense,Industrials,FY25,2025-03-31,5274038000.0,20792624000.0,0.25364946723414994,2024-10-09
GODREJIND,500164,Conglomerates,Industrials,FY23,2023-03-31,9747800000.0,79842800000.0,0.1220874017444278,2022-10-19
GODREJIND,500164,Conglomerates,Industrials,FY24,2024-03-31,599700000.0,80013100000.0,0.007495022690034507,2023-10-18
GODREJIND,500164,Conglomerates,Industrials,FY25,2025-03-31,9813800000.0,101515400000.0,0.09667301709888351,2024-10-18
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY23,2023-03-31,13288124000.0,55207185000.0,0.24069555439205967,2022-10-20
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY24,2024-03-31,4349500000.0,59363400000.0,0.07326905130096996,2023-10-20
FLUOROCHEM,542812,Specialty Chemicals,Basic Materials,FY25,2025-03-31,5460600000.0,72526000000.0,0.07529161955712434,2024-10-18
HATSUN,531531,Packaged Foods,Consumer Defensive,FY23,2023-03-31,1658562000.0,14406764000.0,0.1151238404405042,2022-10-15
HATSUN,531531,Packaged Foods,Consumer Defensive,FY24,2024-03-31,2672700000.0,15722500000.0,0.1699920496104309,2023-10-17
HATSUN,531531,Packaged Foods,Consumer Defensive,FY25,2025-03-31,2788100000.0,17175600000.0,0.1623291180511889,2024-10-15
HCLTECH,532281,Information Technology Services,Technology,FY23,2023-03-31,148510000000.0,654050000000.0,0.22706215121168105,2022-10-17
HCLTECH,532281,Information Technology Services,Technology,FY24,2024-03-31,157020000000.0,682630000000.0,0.2300221203287286,2023-10-16
HCLTECH,532281,Information Technology Services,Technology,FY25,2025-03-31,173900000000.0,696550000000.0,0.24965903380948962,2024-10-21
HDFCAMC,541729,Asset Management,Financial Services,FY23,2023-03-31,14233700000.0,61078200000.0,0.23304059386163967,2022-10-18
HDFCAMC,541729,Asset Management,Financial Services,FY24,2024-03-31,19426900000.0,70750100000.0,0.27458477090491745,2023-10-10
HDFCAMC,541729,Asset Management,Financial Services,FY25,2025-03-31,24601900000.0,81299800000.0,0.30260714048497045,2024-10-14
HDFCBANK,500180,Banks - Regional,Financial Services,FY23,2023-03-31,495446900000.0,2912200700000.0,0.17012800663086167,2023-01-19
HDFCBANK,500180,Banks - Regional,Financial Services,FY24,2024-03-31,622656600000.0,6947327400000.0,0.08962534283327428,2023-10-19
HDFCBANK,500180,Banks - Regional,Financial Services,FY25,2025-03-31,673508300000.0,7676891400000.0,0.08773190408815736,2024-10-17
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY23,2023-03-31,28099600000.0,166555700000.0,0.16870992706944282,2022-10-18
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,37448300000.0,176989200000.0,0.2115852266691979,2023-10-17
HEROMOTOCO,500182,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,43784800000.0,192720400000.0,0.22719338482070398,2024-10-15
HAL,541154,Aerospace & Defense,Industrials,FY23,2023-03-31,58277400000.0,235721500000.0,0.24722988781252453,2022-10-14
HAL,541154,Aerospace & Defense,Industrials,FY24,2024-03-31,76210500000.0,291381700000.0,0.26154868339363796,2023-10-17
HAL,541154,Aerospace & Defense,Industrials,FY25,2025-03-31,83641300000.0,349816100000.0,0.2391007732348511,2024-10-17
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY23,2023-03-31,939000000.0,12153100000.0,0.07726423710822752,2022-10-13
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY24,2024-03-31,1637800000.0,13598700000.0,0.12043798304249671,2023-10-13
POWERINDIA,543187,Electrical Equipment & Parts,Industrials,FY25,2025-03-31,3839800000.0,42141100000.0,0.09111769744975808,2024-10-11
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY23,2023-03-31,4380000000.0,31885000000.0,0.13736866865297162,2022-10-21
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY24,2024-03-31,5014000000.0,36062000000.0,0.13903832288835893,2023-10-21
HONAUT,517174,Electrical Equipment & Parts,Industrials,FY25,2025-03-31,5236000000.0,40382000000.0,0.12966173047397356,2024-10-21
HSCL,500184,Specialty Chemicals,Basic Materials,FY23,2023-03-31,2159773000.0,22805056000.0,0.09470588451964336,2022-10-17
HSCL,500184,Specialty Chemicals,Basic Materials,FY24,2024-03-31,4107716000.0,30455752000.0,0.13487488340461926,2023-10-09
HSCL,500184,Specialty Chemicals,Basic Materials,FY25,2025-03-31,5556336000.0,37217390000.0,0.1492940799986243,2024-10-07
HINDCOPPER,513599,Copper,Basic Materials,FY23,2023-03-31,2954594000.0,20821743000.0,0.1418994557756284,2022-10-10
HINDCOPPER,513599,Copper,Basic Materials,FY24,2024-03-31,2953068000.0,22851078000.0,0.1292310148343986,2023-10-09
HINDCOPPER,513599,Copper,Basic Materials,FY25,2025-03-31,4651160000.0,26609104000.0,0.17479581424462845,2024-10-08
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY23,2023-03-31,101200000000.0,503040000000.0,0.201176844783715,2022-10-12
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY24,2024-03-31,102770000000.0,512180000000.0,0.20065211449099926,2023-10-18
HINDUNILVR,500696,Household & Personal Products,Consumer Defensive,FY25,2025-03-31,106490000000.0,494020000000.0,0.21555807457187967,2024-10-21
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY23,2023-03-31,105110000000.0,129320000000.0,0.8127899783482834,2022-10-15
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY24,2024-03-31,77590000000.0,151950000000.0,0.5106284962158605,2023-10-09
HINDZINC,500188,Other Industrial Metals & Mining,Basic Materials,FY25,2025-03-31,103530000000.0,133260000000.0,0.7769022962629446,2024-10-09
HUDCO,540530,Credit Services,Financial Services,FY23,2023-03-31,17014300000.0,154435600000.0,0.11017084143811401,2022-10-20
HUDCO,540530,Credit Services,Financial Services,FY24,2024-03-31,21166900000.0,166130000000.0,0.12741166556311323,2023-10-17
HUDCO,540530,Credit Services,Financial Services,FY25,2025-03-31,27091400000.0,179684900000.0,0.15077171203590284,2024-10-18
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY23,2023-03-31,24849294000.0,258475509000.0,0.09613790527442195,2022-10-15
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY24,2024-03-31,29423500000.0,322735800000.0,0.09116899953460385,2023-10-20
IDFCFIRSTB,539437,Banks - Regional,Financial Services,FY25,2025-03-31,14903500000.0,381557800000.0,0.039059612986551445,2024-10-19
IFCI,500106,Credit Services,Financial Services,FY23,2023-03-31,-2078000000.0,37671900000.0,-0.0551604777035403,2022-10-17
IFCI,500106,Credit Services,Financial Services,FY24,2024-03-31,1036600000.0,45347400000.0,0.022859083431464648,2023-10-12
IFCI,500106,Credit Services,Financial Services,FY25,2025-03-31,1710400000.0,86907500000.0,0.01968069499180163,2024-10-04
IIFL,532636,Credit Services,Financial Services,FY23,2023-03-31,15003000000.0,89920600000.0,0.16684719630429512,2022-07-25
IIFL,532636,Credit Services,Financial Services,FY24,2024-03-31,17635400000.0,106369900000.0,0.16579314260895234,2023-10-13
IIFL,532636,Credit Services,Financial Services,FY25,2025-03-31,3787700000.0,124121900000.0,0.030515968576053057,2024-10-18
IRFC,543257,Credit Services,Financial Services,FY23,2023-03-31,61671560000.0,446801810000.0,0.13802889473522947,2022-10-20
IRFC,543257,Credit Services,Financial Services,FY24,2024-03-31,64121100000.0,491785700000.0,0.13038423036700741,2023-10-19
IRFC,543257,Credit Services,Financial Services,FY25,2025-03-31,65020000000.0,526678500000.0,0.12345292241851528,2024-10-17
IGL,532514,Utilities - Regulated Gas,Utilities,FY23,2023-03-31,16396500000.0,79312400000.0,0.20673312117651213,2022-10-17
IGL,532514,Utilities - Regulated Gas,Utilities,FY24,2024-03-31,19850700000.0,96333700000.0,0.2060618454393426,2023-10-17
IGL,532514,Utilities - Regulated Gas,Utilities,FY25,2025-03-31,17177600000.0,106157700000.0,0.1618120965318578,2024-10-17
INDUSTOWER,534816,Telecom Services,Communication Services,FY23,2023-03-31,20400000000.0,211095000000.0,0.09663895402543879,2022-10-21
INDUSTOWER,534816,Telecom Services,Communication Services,FY24,2024-03-31,60362000000.0,270388000000.0,0.22324215571696968,2023-10-16
INDUSTOWER,534816,Telecom Services,Communication Services,FY25,2025-03-31,99317000000.0,324983000000.0,0.30560675481486727,2024-10-21
NAUKRI,532777,Internet Content & Information,Communication Services,FY23,2023-03-31,-1074100000.0,133980240000.0,-0.008016853828594425,2022-10-21
NAUKRI,532777,Internet Content & Information,Communication Services,FY24,2024-03-31,5752080000.0,302622910000.0,0.01900741751508503,2023-10-20
NAUKRI,532777,Internet Content & Information,Communication Services,FY25,2025-03-31,9621400000.0,349030620000.0,0.027566062828527766,2024-10-17
INFY,500209,Information Technology Services,Technology,FY23,2023-03-31,2981000000.0,9172000000.0,0.3250109027474924,2022-10-21
INFY,500209,Information Technology Services,Technology,FY24,2024-03-31,3167000000.0,10559000000.0,0.2999337058433564,2023-10-17
INFY,500209,Information Technology Services,Technology,FY25,2025-03-31,3158000000.0,11205000000.0,0.2818384649709951,2024-10-17
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY23,2023-03-31,-6668747000.0,17130583000.0,-0.38928896932462836,2022-10-20
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY24,2024-03-31,-356518000.0,28084161000.0,-0.012694628833668915,2023-10-21
INOXWIND,539083,Specialty Industrial Machinery,Industrials,FY25,2025-03-31,4482167000.0,50467440000.0,0.08881304460856346,2024-10-19
INDIGO,539448,Airlines,Industrials,FY23,2023-03-31,-3057890000.0,-62465160000.0,-0.04895352865501345,2022-10-19
INDIGO,539448,Airlines,Industrials,FY24,2024-03-31,81725000000.0,19965000000.0,4.093413473578763,2023-10-20
INDIGO,539448,Airlines,Industrials,FY25,2025-03-31,72584000000.0,93682000000.0,0.7747913153006981,2024-10-15
IRB,532947,Infrastructure Operations,Industrials,FY23,2023-03-31,7200110000.0,133788990000.0,0.05381690974720715,2022-10-18
IRB,532947,Infrastructure Operations,Industrials,FY24,2024-03-31,6058160000.0,137445050000.0,0.04407696021064418,2023-10-17
IRB,532947,Infrastructure Operations,Industrials,FY25,2025-03-31,64806840000.0,198265790000.0,0.326868493046632,2024-10-18
IRCON,541956,Engineering & Construction,Industrials,FY23,2023-03-31,7652300000.0,52114900000.0,0.14683516614250436,2022-10-14
IRCON,541956,Engineering & Construction,Industrials,FY24,2024-03-31,9295700000.0,58709200000.0,0.15833463920475838,2023-10-10
IRCON,541956,Engineering & Construction,Industrials,FY25,2025-03-31,7274100000.0,63263500000.0,0.11498099219929343,2024-10-16
ITC,500875,Tobacco,Consumer Defensive,FY23,2023-03-31,191916600000.0,691552600000.0,0.27751554979332016,2022-10-12
ITC,500875,Tobacco,Consumer Defensive,FY24,2024-03-31,204587800000.0,745070000000.0,0.2745886963641,2023-10-13
ITC,500875,Tobacco,Consumer Defensive,FY25,2025-03-31,347466300000.0,700300500000.0,0.4961674309814144,2024-10-17
INDIANB,532814,Banks - Regional,Financial Services,FY23,2023-03-31,55723100000.0,495068200000.0,0.11255641141967915,2022-10-15
INDIANB,532814,Banks - Regional,Financial Services,FY24,2024-03-31,84194100000.0,602482000000.0,0.13974541978017602,2023-10-17
INDIANB,532814,Banks - Regional,Financial Services,FY25,2025-03-31,112614700000.0,715129100000.0,0.1574746433895642,2024-10-17
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,4098355000.0,24803522000.0,0.1652327842795874,2022-10-19
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,5526278000.0,29233293000.0,0.18904055728514746,2023-10-18
JBCHEPHARM,506943,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,6595818000.0,34333151000.0,0.19211222412996698,2024-10-18
JINDALSTEL,532286,Steel,Basic Materials,FY23,2023-03-31,39740900000.0,387065500000.0,0.10267228673183221,2022-10-19
JINDALSTEL,532286,Steel,Basic Materials,FY24,2024-03-31,59384200000.0,443160100000.0,0.13400168471845728,2023-10-19
JINDALSTEL,532286,Steel,Basic Materials,FY25,2025-03-31,28121300000.0,471848800000.0,0.059598117023928004,2024-10-16
JMFINANCIL,523405,Capital Markets,Financial Services,FY23,2023-03-31,5972900000.0,81362600000.0,0.07341087920002556,2022-10-19
JMFINANCIL,523405,Capital Markets,Financial Services,FY24,2024-03-31,4098400000.0,84905000000.0,0.04827041988104352,2023-10-20
JMFINANCIL,523405,Capital Markets,Financial Services,FY25,2025-03-31,8213100000.0,97278000000.0,0.08442916178375377,2024-10-21
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY23,2023-03-31,3532010000.0,20377900000.0,0.17332551440531163,2022-10-21
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY24,2024-03-31,3993440000.0,21706420000.0,0.1839750635986957,2023-10-17
JUBLFOOD,533155,Restaurants,Consumer Cyclical,FY25,2025-03-31,2107640000.0,21027480000.0,0.10023264794449929,2024-10-17
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,-610000000.0,53993000000.0,-0.011297760820847148,2022-10-19
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,771000000.0,54339000000.0,0.014188704245569481,2023-10-18
JUBLPHARMA,530019,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,8394000000.0,62549000000.0,0.13419878815009034,2024-10-11
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY23,2023-03-31,8141000000.0,37066900000.0,0.21962991240163057,2022-10-19
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY24,2024-03-31,8053500000.0,43582300000.0,0.1847883200290026,2023-10-13
KPRMILL,532889,Textile Manufacturing,Consumer Cyclical,FY25,2025-03-31,8151100000.0,50020000000.0,0.16295681727309078,2024-10-10
KAJARIACER,500233,Building Products & Equipment,Industrials,FY23,2023-03-31,3445000000.0,23267800000.0,0.14805869055089008,2022-10-13
KAJARIACER,500233,Building Products & Equipment,Industrials,FY24,2024-03-31,4221100000.0,26165400000.0,0.16132373286859747,2023-10-09
KAJARIACER,500233,Building Products & Equipment,Industrials,FY25,2025-03-31,2943500000.0,27443400000.0,0.10725711828709271,2024-10-14
KPIL,522287,Engineering & Construction,Industrials,FY23,2023-03-31,4407500000.0,47206200000.0,0.09336697298236249,2022-07-21
KPIL,522287,Engineering & Construction,Industrials,FY24,2024-03-31,5096100000.0,51379900000.0,0.0991847006319592,2023-10-19
KPIL,522287,Engineering & Construction,Industrials,FY25,2025-03-31,5857000000.0,65133300000.0,0.0899232804110954,2024-10-18
KAYNES,543664,Electronic Components,Technology,FY23,2023-03-31,951960000.0,9590420000.0,0.0992615547598541,2023-04-20
KAYNES,543664,Electronic Components,Technology,FY24,2024-03-31,1832890000.0,24868890000.0,0.0737021234160431,2023-10-18
KAYNES,543664,Electronic Components,Technology,FY25,2025-03-31,2934330000.0,28402600000.0,0.1033120207304965,2024-10-14
KEC,532714,Engineering & Construction,Industrials,FY23,2023-03-31,1760300000.0,37714300000.0,0.04667460353234715,2022-10-14
KEC,532714,Engineering & Construction,Industrials,FY24,2024-03-31,3467800000.0,40957000000.0,0.08466928730131601,2023-10-13
KEC,532714,Engineering & Construction,Industrials,FY25,2025-03-31,5707400000.0,53474500000.0,0.10673124573394796,2024-10-18
KEI,517569,Electrical Equipment & Parts,Industrials,FY23,2023-03-31,4773460000.0,25891840000.0,0.184361559472019,2022-10-14
KEI,517569,Electrical Equipment & Parts,Industrials,FY24,2024-03-31,5807440000.0,31482640000.0,0.18446483522347554,2023-10-09
KEI,517569,Electrical Equipment & Parts,Industrials,FY25,2025-03-31,6964140000.0,57857500000.0,0.12036710884500713,2024-10-10
KFINTECH,543720,Software - Application,Technology,FY23,2023-03-31,1957360000.0,8702220000.0,0.22492651300472752,2023-04-18
KFINTECH,543720,Software - Application,Technology,FY24,2024-03-31,2460480000.0,11409900000.0,0.21564430888964847,2023-10-21
KFINTECH,543720,Software - Application,Technology,FY25,2025-03-31,3326250000.0,14078300000.0,0.23626787325174203,2024-10-09
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY23,2023-03-31,3324000000.0,23035900000.0,0.144296511097895,2022-10-14
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY24,2024-03-31,4418700000.0,26762100000.0,0.16511036129451725,2023-10-16
KIRLOSENG,533293,Specialty Industrial Machinery,Industrials,FY25,2025-03-31,4891500000.0,30865000000.0,0.1584804795075328,2024-10-18
KIMS,543308,Medical Care Facilities,Healthcare,FY23,2023-03-31,3363220000.0,16695380000.0,0.20144614857523457,2022-10-19
KIMS,543308,Medical Care Facilities,Healthcare,FY24,2024-03-31,3100000000.0,18282000000.0,0.169565693031397,2023-10-17
KIMS,543308,Medical Care Facilities,Healthcare,FY25,2025-03-31,3845000000.0,21378000000.0,0.17985779773599028,2024-10-18
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY23,2023-03-31,4735800000.0,45337000000.0,0.10445772768379029,2022-10-20
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY24,2024-03-31,11854400000.0,55825600000.0,0.21234702358774468,2023-10-17
KANSAINER,500165,Specialty Chemicals,Basic Materials,FY25,2025-03-31,11429500000.0,64231600000.0,0.17794200985184863,2024-10-16
LTF,533519,Credit Services,Financial Services,FY23,2023-03-31,16232500000.0,215283700000.0,0.07540050640155292,2022-10-13
LTF,533519,Credit Services,Financial Services,FY24,2024-03-31,23201000000.0,234384400000.0,0.09898696329619207,2023-10-11
LTF,533519,Credit Services,Financial Services,FY25,2025-03-31,26436600000.0,255640600000.0,0.10341315111918842,2024-10-11
LTTS,540115,Information Technology Services,Technology,FY23,2023-03-31,12121000000.0,44349000000.0,0.2733094320052312,2022-10-19
