NSE Symbol,BSE Code,Industry,Sector,FY,FY_End,net_income,equity,roe,CG_Filing_Date
LTTS,540115,Information Technology Services,Technology,FY24,2024-03-31,13037000000.0,53271000000.0,0.2447297779279533,2023-10-20
LTTS,540115,Information Technology Services,Technology,FY25,2025-03-31,12667000000.0,60800000000.0,0.2083388157894737,2024-10-21
LT,500510,Engineering & Construction,Industrials,FY23,2023-03-31,104707200000.0,893259500000.0,0.1172192403215415,2022-10-18
LT,500510,Engineering & Construction,Industrials,FY24,2024-03-31,130591100000.0,863592400000.0,0.15121844518316743,2023-10-20
LT,500510,Engineering & Construction,Industrials,FY25,2025-03-31,150371100000.0,976556000000.0,0.15398103129774432,2024-10-18
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,7901100000.0,40375300000.0,0.19569142520303254,2022-10-19
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,1605500000.0,41109500000.0,0.039054233206436466,2023-10-10
LAURUSLABS,540222,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,3583200000.0,44725600000.0,0.08011519129983723,2024-10-08
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY23,2023-03-31,28907700000.0,271846700000.0,0.10633824136912458,2022-10-18
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY24,2024-03-31,47629700000.0,314766600000.0,0.15131751589908204,2023-10-18
LICHSGFIN,500253,Mortgage Finance,Financial Services,FY25,2025-03-31,54422300000.0,363518000000.0,0.14971005562310533,2024-10-18
LMW,500252,Specialty Industrial Machinery,Industrials,FY23,2023-03-31,3840200000.0,23385500000.0,0.16421286694746745,2022-10-11
LMW,500252,Specialty Industrial Machinery,Industrials,FY24,2024-03-31,3736600000.0,27036400000.0,0.13820627006554126,2023-10-16
LMW,500252,Specialty Industrial Machinery,Industrials,FY25,2025-03-31,1026100000.0,27774200000.0,0.036944358433366215,2024-10-10
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY23,2023-03-31,4026519000.0,27570633000.0,0.14604376330423752,2022-10-20
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY24,2024-03-31,5933488000.0,33716208000.0,0.17598325410734209,2023-10-13
LTFOODS,532783,Packaged Foods,Consumer Defensive,FY25,2025-03-31,6053404000.0,38536520000.0,0.1570822689749879,2024-10-17
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY23,2023-03-31,102815000000.0,563657900000.0,0.1824067399747258,2022-10-20
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,112686400000.0,661905500000.0,0.17024545044572073,2023-10-19
M&M,500520,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,129291000000.0,770388600000.0,0.1678256921247277,2024-10-17
MARICO,531642,Household & Personal Products,Consumer Defensive,FY23,2023-03-31,13020000000.0,37990000000.0,0.3427217688865491,2022-10-19
MARICO,531642,Household & Personal Products,Consumer Defensive,FY24,2024-03-31,14810000000.0,38320000000.0,0.38648225469728603,2023-10-18
MARICO,531642,Household & Personal Products,Consumer Defensive,FY25,2025-03-31,16290000000.0,39750000000.0,0.409811320754717,2024-10-16
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY23,2023-03-31,82637000000.0,746002000000.0,0.11077316146605505,2022-10-19
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY24,2024-03-31,134882000000.0,856360000000.0,0.1575061889859405,2023-10-20
MARUTI,532500,Auto Manufacturers,Consumer Cyclical,FY25,2025-03-31,145002000000.0,962399000000.0,0.15066723884792066,2024-10-21
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY23,2023-03-31,11035100000.0,74095900000.0,0.14892996778499215,2022-10-17
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY24,2024-03-31,10576400000.0,84081400000.0,0.12578762960654793,2023-10-20
MAXHEALTH,543220,Medical Care Facilities,Healthcare,FY25,2025-03-31,10758800000.0,93808700000.0,0.11468872290096761,2024-10-15
MRF,500290,Auto Parts,Consumer Cyclical,FY23,2023-03-31,7689400000.0,147076600000.0,0.0522816002001678,2022-10-19
MRF,500290,Auto Parts,Consumer Cyclical,FY24,2024-03-31,20812300000.0,167029900000.0,0.12460224187405967,2023-10-20
MRF,500290,Auto Parts,Consumer Cyclical,FY25,2025-03-31,18692900000.0,184884600000.0,0.10110577084300153,2024-10-18
MAHSCOOTER,500266,Asset Management,Financial Services,FY23,2023-03-31,1952900000.0,190428100000.0,0.010255314210455285,2022-10-17
MAHSCOOTER,500266,Asset Management,Financial Services,FY24,2024-03-31,1993100000.0,270167300000.0,0.007377280670162525,2023-10-16
MAHSCOOTER,500266,Asset Management,Financial Services,FY25,2025-03-31,2143500000.0,308628600000.0,0.006945240978963064,2024-10-15
M&MFIN,532720,Credit Services,Financial Services,FY23,2023-03-31,20724000000.0,185600900000.0,0.11165894130901305,2022-10-18
M&MFIN,532720,Credit Services,Financial Services,FY24,2024-03-31,19326900000.0,199332500000.0,0.09695809765090992,2023-10-20
M&MFIN,532720,Credit Services,Financial Services,FY25,2025-03-31,22618700000.0,215294600000.0,0.10505930014036581,2024-10-17
MFSL,500271,Insurance - Life,Financial Services,FY23,2023-03-31,3784860000.0,35182386000.0,0.10757826373685969,2022-10-12
MFSL,500271,Insurance - Life,Financial Services,FY24,2024-03-31,3401071000.0,38659257000.0,0.08797559146053945,2023-10-18
MFSL,500271,Insurance - Life,Financial Services,FY25,2025-03-31,3272281000.0,52745179000.0,0.062039433025717856,2024-10-18
MAZDOCK,543237,Aerospace & Defense,Industrials,FY23,2023-03-31,11190300000.0,47601600000.0,0.2350824342038923,2022-10-14
MAZDOCK,543237,Aerospace & Defense,Industrials,FY24,2024-03-31,19369700000.0,62434700000.0,0.3102393380604055,2023-10-19
MAZDOCK,543237,Aerospace & Defense,Industrials,FY25,2025-03-31,24135100000.0,79398800000.0,0.3039731079059129,2024-10-17
MPHASIS,526299,Information Technology Services,Technology,FY23,2023-03-31,16379220000.0,79348390000.0,0.20642157956828108,2022-10-13
MPHASIS,526299,Information Technology Services,Technology,FY24,2024-03-31,15548200000.0,87946000000.0,0.17679257726332068,2023-10-10
MPHASIS,526299,Information Technology Services,Technology,FY25,2025-03-31,17021390000.0,96283960000.0,0.17678323575390958,2024-10-09
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY23,2023-03-31,1489700000.0,14793000000.0,0.10070303521936051,2022-10-17
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY24,2024-03-31,831100000.0,13784700000.0,0.060291482585765374,2023-10-20
MCX,534091,Financial Data & Stock Exchanges,Financial Services,FY25,2025-03-31,5600400000.0,18844000000.0,0.2971980471237529,2024-10-21
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,7153000000.0,48738000000.0,0.1467643317329394,2022-10-18
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,13883000000.0,58531000000.0,0.23719054859817873,2023-10-11
NATCOPHARM,524816,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,18854000000.0,76070000000.0,0.24785066386223215,2024-10-16
NBCC,534309,Engineering & Construction,Industrials,FY23,2023-03-31,2666650000.0,19445014000.0,0.13713798303256558,2022-10-19
NBCC,534309,Engineering & Construction,Industrials,FY24,2024-03-31,4015572000.0,22256203000.0,0.1804248460530307,2023-10-20
NBCC,534309,Engineering & Construction,Industrials,FY25,2025-03-31,5411300000.0,24790569000.0,0.21828058888039237,2024-10-21
NHPC,533098,Utilities - Renewable,Utilities,FY23,2023-03-31,39033100000.0,369552900000.0,0.1056224968062759,2022-10-18
NHPC,533098,Utilities - Renewable,Utilities,FY24,2024-03-31,35959500000.0,386685900000.0,0.09299408124268302,2023-10-11
NHPC,533098,Utilities - Renewable,Utilities,FY25,2025-03-31,30066700000.0,396681600000.0,0.07579554988181958,2024-10-15
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY23,2023-03-31,13956800000.0,151688400000.0,0.09200967246012219,2022-10-20
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY24,2024-03-31,18540800000.0,165310500000.0,0.11215742496695612,2023-10-17
NLCINDIA,513683,Utilities - Regulated Electric,Utilities,FY25,2025-03-31,26213600000.0,187229700000.0,0.14000770176953764,2024-10-18
NUVOCO,543334,Building Materials,Basic Materials,FY23,2023-03-31,158600000.0,88389900000.0,0.0017943226545114317,2022-10-17
NUVOCO,543334,Building Materials,Basic Materials,FY24,2024-03-31,1473700000.0,89835200000.0,0.016404482875309455,2023-10-20
NUVOCO,543334,Building Materials,Basic Materials,FY25,2025-03-31,218400000.0,90023200000.0,0.0024260412871348717,2024-10-16
NH,539551,Medical Care Facilities,Healthcare,FY23,2023-03-31,6062480000.0,21313820000.0,0.28443892272713195,2022-10-15
NH,539551,Medical Care Facilities,Healthcare,FY24,2024-03-31,7892620000.0,28836810000.0,0.27369948340333067,2023-10-20
NH,539551,Medical Care Facilities,Healthcare,FY25,2025-03-31,7901550000.0,36263550000.0,0.21789234644705222,2024-10-10
NATIONALUM,532234,Aluminum,Basic Materials,FY23,2023-03-31,14346600000.0,131263700000.0,0.109296020148754,2022-10-20
NATIONALUM,532234,Aluminum,Basic Materials,FY24,2024-03-31,19884600000.0,143880900000.0,0.13820180440906332,2023-10-17
NATIONALUM,532234,Aluminum,Basic Materials,FY25,2025-03-31,52679400000.0,178054400000.0,0.2958612648718594,2024-10-18
NAVINFLUOR,532504,Chemicals,Basic Materials,FY23,2023-03-31,3751800000.0,21849500000.0,0.17171102313554085,2023-01-18
NAVINFLUOR,532504,Chemicals,Basic Materials,FY24,2024-03-31,2705000000.0,23826700000.0,0.11352810082806264,2023-10-19
NAVINFLUOR,532504,Chemicals,Basic Materials,FY25,2025-03-31,2885800000.0,26262300000.0,0.10988374970965986,2024-10-16
NESTLEIND,500790,Packaged Foods,Consumer Defensive,FY23,2023-03-31,23905200000.0,24591700000.0,0.9720840771479808,2022-10-19
NESTLEIND,500790,Packaged Foods,Consumer Defensive,FY25,2025-03-31,32075900000.0,40102100000.0,0.7998558678971924,2024-10-17
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY23,2023-03-31,19045471000.0,122101198000.0,0.1559810330444096,2022-10-13
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY24,2024-03-31,19266037000.0,138444120000.0,0.13916110702281903,2023-10-10
OBEROIRLTY,533273,Real Estate - Development,Real Estate,FY25,2025-03-31,22255137000.0,157048662000.0,0.1417085425407827,2024-10-17
OIL,533106,Oil & Gas Integrated,Energy,FY23,2023-03-31,87285900000.0,384814900000.0,0.22682567644859905,2022-10-19
OIL,533106,Oil & Gas Integrated,Energy,FY24,2024-03-31,63351000000.0,483389900000.0,0.13105569644711237,2023-10-19
OIL,533106,Oil & Gas Integrated,Energy,FY25,2025-03-31,65509300000.0,497677200000.0,0.13163010079625911,2024-10-18
ONGC,500312,Oil & Gas Integrated,Energy,FY23,2023-03-31,367093340000.0,2845453780000.0,0.12901047368268972,2022-10-20
ONGC,500312,Oil & Gas Integrated,Energy,FY24,2024-03-31,491439260000.0,3390688760000.0,0.14493788571735497,2023-10-18
ONGC,500312,Oil & Gas Integrated,Energy,FY25,2025-03-31,362256230000.0,3434404760000.0,0.10547860701194696,2024-10-18
OFSS,532466,Software - Infrastructure,Technology,FY23,2023-03-31,18061410000.0,74589070000.0,0.2421455315101797,2022-10-12
OFSS,532466,Software - Infrastructure,Technology,FY24,2024-03-31,22194000000.0,78588000000.0,0.28240952817224,2023-10-13
OFSS,532466,Software - Infrastructure,Technology,FY25,2025-03-31,23796000000.0,83624000000.0,0.2845594566153257,2024-10-16
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY23,2023-03-31,3041926000.0,35047023000.0,0.08679556035330019,2022-10-20
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY24,2024-03-31,999092000.0,35644001000.0,0.02802973773903777,2023-10-10
PARADEEP,543530,Agricultural Inputs,Basic Materials,FY25,2025-03-31,5517855000.0,40768839000.0,0.1353449137955584,2024-10-18
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY23,2023-03-31,8864411000.0,98465667000.0,0.09002539941155327,2022-10-18
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY24,2024-03-31,7651509000.0,102053132000.0,0.07497573910813438,2023-10-21
PATANJALI,500368,Packaged Foods,Consumer Defensive,FY25,2025-03-31,13007064000.0,113708889000.0,0.11438915738592785,2024-10-18
POLICYBZR,543390,Insurance Brokers,Financial Services,FY23,2023-03-31,-4872200000.0,54763000000.0,-0.08896882931906579,2022-10-20
POLICYBZR,543390,Insurance Brokers,Financial Services,FY24,2024-03-31,669800000.0,58710300000.0,0.01140856033779422,2023-10-23
POLICYBZR,543390,Insurance Brokers,Financial Services,FY25,2025-03-31,3530100000.0,64322800000.0,0.05488100642384971,2024-10-18
PERSISTENT,533179,Information Technology Services,Technology,FY23,2023-03-31,9210930000.0,39650780000.0,0.23230135699726462,2023-04-20
PERSISTENT,533179,Information Technology Services,Technology,FY24,2024-03-31,10934910000.0,49577070000.0,0.22056386147870377,2023-10-14
PERSISTENT,533179,Information Technology Services,Technology,FY25,2025-03-31,14001610000.0,63190650000.0,0.22157724283576763,2024-10-11
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY23,2023-03-31,33258200000.0,152645600000.0,0.21787853695095044,2022-10-20
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY24,2024-03-31,36524400000.0,174101100000.0,0.20978845050375902,2023-10-20
PETRONET,532522,Oil & Gas Refining & Marketing,Energy,FY25,2025-03-31,39726800000.0,198775300000.0,0.19985782941844385,2024-10-17
PGEL,533581,Electronic Components,Technology,FY23,2023-03-31,774686000.0,3959278000.0,0.19566345177075214,2022-10-17
PGEL,533581,Electronic Components,Technology,FY24,2024-03-31,1349002000.0,10380815000.0,0.1299514537153393,2023-10-19
PGEL,533581,Electronic Components,Technology,FY25,2025-03-31,2877963000.0,28282070000.0,0.10175927716747749,2024-10-21
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY23,2023-03-31,10460000000.0,110138600000.0,0.09497124532180362,2022-10-20
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY24,2024-03-31,15080100000.0,149744400000.0,0.10070560234639826,2023-10-18
PNBHOUSING,540173,Mortgage Finance,Financial Services,FY25,2025-03-31,19361400000.0,168631300000.0,0.11481498393240164,2024-10-21
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY23,2023-03-31,12707830000.0,66372070000.0,0.19146351771159165,2022-10-15
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY24,2024-03-31,17840450000.0,81871340000.0,0.21790836695722826,2023-10-21
POLYCAB,542652,Electrical Equipment & Parts,Industrials,FY25,2025-03-31,20199900000.0,98250250000.0,0.20559642341876994,2024-10-09
PGHH,500459,Household & Personal Products,Consumer Defensive,FY23,2023-03-31,6781400000.0,9460300000.0,0.7168271619293257,2022-10-21
PGHH,500459,Household & Personal Products,Consumer Defensive,FY24,2024-03-31,6750200000.0,7748600000.0,0.8711509175851121,2023-10-21
PGHH,500459,Household & Personal Products,Consumer Defensive,FY25,2025-03-31,6750200000.0,7748600000.0,0.8711509175851121,2024-10-20
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,-1864600000.0,67735000000.0,-0.027527865948180408,2023-04-19
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,178200000.0,79113400000.0,0.0022524629203143844,2023-10-20
PPLPHARMA,543635,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,911300000.0,81254100000.0,0.011215434051943226,2024-10-16
PFC,532810,Credit Services,Financial Services,FY23,2023-03-31,158893300000.0,841584900000.0,0.18880246069053758,2022-10-21
PFC,532810,Credit Services,Financial Services,FY24,2024-03-31,197611600000.0,1011467700000.0,0.195371142350863,2023-10-19
PFC,532810,Credit Services,Financial Services,FY25,2025-03-31,229908100000.0,1177383500000.0,0.19527036008233511,2024-10-17
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY23,2023-03-31,9418000000.0,99753000000.0,0.09441320060549557,2022-10-21
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY24,2024-03-31,13741000000.0,112888000000.0,0.12172241513712706,2023-10-20
PRESTIGE,533274,Real Estate - Diversified,Real Estate,FY25,2025-03-31,4675000000.0,154230000000.0,0.030311871879660248,2024-10-21
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY23,2023-03-31,2203513000.0,22078953000.0,0.0998015168563473,2022-10-18
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY24,2024-03-31,2621746000.0,24396183000.0,0.10746541784835767,2023-10-17
RADICO,532497,Beverages - Wineries & Distilleries,Consumer Defensive,FY25,2025-03-31,3456113000.0,27537110000.0,0.12550746973810978,2024-10-10
REDINGTON,532805,Information Technology Services,Technology,FY23,2023-03-31,13925600000.0,69273500000.0,0.20102347939688336,2022-10-13
REDINGTON,532805,Information Technology Services,Technology,FY24,2024-03-31,12186200000.0,75487200000.0,0.16143399145815449,2023-10-16
REDINGTON,532805,Information Technology Services,Technology,FY25,2025-03-31,16048400000.0,87210400000.0,0.18401933714327648,2024-10-18
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY23,2023-03-31,667020000000.0,7158720000000.0,0.09317587501676278,2022-10-20
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY24,2024-03-31,696210000000.0,7934810000000.0,0.08774123135903696,2023-10-19
RELIANCE,500325,Oil & Gas Refining & Marketing,Energy,FY25,2025-03-31,696480000000.0,8432000000000.0,0.08259962049335863,2024-10-15
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY23,2023-03-31,-4707700000.0,115953800000.0,-0.0405997906062587,2022-10-21
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY24,2024-03-31,-20683800000.0,116138600000.0,-0.1780958268827074,2023-10-20
RPOWER,532939,Utilities - Independent Power Producers,Utilities,FY25,2025-03-31,29478300000.0,163371800000.0,0.18043689302560173,2024-10-17
RAINBOW,543524,Medical Care Facilities,Healthcare,FY23,2023-03-31,2108340000.0,10599100000.0,0.1989168891698352,2022-10-18
RAINBOW,543524,Medical Care Facilities,Healthcare,FY24,2024-03-31,2170010000.0,12589280000.0,0.17236966689119632,2023-10-19
RAINBOW,543524,Medical Care Facilities,Healthcare,FY25,2025-03-31,2434240000.0,14681930000.0,0.16579836574619278,2024-10-17
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY23,2023-03-31,14956000000.0,224515000000.0,0.06661470280382158,2022-10-20
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY24,2024-03-31,27162000000.0,261549000000.0,0.10385052131722927,2023-10-13
MOTHERSON,517334,Auto Parts,Consumer Cyclical,FY25,2025-03-31,38030000000.0,348803000000.0,0.10903002554450507,2024-10-16
SBICARD,543066,Credit Services,Financial Services,FY23,2023-03-31,22584700000.0,98300500000.0,0.22975162893372872,2022-10-18
SBICARD,543066,Credit Services,Financial Services,FY24,2024-03-31,24078800000.0,120840300000.0,0.1992613391393434,2023-10-17
SBICARD,543066,Credit Services,Financial Services,FY25,2025-03-31,19164100000.0,137817200000.0,0.13905448666784698,2024-10-21
SHREECEM,500387,Building Materials,Basic Materials,FY23,2023-03-31,12707000000.0,186364000000.0,0.06818376939752313,2022-10-18
SHREECEM,500387,Building Materials,Basic Materials,FY24,2024-03-31,23957000000.0,207029200000.0,0.1157179760149776,2023-10-11
SHREECEM,500387,Building Materials,Basic Materials,FY25,2025-03-31,11227700000.0,215377500000.0,0.0521303293055217,2024-10-11
SHYAMMETL,543299,Steel,Basic Materials,FY23,2023-03-31,8526800000.0,72759600000.0,0.11719140841895777,2022-10-12
SHYAMMETL,543299,Steel,Basic Materials,FY24,2024-03-31,10347900000.0,96466700000.0,0.10726914054279871,2023-10-18
SHYAMMETL,543299,Steel,Basic Materials,FY25,2025-03-31,9081000000.0,105533300000.0,0.08604866899831617,2024-10-21
SJVN,533206,Utilities - Renewable,Utilities,FY23,2023-03-31,13593000000.0,138595400000.0,0.09807684814936138,2022-10-04
SJVN,533206,Utilities - Renewable,Utilities,FY24,2024-03-31,9114400000.0,140708500000.0,0.0647750491263854,2023-10-04
SJVN,533206,Utilities - Renewable,Utilities,FY25,2025-03-31,8196600000.0,141786500000.0,0.05780945294509703,2024-10-11
SOBHA,532784,Real Estate - Development,Real Estate,FY23,2023-03-31,1042050000.0,24946710000.0,0.041771039147045844,2022-10-20
SOBHA,532784,Real Estate - Development,Real Estate,FY24,2024-03-31,491130000.0,25140740000.0,0.019535224500153932,2023-10-18
SOBHA,532784,Real Estate - Development,Real Estate,FY25,2025-03-31,946860000.0,45605060000.0,0.020762169811858595,2024-10-10
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY23,2023-03-31,7571900000.0,26103400000.0,0.29007332378157635,2023-04-11
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY24,2024-03-31,8359300000.0,33056000000.0,0.25288298644724105,2023-10-12
SOLARINDS,532725,Specialty Chemicals,Basic Materials,FY25,2025-03-31,12094400000.0,43863400000.0,0.27572873967818273,2024-10-10
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY23,2023-03-31,3952970000.0,22902000000.0,0.17260370273338574,2022-10-20
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY24,2024-03-31,5172670000.0,26503280000.0,0.19517093733303953,2023-10-13
SONACOMS,543300,Auto Parts,Consumer Cyclical,FY25,2025-03-31,6012130000.0,54947700000.0,0.10941549873789076,2024-10-16
SRF,503806,Conglomerates,Industrials,FY23,2023-03-31,21623400000.0,103270500000.0,0.20938602989237004,2022-10-13
SRF,503806,Conglomerates,Industrials,FY24,2024-03-31,13357100000.0,114790200000.0,0.11636097855043374,2023-10-18
SRF,503806,Conglomerates,Industrials,FY25,2025-03-31,12507800000.0,126262000000.0,0.09906226734884604,2024-10-18
SAIL,500113,Steel,Basic Materials,FY23,2023-03-31,21765300000.0,547466700000.0,0.03975639066266496,2022-10-14
SAIL,500113,Steel,Basic Materials,FY24,2024-03-31,30666700000.0,571012200000.0,0.05370585777326649,2023-10-13
SAIL,500113,Steel,Basic Materials,FY25,2025-03-31,23718200000.0,589056100000.0,0.04026475576774436,2024-10-17
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY23,2023-03-31,5022090000.0,23817800000.0,0.21085448698032563,2022-10-11
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY24,2024-03-31,3695410000.0,24415670000.0,0.1513540279664658,2023-10-06
SUMICHEM,542920,Agricultural Inputs,Basic Materials,FY25,2025-03-31,5054960000.0,29011450000.0,0.17424017069122708,2024-10-04
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY23,2023-03-31,4946900000.0,30157100000.0,0.16403765614067667,2022-10-14
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY24,2024-03-31,5216800000.0,34207300000.0,0.1525054593610136,2023-10-11
SUNDRMFAST,500403,Auto Parts,Consumer Cyclical,FY25,2025-03-31,5391000000.0,38103100000.0,0.14148455112576142,2024-10-15
SARDAEN,504614,Steel,Basic Materials,FY23,2023-03-31,6021100000.0,34100800000.0,0.17656770515647727,2022-10-20
SARDAEN,504614,Steel,Basic Materials,FY24,2024-03-31,5230000000.0,38886400000.0,0.1344943219223173,2023-10-20
SARDAEN,504614,Steel,Basic Materials,FY25,2025-03-31,6998200000.0,62864300000.0,0.11132232443533134,2024-10-18
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY23,2023-03-31,8792100000.0,42859000000.0,0.20514011059520754,2022-10-14
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY24,2024-03-31,8990200000.0,48053500000.0,0.18708730893691405,2023-10-09
SCHAEFFLER,505790,Auto Parts,Consumer Cyclical,FY25,2025-03-31,9388600000.0,53344300000.0,0.17600005998766505,2024-10-11
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY23,2023-03-31,84735800000.0,559953800000.0,0.15132641300050112,2022-10-20
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY24,2024-03-31,95763800000.0,636667500000.0,0.15041414867258027,2023-10-19
SUNPHARMA,524715,Drug Manufacturers - Specialty & Generic,Healthcare,FY25,2025-03-31,109290400000.0,722180200000.0,0.15133397453987246,2024-10-17
SYNGENE,539268,Diagnostics & Research,Healthcare,FY23,2023-03-31,4644000000.0,36180000000.0,0.12835820895522387,2022-10-14
SYNGENE,539268,Diagnostics & Research,Healthcare,FY24,2024-03-31,5100000000.0,42577000000.0,0.11978298142189445,2023-10-13
SYNGENE,539268,Diagnostics & Research,Healthcare,FY25,2025-03-31,4962000000.0,47268000000.0,0.10497588220360497,2024-10-17
SYRMA,543573,Electronic Components,Technology,FY23,2023-03-31,1193200000.0,15402780000.0,0.07746653526181638,2023-01-17
SYRMA,543573,Electronic Components,Technology,FY24,2024-03-31,1073280000.0,16126080000.0,0.06655554232646743,2023-10-12
SYRMA,543573,Electronic Components,Technology,FY25,2025-03-31,1698710000.0,17499640000.0,0.09707113974916055,2024-10-18
TATAELXSI,500408,Software - Application,Technology,FY23,2023-03-31,7551932000.0,20857671000.0,0.36206976320606454,2022-10-19
TATAELXSI,500408,Software - Application,Technology,FY24,2024-03-31,7922379000.0,25056563000.0,0.3161797968859496,2023-10-09
TATAELXSI,500408,Software - Application,Technology,FY25,2025-03-31,7849368000.0,28599685000.0,0.2744564494329221,2024-10-08
TATASTEEL,500470,Steel,Basic Materials,FY23,2023-03-31,87604000000.0,1030821000000.0,0.08498468696310998,2022-10-20
TATASTEEL,500470,Steel,Basic Materials,FY24,2024-03-31,-44374400000.0,920357600000.0,-0.04821430278839443,2023-10-20
TATASTEEL,500470,Steel,Basic Materials,FY25,2025-03-31,34205100000.0,911696300000.0,0.03751808579238503,2024-10-17
FEDERALBNK,500469,Banks - Regional,Financial Services,FY23,2023-03-31,31647191000.0,221224090000.0,0.14305490419239605,2022-10-17
FEDERALBNK,500469,Banks - Regional,Financial Services,FY24,2024-03-31,38804276000.0,301053546000.0,0.1288949308705369,2023-10-16
FEDERALBNK,500469,Banks - Regional,Financial Services,FY25,2025-03-31,41588458000.0,345383240000.0,0.12041249598561876,2024-10-09
GESHIP,500620,Marine Shipping,Industrials,FY23,2023-03-31,25750100000.0,102753600000.0,0.25060046557979476,2022-10-13
GESHIP,500620,Marine Shipping,Industrials,FY24,2024-03-31,26141800000.0,123974500000.0,0.21086433097128846,2023-10-17
GESHIP,500620,Marine Shipping,Industrials,FY25,2025-03-31,23442600000.0,142591600000.0,0.16440379377186315,2024-10-10
NIACL,540769,Insurance - Diversified,Financial Services,FY23,2023-03-31,10480008000.0,258634968000.0,0.040520460481584995,2022-10-12
NIACL,540769,Insurance - Diversified,Financial Services,FY24,2024-03-31,11164800000.0,282959800000.0,0.03945719497964022,2023-10-10
NIACL,540769,Insurance - Diversified,Financial Services,FY25,2025-03-31,10366300000.0,289951100000.0,0.035751890577411155,2024-10-14
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY23,2023-03-31,13349608000.0,83797656000.0,0.15930765414249773,2022-10-20
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY24,2024-03-31,10992088000.0,94577110000.0,0.11622355557280192,2023-10-20
PHOENIXLTD,503100,Real Estate - Diversified,Real Estate,FY25,2025-03-31,9842257000.0,104481460000.0,0.09420099030009726,2024-10-18
RAMCOCEM,500260,Building Materials,Basic Materials,FY23,2023-03-31,3145200000.0,68610600000.0,0.04584131314986314,2022-10-13
