NSE Symbol,BSE Code,Q_FY,Beta_Market,Momentum,Log_MarketCap,FY,ROE,DE_Ratio
ENDURANCE,540153,Q4FY22,0.5061854024146687,-0.030770239276572228,25.744489353794023,FY22,0.1462816419165581,0.16505200950919086
ENDURANCE,540153,Q4FY23,0.5784195360571225,-0.07760459017415998,25.874728834311625,FY23,0.10869469138368348,0.11667020615217732
ENDURANCE,540153,Q4FY24,0.5232037582131901,0.3859694093183473,26.265089551143085,FY24,0.13671442815695856,0.15376174222858693
ENDURANCE,540153,Q4FY25,0.6263744247498111,-0.00048310521262307594,26.342875340345547,FY25,0.1462816419165581,0.16505200950919086
ENDURANCE,540153,Q4FY26,0.9576023636160472,0.4768563016786583,26.464387337063933,FY26,0.1462816419165581,0.16505200950919086
ERIS,540596,Q1FY22,0.24462522654585533,0.20115258065886912,25.284178145844596,FY22,,
ERIS,540596,Q1FY23,0.5963187908336107,-0.02455004390409354,25.233507004843702,FY23,0.17402554112317553,0.39923305591833835
ERIS,540596,Q1FY24,0.21306341260242745,-0.05107036945158044,25.290536818512145,FY24,0.15159424324679643,1.0754394512369596
ERIS,540596,Q1FY25,0.33903604165822065,0.44973370702514126,25.671963670910635,FY25,0.12326405919365462,0.8681175464902815
ERIS,540596,Q1FY26,0.47906236285331494,0.8123391200297003,26.175498940990874,FY26,0.12326405919365462,0.8681175464902815
ERIS,540596,Q2FY22,0.2612418716117336,0.2486940425237451,25.364459039985977,FY22,0.12326405919365462,0.8681175464902815
ERIS,540596,Q2FY23,0.5405857876803524,-0.022596023767554558,25.307631195305465,FY23,0.17402554112317553,0.39923305591833835
ERIS,540596,Q2FY24,0.24341617239685878,0.22292239233200845,25.5167375564106,FY24,0.15159424324679643,1.0754394512369596
ERIS,540596,Q2FY25,0.313155278808414,0.6720264337861909,25.93599134438545,FY25,0.12326405919365462,0.8681175464902815
ERIS,540596,Q2FY26,0.44374512963161294,0.3788723930653767,26.11559785298755,FY26,0.12326405919365462,0.8681175464902815
