NSE Symbol,FY,Window_Start,Window_End,n_obs,alpha_daily,alpha_annual,t_alpha,p_alpha,r_squared,beta_Mkt_RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_MOM
IDFCFIRSTB,FY24,2023-04-03,2024-03-28,243,0.0008619474275387475,0.23300369988062158,0.3925706549686289,0.6949909460727113,0.0553670836850485,1.9210190660709074,1.4102662214206516,-0.4839279554164441,2.964812693539014,1.7262886900538947,-0.49885534905225937
IFCI,FY24,2023-04-03,2024-03-28,243,-0.00664356356921418,-0.800987162705176,-1.215366581834104,0.2254407437057148,0.07642682547114821,-0.4221897967731548,3.6500030355650055,4.894348827806939,-1.7515587074837506,-4.102929539466164,3.9733363015110563
IGL,FY24,2023-04-03,2024-03-28,243,-0.002624394865510311,-0.47150818040171355,-1.0453426119150642,0.2969341555355754,0.02493689890639106,1.5450660093531705,0.09260801951193123,1.1764539772570966,0.8776642676941538,-1.5758160101906467,0.28857204698729694
IIFL,FY24,2023-04-03,2024-03-28,243,-0.001124533289095962,-0.2391062800246903,-0.2631767128605474,0.7926440021201749,0.061130604132572985,0.11509914876786559,1.979580546633315,-1.139837241252259,3.3127600911536836,9.77085942912813,-0.8550933170187933
INDHOTEL,FY24,2023-04-03,2024-03-28,243,0.0031150623060928165,1.131786030589869,1.441067030149522,0.15089122400448948,0.01428049436105805,0.5563537267058305,-0.7568249701102161,-0.8127027410903018,0.7168773759716112,3.1125113909938413,-0.2442095661287272
INDIANB,FY24,2023-04-03,2024-03-28,243,0.0003726934539476927,0.09479212964783264,0.11356327342475328,0.909680549175911,0.025062158262203815,-0.8197694663428667,0.23568636450369895,2.5751539355111923,1.6782115365726593,-1.0076999346611448,0.9866506336822147
INDIGO,FY24,2023-04-03,2024-03-28,243,0.0037386989887467793,1.480608403955566,1.7334447270868008,0.08432273378405693,0.027350580746045128,1.3919478959162488,-0.6738973311865282,-0.4291294832683145,1.271498330149092,0.9671206256033104,-1.4336915963476309
INDUSTOWER,FY24,2023-04-03,2024-03-28,243,0.0011785198631141399,0.33159880158451227,0.35812417980340694,0.720570496938515,0.01399433515570836,0.5719184559961076,-1.0385951670923297,1.0989256762486637,0.6920435453260887,-1.4778603713791116,1.283089116719761
INFY,FY24,2023-04-03,2024-03-28,243,-0.001325339730964803,-0.2753435182020081,-0.6199840073655702,0.5358664733115387,0.03361190258912816,0.3333085263400619,0.6196498381462935,-1.4014948535543788,-1.8169798742754169,1.872441825144157,0.5879233013504956
INOXWIND,FY24,2023-04-03,2024-03-28,243,0.006591079620916417,3.961124098803032,1.3857422706304094,0.16713371201814187,0.06401258920818853,5.188293710123363,-1.2262080045934558,-3.2377679705243425,-2.211450660932511,7.4012824736270915,-4.851173900607435
IRB,FY24,2023-04-03,2024-03-28,243,-0.001008856581288161,-0.21741454060985427,-0.24532629606140594,0.8064169904063455,0.03404383575872605,-0.6256688885929157,0.8919115949336698,1.986358114401741,-2.064046071461074,0.1323352580627737,0.03734276495756461
