BSE Code,NSE Symbol,FY,Industry,n_obs,mar_pct,capm_alpha,ff5_alpha,total_vol,idio_vol,downside_vol,roe,AINDEX,BINDEX,CINDEX,COMPOSITE,DINDEX,OINDEX,TRINDEX,Beta_Market,Momentum,Log_MarketCap,DE_Ratio,COMPOSITE_5,Sector
500002.0,ABB,FY23,Specialty Industrial Machinery,250,0.28030099059007485,0.16245959307857227,1.104054199417472,0.023099141424807863,0.019781961757819943,0.011739282525636306,0.2089375231302358,-2.107344608107299,0.7598095710099184,2.4059826146307435,0.49447927155288285,0.26699412540495254,0.2442753878144343,-0.37114932320228394,0.673807661245254,0.5379475228959718,27.2770841739662,0.0066991806713757,0.2450062230373207,Industrials
500027.0,ATUL,FY23,Specialty Chemicals,250,-0.16314613388609014,-0.17001416946168174,-0.25865414197925857,0.016772094647439346,0.01414998698986963,0.007487869054284734,0.063159664785681,0.8669582012035435,-1.3279018717558337,2.050429051474211,-0.5407068193422807,-1.264249885119523,0.16009401266716566,-0.32442798561590674,0.6057631761006994,-0.2387858294991033,26.035629493269617,0.0111829908934832,0.1215873827504829,Basic Materials
500033.0,FORCEMOT,FY23,Auto Manufacturers,209,1.1893662165616272,1.0177674962493353,2.0642089891932565,0.0364023564395848,0.03421330170466075,0.013629456436233103,0.17209131140417,,,0.850294649899591,-1.5179291595942785,,,,1.1843308799811392,0.1458450588307158,23.44740532964297,0.5091971861783545,-1.5507244109235787,Consumer Cyclical
500034.0,BAJFINANCE,FY23,Credit Services,250,-0.34145908274862374,-0.33108954576168514,0.016046169730520872,0.015586345117512493,0.013247272662051267,0.010043084683787501,0.1884230269501345,-0.32442798561590674,-0.25561826421633266,0.18294814042830515,0.3940442266879647,0.26699412540495254,0.5421440164296353,-0.09910785982289917,1.3367907345547927,-0.1292055127327507,28.86597201944263,3.024847357039416,0.09109216921113672,Financial Services
500042.0,BASF,FY23,Specialty Chemicals,250,0.7198532599345191,0.7013962862550406,0.9437675236314969,0.021860443792052764,0.019883404296656693,0.01092641019650132,0.1747386381262602,-2.221519588337837,0.043990118295311145,1.2769698176788649,-0.7130635205548607,-1.264249885119523,-0.32442798561590674,0.27269494694940966,0.5568579606342987,-0.1721251899849501,25.30390290929844,0.0391865777178862,-0.25543505733458494,Basic Materials
500049.0,BEL,FY23,Aerospace & Defense,250,0.7322718577398553,0.3299609611374459,0.3101726867931038,0.024606389735506422,0.017008934040886894,0.011581213322536164,0.2440527560458568,0.4067242518713638,1.7568266072519054,0.7393781286389902,1.7469549015612458,0.5807580840085503,0.8353711435721113,0.31286139976011185,0.9055500407465544,0.4534689703559061,27.266112700073748,0.004425165005847,1.7022437879603272,Industrials
500067.0,BLUESTARCO,FY23,Building Products & Equipment,250,0.5595075611282541,0.7920830118312234,0.5073682709811695,0.022205693251753335,0.02182323052194768,0.01163546134414929,0.1589791922883885,-0.14341186580980653,0.35939683029154834,-1.3742797878564808,0.05055839126599487,-0.5938213929935198,0.4186956208836455,0.9674215661017012,0.3486894854149703,0.3751110363343685,25.66093401945729,0.4974636455867433,1.0057909761129349,Industrials
500084.0,CESC,FY23,Utilities - Regulated Electric,250,0.6861081353930225,0.3466380091696776,-0.30132120404204926,0.02660398639290728,0.021140168941658193,0.011791664951509667,0.1202510300865657,-0.03298793293740276,-1.4426368146671515,0.06068145248899459,-0.6001787759898454,-1.9031763053671469,0.606986834803486,0.8198866958893143,0.4857913477121796,-0.0331582904846071,25.109940079436196,1.3072737221560773,0.07081073610889353,Utilities
500085.0,CHAMBLFERT,FY23,Agricultural Inputs,250,0.4261205939341163,0.1363590589745421,-0.02247577848243428,0.02713010913101511,0.02158731565383836,0.012165593755305425,0.1754026575743619,1.0215001377641872,-0.43072729929545756,0.4830894029164177,1.7954587131451047,0.7671666205857572,2.1073446081072977,0.883080123650455,1.2494815196262796,-0.2606021277709671,25.321550220504665,0.4751482362328826,1.6606976105540416,Basic Materials
500092.0,CRISIL,FY23,Financial Data & Stock Exchanges,250,-0.22921316437356334,-0.06687998740208957,0.33811063415329073,0.016642546268376045,0.016469526113886017,0.009934882886210297,0.3007591606296191,-0.9500137556693217,2.015429661706838,-0.6368945263489849,1.1503493803760079,0.4007604618510929,0.8669582012035435,0.3244279856159066,0.3266523016065098,0.2542344041361329,26.14575085582591,0.0465741805154075,1.022695979570021,Financial Services
